@RELATION RBF_Gradual_Moderate

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.089919,0.900069,0.268832,0.088711,0.911425,0.085659,-0.003120,0.213618,0.840642,0.574599,0
0.729885,0.397433,0.575871,0.333112,0.866899,0.236302,0.540311,0.135262,0.169006,-0.013203,0
0.714408,0.239349,0.396139,0.672826,0.299133,0.318751,0.750055,0.073407,0.459980,0.998936,0
0.232719,0.377674,0.115637,0.317783,1.042038,0.295416,0.813496,0.496724,0.416811,0.982316,1
0.912220,0.618644,0.630338,0.087015,0.937074,0.493138,0.691317,0.354446,0.701299,0.588835,0
0.701906,0.404989,1.085721,0.648693,0.373685,0.653896,0.916245,0.008525,0.398705,0.823638,1
0.830893,0.546977,0.664923,0.015986,0.175123,0.297407,0.067538,0.223089,0.102218,0.269168,1
0.828861,-0.063590,0.743871,0.647921,0.158997,0.822956,0.710350,0.213240,0.376285,0.505149,0
0.613469,1.033719,1.125032,1.176169,0.738530,0.330219,0.840221,0.495162,0.729218,0.289968,0
0.359164,0.255598,0.712278,0.306845,0.089929,0.192083,0.260677,0.946580,1.030251,0.315338,1
0.643559,0.050817,0.273375,0.211866,0.739690,0.652747,0.881735,0.100572,0.407649,0.021783,0
0.530311,0.120003,-0.223024,0.293348,0.337106,-0.081514,1.119785,1.143543,0.527236,0.641659,1
0.564358,0.954401,0.421809,0.907319,0.162028,0.603411,0.835156,0.187349,0.750682,0.261243,0
0.436131,0.855000,0.237829,0.996572,0.045064,0.835522,0.508836,0.885182,0.750941,0.631309,1
0.515126,0.381313,0.644070,0.824458,0.749713,0.860916,0.933819,1.014580,0.545128,0.909359,0
0.738356,0.352852,0.926979,0.829850,0.840380,0.835835,0.274604,0.802545,0.133176,0.898853,1
0.592707,0.714081,0.684479,0.431757,0.477311,0.292783,0.837965,0.778946,0.167683,0.453098,1
0.579032,0.181805,0.235082,0.326245,0.732613,0.828010,0.849240,0.178992,0.444770,-0.133663,0
0.965522,0.446694,0.201466,-0.194010,-0.090391,0.204354,1.042050,0.647449,-0.040951,0.300559,1
0.706335,0.336336,0.901770,0.832138,0.850303,0.823268,0.267509,0.772430,0.103603,0.858565,1
0.737624,0.119079,0.684480,0.706081,0.102394,0.855454,0.765622,-0.008163,0.207547,0.635020,0
-0.089868,0.882673,1.091874,0.751656,0.487997,-0.372102,1.412039,1.373973,-0.006495,1.521208,0
0.712883,0.662991,0.605424,-0.017167,0.497065,0.387801,0.247340,0.485857,0.250936,0.970518,0
-0.002180,0.908285,0.165280,0.045554,0.944581,0.047309,-0.022754,0.265001,0.883501,0.613845,0
0.734253,0.332266,0.892528,0.773127,0.905923,0.783307,0.200450,0.745344,0.075908,0.895683,1
0.098839,0.216824,0.321437,0.573487,0.205957,0.265560,0.091434,0.611772,0.274713,0.852903,1
0.711687,0.406744,0.862153,0.724564,0.892754,0.751489,0.224771,0.809434,0.152048,0.879608,1
0.663701,0.674690,0.579369,0.339141,0.440107,0.173009,0.771135,0.661479,0.121015,0.578362,1
0.456054,-0.091029,-0.595793,0.362312,0.944903,1.521258,1.235268,1.090314,0.455362,1.076197,1
0.478017,0.363646,0.647416,0.821953,0.712671,0.825343,0.898553,0.987821,0.555550,0.881731,0
0.918175,0.616541,0.658364,0.108795,0.890374,0.489733,0.645667,0.326477,0.720496,0.568058,0
0.371231,0.079574,0.078699,0.829441,0.645117,0.832788,0.747299,0.516363,0.945704,0.345363,1
0.699997,0.426313,0.823522,0.725222,0.844030,0.928205,0.316302,0.868071,-0.007430,0.849950,1
0.582053,0.470893,0.527849,0.425715,0.747912,0.333540,0.705926,0.272551,0.250238,0.122063,0
0.661431,0.901849,0.594597,0.326713,0.539912,-0.014602,0.262127,0.448411,0.556715,0.651959,1
