@RELATION RBF_Gradual_Moderate

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.190604,0.361220,0.121146,0.405332,0.954638,0.216238,0.786092,0.424730,0.439449,0.958296,1
0.819343,0.177283,0.299446,0.298292,0.487043,0.385049,0.918178,0.293771,0.968519,0.409422,0
0.528698,0.213622,0.764275,0.129761,0.542235,0.031560,0.788804,0.371779,0.361564,-0.026320,0
0.124335,0.221284,0.336763,0.587845,0.232330,0.217492,0.067575,0.627563,0.228863,0.907061,1
0.637776,0.991873,0.503745,0.864401,0.321836,0.706543,0.700435,0.103932,0.579917,0.398590,0
0.818283,0.128214,1.011112,0.259977,0.248348,0.638936,1.042872,-0.096846,0.504184,0.595897,1
0.608063,0.211531,0.730533,0.835134,0.093355,0.535562,0.675114,0.141191,0.816711,0.985712,0
0.246941,0.918375,0.442346,0.864136,0.548101,0.054439,0.996652,0.833713,0.964067,0.927470,0
0.555903,0.835615,0.610263,1.223124,0.647539,0.818743,0.505242,0.429462,0.808263,0.611136,0
1.102325,1.187795,0.454293,0.484675,0.105681,0.187355,0.797677,0.740615,-0.142633,0.516130,0
-0.274786,0.568663,0.113545,0.519001,0.635951,0.435138,0.957494,-0.418108,0.576305,0.291701,0
0.628472,0.766625,0.624137,0.365410,0.492896,0.322674,0.836579,0.782242,0.073473,0.350357,1
0.921715,0.629518,0.666415,0.123103,0.906563,0.502538,0.665087,0.323868,0.696558,0.562889,0
0.828286,0.225046,0.267275,0.356596,0.438030,0.313297,0.919247,0.237479,0.999236,0.412995,0
0.131414,0.215744,0.343908,0.579195,0.223091,0.228285,0.079728,0.623386,0.226357,0.901163,1
-0.076595,0.774310,0.659654,0.843057,0.476958,0.301883,0.098026,0.233537,0.538551,0.432188,1
0.580177,0.996505,0.989666,0.745135,0.770444,0.206785,0.728167,0.559936,0.570043,0.614708,0
-0.004566,0.635905,0.342794,0.911493,0.487093,0.613968,0.078756,0.896284,0.528359,0.910424,1
0.294166,0.895907,0.462288,0.854884,0.583776,0.030660,0.986461,0.864059,0.964491,0.933112,0
0.779102,0.867921,0.793098,0.779519,0.867650,0.237128,0.793086,0.719286,0.543950,0.546956,0
0.739831,1.092001,0.271335,0.888491,0.401894,0.497738,0.538924,0.648961,0.207108,0.977379,0
0.084098,0.954572,0.210018,0.060844,0.937283,0.053573,0.006687,0.237632,0.811561,0.626675,0
-0.304733,0.031496,-0.321560,0.992176,0.030474,0.296679,1.069687,0.095012,1.378452,-0.191779,0
0.934024,0.621835,0.263412,0.729238,0.287075,0.658927,0.802879,0.656207,0.931874,0.890130,1
0.160970,0.222395,0.328629,0.545422,0.253436,0.190765,0.077892,0.629252,0.225465,0.907166,1
0.354845,0.734163,0.610884,0.786426,-0.175544,1.071435,0.528612,0.911976,0.721632,0.692107,1
0.605514,0.268534,0.636977,0.756671,0.253544,0.600221,0.810282,0.031635,0.834304,1.028298,0
0.659213,0.311098,0.104593,-0.026069,0.772451,0.713770,0.975624,0.361802,0.766941,0.676918,0
