@RELATION IntelLabSensors

@ATTRIBUTE epoch NUMERIC
@ATTRIBUTE temperature NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE light NUMERIC
@ATTRIBUTE voltage NUMERIC
@ATTRIBUTE class {1}

@DATA
7159.000000,24.829600,35.645600,195.040000,2.724400,1
7160.000000,24.810000,35.714800,187.680000,2.724400,1
7161.000000,24.839400,35.714800,195.040000,2.724400,1
7162.000000,24.829600,35.714800,195.040000,2.724400,1
7163.000000,24.947200,35.576400,202.400000,2.724400,1
7164.000000,24.986400,35.403400,209.760000,2.724400,1
7165.000000,24.937400,35.541800,209.760000,2.724400,1
7166.000000,24.868800,35.680200,217.120000,2.711960,1
7167.000000,24.986400,35.507200,224.480000,2.724400,1
7168.000000,25.015800,35.368700,235.520000,2.724400,1
7169.000000,24.829600,35.714800,235.520000,2.724400,1
7170.000000,24.829600,35.714800,250.240000,2.724400,1
7171.000000,24.839400,35.749400,250.240000,2.724400,1
7172.000000,24.878600,35.611000,250.240000,2.724400,1
7175.000000,24.790400,35.749400,264.960000,2.724400,1
7177.000000,24.614000,36.198300,264.960000,2.724400,1
7178.000000,24.692400,36.060300,279.680000,2.724400,1
7179.000000,24.731600,35.991200,294.400000,2.724400,1
7180.000000,24.790400,35.887600,294.400000,2.724400,1
7181.000000,24.800200,35.853000,309.120000,2.724400,1
7182.000000,24.927600,35.645600,309.120000,2.724400,1
7183.000000,25.055000,35.438000,309.120000,2.724400,1
7185.000000,25.104000,35.230200,309.120000,2.724400,1
7186.000000,25.162800,35.230200,323.840000,2.736960,1
7187.000000,25.172600,35.576400,323.840000,2.724400,1
7188.000000,25.221600,35.576400,338.560000,2.724400,1
7190.000000,25.172600,35.887600,323.840000,2.724400,1
7191.000000,25.153000,35.956700,309.120000,2.724400,1
7192.000000,24.927600,36.267300,309.120000,2.724400,1
7194.000000,24.555200,37.093300,294.400000,2.724400,1
7195.000000,24.565000,37.093300,279.680000,2.724400,1
7196.000000,24.300400,37.367900,279.680000,2.724400,1
7197.000000,24.084800,37.984500,279.680000,2.711960,1
7198.000000,23.859400,38.394600,279.680000,2.711960,1
7199.000000,23.781000,38.769800,279.680000,2.711960,1
7200.000000,23.643800,38.837900,279.680000,2.711960,1
7201.000000,23.496800,39.008200,279.680000,2.711960,1
7202.000000,23.722200,38.974200,279.680000,2.699640,1
7203.000000,23.820200,38.735700,279.680000,2.711960,1
7205.000000,23.751600,38.872000,264.960000,2.711960,1
7206.000000,23.663400,38.872000,264.960000,2.724400,1
7207.000000,23.536000,39.076300,264.960000,2.724400,1
7208.000000,23.536000,39.348300,264.960000,2.711960,1
7209.000000,23.496800,39.280300,250.240000,2.711960,1
7210.000000,23.320400,39.857400,264.960000,2.711960,1
7211.000000,23.242000,39.959100,264.960000,2.711960,1
7212.000000,23.134200,39.755700,250.240000,2.711960,1
7213.000000,23.085200,40.229900,264.960000,2.699640,1
7214.000000,23.124400,40.399000,279.680000,2.711960,1
7215.000000,23.144000,40.162200,279.680000,2.711960,1
7217.000000,23.202800,40.094500,294.400000,2.711960,1
7220.000000,24.006400,38.803900,294.400000,2.711960,1
7224.000000,24.712000,36.887100,264.960000,2.724400,1
7226.000000,24.888400,36.818300,279.680000,2.724400,1
7227.000000,24.947200,36.508500,279.680000,2.724400,1
7228.000000,25.045200,36.405200,279.680000,2.724400,1
7229.000000,25.104000,36.267300,294.400000,2.724400,1
7230.000000,25.202000,36.198300,279.680000,2.736960,1
7231.000000,25.221600,36.060300,294.400000,2.724400,1
7232.000000,25.300000,35.611000,294.400000,2.724400,1
7233.000000,25.349000,35.749400,294.400000,2.724400,1
7234.000000,25.417600,35.714800,294.400000,2.736960,1
7235.000000,25.476400,35.680200,294.400000,2.724400,1
7236.000000,25.535200,35.541800,294.400000,2.736960,1
7237.000000,25.613600,35.576400,294.400000,2.736960,1
7238.000000,25.692000,35.299500,279.680000,2.736960,1
7239.000000,25.731200,35.091500,279.680000,2.736960,1
7240.000000,25.721400,35.160900,279.680000,2.736960,1
7242.000000,25.731200,35.230200,279.680000,2.736960,1
7243.000000,25.770400,35.299500,279.680000,2.736960,1
7244.000000,25.721400,35.368700,279.680000,2.736960,1
7245.000000,25.711600,35.299500,279.680000,2.736960,1
7246.000000,25.750800,35.230200,279.680000,2.736960,1
7247.000000,25.652800,35.334100,279.680000,2.736960,1
7248.000000,25.672400,34.952800,294.400000,2.736960,1
7249.000000,25.750800,35.022200,294.400000,2.724400,1
7250.000000,25.770400,35.056800,309.120000,2.736960,1
7251.000000,25.790000,34.918100,323.840000,2.724400,1
7252.000000,25.819400,34.987500,323.840000,2.724400,1
7253.000000,25.819400,34.883400,338.560000,2.736960,1
7254.000000,25.819400,35.022200,338.560000,2.736960,1
7256.000000,25.770400,35.091500,338.560000,2.736960,1
7257.000000,25.790000,35.091500,309.120000,2.724400,1
7258.000000,25.819400,34.952800,279.680000,2.736960,1
7259.000000,25.897800,35.022200,264.960000,2.736960,1
7262.000000,25.819400,34.813900,250.240000,2.736960,1
7263.000000,25.819400,34.536000,235.520000,2.736960,1
7264.000000,25.819400,34.744500,235.520000,2.736960,1
7265.000000,25.809600,34.952800,224.480000,2.736960,1
7267.000000,25.750800,34.883400,209.760000,2.736960,1
7268.000000,25.682200,35.230200,202.400000,2.736960,1
7269.000000,25.692000,35.091500,202.400000,2.736960,1
7270.000000,25.731200,35.230200,209.760000,2.724400,1
7271.000000,25.711600,35.195500,217.120000,2.736960,1
7272.000000,25.682200,35.230200,224.480000,2.736960,1
7273.000000,25.741000,35.264800,224.480000,2.724400,1
7275.000000,25.819400,35.230200,235.520000,2.736960,1
7277.000000,25.780200,35.126200,235.520000,2.736960,1
7279.000000,25.741000,35.368700,235.520000,2.736960,1
7280.000000,25.780200,35.438000,235.520000,2.736960,1
7281.000000,25.721400,35.472600,224.480000,2.724400,1
7283.000000,25.692000,35.091500,224.480000,2.736960,1
7284.000000,25.672400,35.507200,235.520000,2.736960,1
7285.000000,25.741000,35.368700,235.520000,2.736960,1
7287.000000,25.819400,35.126200,250.240000,2.736960,1
7288.000000,25.829200,35.230200,279.680000,2.736960,1
7289.000000,25.819400,34.987500,279.680000,2.736960,1
7290.000000,25.819400,34.987500,279.680000,2.736960,1
7291.000000,25.829200,35.126200,264.960000,2.724400,1
7292.000000,25.819400,35.160900,235.520000,2.736960,1
7294.000000,25.829200,35.091500,217.120000,2.749630,1
7295.000000,25.937000,35.230200,209.760000,2.736960,1
7296.000000,26.035000,34.952800,202.400000,2.749630,1
7297.000000,26.084000,34.779200,195.040000,2.736960,1
7298.000000,26.133000,34.605500,187.680000,2.736960,1
7299.000000,26.123200,34.570800,180.320000,2.736960,1
7300.000000,26.084000,34.675000,172.960000,2.736960,1
7302.000000,25.946800,34.536000,158.240000,2.736960,1
7303.000000,25.819400,34.883400,150.880000,2.736960,1
7304.000000,25.829200,35.022200,143.520000,2.736960,1
7306.000000,25.819400,34.709700,136.160000,2.736960,1
7307.000000,25.819400,35.091500,136.160000,2.736960,1
7308.000000,25.790000,34.883400,136.160000,2.736960,1
7309.000000,25.760600,34.952800,136.160000,2.736960,1
7310.000000,25.750800,35.091500,136.160000,2.736960,1
7313.000000,25.711600,35.091500,150.880000,2.736960,1
7314.000000,25.652800,34.918100,158.240000,2.724400,1
7316.000000,25.368600,35.368700,158.240000,2.724400,1
7317.000000,25.447000,35.507200,158.240000,2.736960,1
7318.000000,25.349000,35.783900,158.240000,2.724400,1
7319.000000,25.368600,35.922100,158.240000,2.724400,1
7321.000000,25.476400,35.645600,150.880000,2.736960,1
7324.000000,25.594000,35.299500,143.520000,2.736960,1
7325.000000,25.623400,35.403400,143.520000,2.736960,1
7328.000000,25.525400,35.576400,158.240000,2.724400,1
7329.000000,25.574400,35.472600,165.600000,2.736960,1
7330.000000,25.652800,35.507200,165.600000,2.736960,1
7331.000000,25.711600,35.230200,165.600000,2.736960,1
7334.000000,25.819400,35.056800,195.040000,2.736960,1
7335.000000,25.819400,34.883400,217.120000,2.736960,1
7336.000000,25.848800,34.952800,264.960000,2.736960,1
7338.000000,25.848800,34.848700,250.240000,2.736960,1
7340.000000,25.868400,34.744500,235.520000,2.724400,1
7343.000000,25.848800,35.091500,180.320000,2.736960,1
7345.000000,25.848800,34.918100,172.960000,2.736960,1
7346.000000,25.907600,34.918100,172.960000,2.736960,1
7348.000000,25.907600,34.952800,165.600000,2.736960,1
7349.000000,25.711600,35.160900,172.960000,2.736960,1
7350.000000,25.633200,35.299500,172.960000,2.736960,1
7351.000000,25.809600,35.230200,180.320000,2.736960,1
7352.000000,25.819400,35.299500,180.320000,2.736960,1
7353.000000,25.829200,35.022200,172.960000,2.736960,1
7354.000000,25.819400,34.952800,165.600000,2.736960,1
7355.000000,25.819400,34.952800,165.600000,2.736960,1
7356.000000,25.819400,34.952800,158.240000,2.736960,1
7357.000000,25.819400,34.952800,158.240000,2.736960,1
7358.000000,25.858600,34.918100,150.880000,2.736960,1
7360.000000,25.829200,34.605500,150.880000,2.736960,1
7361.000000,25.868400,34.536000,150.880000,2.724400,1
7362.000000,25.878200,34.536000,143.520000,2.736960,1
7363.000000,25.868400,34.536000,143.520000,2.736960,1
7364.000000,25.878200,34.813900,143.520000,2.736960,1
7365.000000,25.917400,34.675000,143.520000,2.736960,1
7367.000000,25.888000,34.536000,143.520000,2.736960,1
7368.000000,25.927200,34.813900,143.520000,2.736960,1
7369.000000,25.927200,34.744500,143.520000,2.736960,1
7370.000000,25.966400,34.640300,143.520000,2.736960,1
7371.000000,25.976200,34.640300,150.880000,2.736960,1
7372.000000,25.986000,34.536000,143.520000,2.736960,1
7373.000000,25.986000,34.675000,143.520000,2.736960,1
7377.000000,25.829200,34.813900,143.520000,2.736960,1
7378.000000,25.829200,34.744500,143.520000,2.736960,1
7379.000000,25.819400,34.744500,143.520000,2.736960,1
7382.000000,25.917400,34.813900,143.520000,2.724400,1
7385.000000,26.044800,34.536000,143.520000,2.736960,1
7386.000000,26.054600,34.396900,143.520000,2.749630,1
7387.000000,26.015400,34.257700,136.160000,2.749630,1
7388.000000,26.035000,34.362100,136.160000,2.736960,1
7390.000000,26.054600,34.083600,128.800000,2.736960,1
7392.000000,26.064400,34.536000,121.440000,2.736960,1
7393.000000,25.966400,34.466400,121.440000,2.749630,1
7396.000000,25.917400,34.536000,114.080000,2.736960,1
7398.000000,25.819400,34.536000,114.080000,2.736960,1
7399.000000,25.819400,34.536000,114.080000,2.736960,1
7401.000000,25.799800,34.570800,108.560000,2.736960,1
7402.000000,25.760600,34.640300,108.560000,2.724400,1
7403.000000,25.692000,34.779200,104.880000,2.736960,1
7405.000000,25.437200,35.230200,104.880000,2.736960,1
7406.000000,25.417600,35.195500,104.880000,2.736960,1
7407.000000,25.447000,35.091500,104.880000,2.736960,1
7408.000000,25.505800,34.952800,104.880000,2.724400,1
7409.000000,25.623400,34.813900,101.200000,2.736960,1
7410.000000,25.643000,34.744500,101.200000,2.736960,1
7411.000000,25.701800,34.640300,101.200000,2.736960,1
7413.000000,25.819400,34.396900,97.520000,2.736960,1
7414.000000,25.819400,34.536000,97.520000,2.736960,1
7417.000000,25.819400,34.362100,97.520000,2.736960,1
7418.000000,25.829200,34.257700,97.520000,2.736960,1
7419.000000,25.829200,34.188000,97.520000,2.736960,1
7420.000000,25.907600,34.013900,97.520000,2.736960,1
7421.000000,25.927200,33.944200,93.840000,2.736960,1
7423.000000,25.711600,34.605500,93.840000,2.736960,1
7424.000000,25.770400,34.744500,93.840000,2.724400,1
7425.000000,25.750800,34.675000,93.840000,2.736960,1
7426.000000,25.770400,34.466400,93.840000,2.736960,1
7427.000000,25.750800,34.396900,97.520000,2.736960,1
7429.000000,25.643000,34.536000,97.520000,2.736960,1
7430.000000,25.584200,34.570800,97.520000,2.724400,1
7431.000000,25.545000,34.640300,97.520000,2.736960,1
7434.000000,25.437200,34.709700,97.520000,2.736960,1
7435.000000,25.368600,34.813900,97.520000,2.736960,1
7437.000000,25.339200,34.813900,97.520000,2.749630,1
7438.000000,25.182400,35.126200,97.520000,2.736960,1
7439.000000,25.084400,35.368700,97.520000,2.724400,1
7441.000000,25.202000,35.091500,97.520000,2.724400,1
7442.000000,25.084400,35.299500,97.520000,2.724400,1
7444.000000,25.182400,35.126200,97.520000,2.736960,1
7445.000000,25.035400,35.368700,97.520000,2.736960,1
7447.000000,25.015800,35.368700,97.520000,2.724400,1
7450.000000,25.162800,34.918100,101.200000,2.736960,1
7451.000000,25.211800,34.813900,101.200000,2.724400,1
