@RELATION IntelLabSensors

@ATTRIBUTE epoch NUMERIC
@ATTRIBUTE temperature NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE light NUMERIC
@ATTRIBUTE voltage NUMERIC
@ATTRIBUTE class {1}

@DATA
3909.000000,20.615600,37.573700,309.120000,2.687420,1
3910.000000,20.625400,37.607900,235.520000,2.687420,1
3912.000000,20.645000,37.642200,217.120000,2.687420,1
3913.000000,20.635200,37.642200,217.120000,2.687420,1
3915.000000,20.645000,37.710700,235.520000,2.687420,1
3918.000000,20.615600,37.710700,264.960000,2.699640,1
3920.000000,20.605800,37.779200,309.120000,2.687420,1
3921.000000,20.576400,37.847700,235.520000,2.699640,1
3924.000000,20.488200,38.052900,209.760000,2.699640,1
3926.000000,20.458800,38.121300,235.520000,2.687420,1
3927.000000,20.439200,38.189700,209.760000,2.699640,1
3928.000000,20.419600,38.189700,202.400000,2.687420,1
3929.000000,20.380400,38.326300,195.040000,2.687420,1
3930.000000,20.351000,38.394600,195.040000,2.675320,1
3932.000000,20.302000,38.462900,294.400000,2.687420,1
3934.000000,20.272600,38.531100,217.120000,2.687420,1
3935.000000,20.253000,38.531100,195.040000,2.687420,1
3939.000000,20.194200,38.735700,180.320000,2.687420,1
3940.000000,20.184400,38.803900,172.960000,2.687420,1
3942.000000,20.135400,38.872000,172.960000,2.687420,1
3944.000000,20.086400,39.008200,180.320000,2.687420,1
3945.000000,20.066800,39.076300,180.320000,2.687420,1
3946.000000,20.037400,39.144300,180.320000,2.687420,1
3947.000000,20.017800,39.178300,187.680000,2.687420,1
3948.000000,19.998200,39.212300,187.680000,2.687420,1
3949.000000,19.978600,39.280300,187.680000,2.687420,1
3950.000000,19.968800,39.314300,187.680000,2.687420,1
3954.000000,19.841400,39.620000,217.120000,2.687420,1
3956.000000,19.802200,39.755700,279.680000,2.687420,1
3957.000000,19.802200,39.789600,353.280000,2.675320,1
3959.000000,19.782600,39.755700,368.000000,2.687420,1
3961.000000,19.802200,39.552100,382.720000,2.687420,1
3962.000000,19.821800,39.552100,382.720000,2.687420,1
3963.000000,19.831600,39.552100,382.720000,2.687420,1
3964.000000,19.861000,39.416200,368.000000,2.675320,1
3966.000000,19.900200,39.450200,382.720000,2.675320,1
3968.000000,19.929600,39.314300,368.000000,2.687420,1
3970.000000,19.978600,39.280300,353.280000,2.687420,1
3972.000000,19.988400,39.212300,294.400000,2.687420,1
3973.000000,20.008000,39.178300,294.400000,2.687420,1
3974.000000,20.037400,39.144300,338.560000,2.675320,1
3975.000000,20.047200,39.110300,279.680000,2.687420,1
3978.000000,20.106000,39.008200,368.000000,2.687420,1
3979.000000,20.106000,39.008200,368.000000,2.687420,1
3980.000000,20.125600,38.940100,368.000000,2.687420,1
3981.000000,20.135400,39.008200,353.280000,2.687420,1
3983.000000,20.155000,38.940100,353.280000,2.687420,1
3987.000000,20.223600,38.837900,368.000000,2.687420,1
3988.000000,20.243200,38.872000,368.000000,2.687420,1
