@RELATION IntelLabSensors

@ATTRIBUTE epoch NUMERIC
@ATTRIBUTE temperature NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE light NUMERIC
@ATTRIBUTE voltage NUMERIC
@ATTRIBUTE class {1}

@DATA
2255.000000,20.390200,37.847700,45.080000,2.699640,1
2256.000000,20.400000,37.847700,45.080000,2.699640,1
2257.000000,20.400000,37.881900,45.080000,2.711960,1
2258.000000,20.400000,37.916100,45.080000,2.699640,1
2259.000000,20.390200,37.916100,45.080000,2.699640,1
2260.000000,20.390200,37.916100,45.080000,2.699640,1
2261.000000,20.390200,37.916100,45.080000,2.699640,1
2262.000000,20.380400,37.916100,45.080000,2.699640,1
2264.000000,20.380400,37.950300,45.080000,2.699640,1
2266.000000,20.380400,37.916100,45.080000,2.699640,1
2267.000000,20.370600,37.881900,45.080000,2.699640,1
2268.000000,20.380400,37.847700,45.080000,2.711960,1
2269.000000,20.390200,37.847700,45.080000,2.699640,1
2270.000000,20.370600,37.881900,45.080000,2.699640,1
2271.000000,20.370600,37.916100,45.080000,2.699640,1
2276.000000,20.370600,37.916100,45.080000,2.699640,1
2277.000000,20.380400,37.950300,45.080000,2.699640,1
2278.000000,20.380400,37.984500,45.080000,2.699640,1
2279.000000,20.380400,37.984500,45.080000,2.699640,1
2280.000000,20.380400,37.984500,45.080000,2.699640,1
2282.000000,20.360800,38.018700,45.080000,2.711960,1
2284.000000,20.351000,38.052900,45.080000,2.699640,1
2285.000000,20.341200,38.121300,45.080000,2.699640,1
2286.000000,20.341200,38.087100,45.080000,2.699640,1
2288.000000,20.341200,38.121300,45.080000,2.699640,1
2291.000000,20.341200,38.087100,45.080000,2.699640,1
2293.000000,20.331400,38.052900,45.080000,2.699640,1
2294.000000,20.331400,38.121300,45.080000,2.699640,1
2295.000000,20.331400,38.121300,45.080000,2.699640,1
2296.000000,20.341200,38.087100,45.080000,2.711960,1
2297.000000,20.331400,38.121300,45.080000,2.699640,1
2298.000000,20.321600,38.121300,45.080000,2.699640,1
2299.000000,20.321600,38.121300,45.080000,2.711960,1
2300.000000,20.321600,38.052900,45.080000,2.699640,1
2301.000000,20.321600,38.087100,45.080000,2.699640,1
2302.000000,20.341200,38.052900,43.240000,2.711960,1
2303.000000,20.321600,38.052900,43.240000,2.699640,1
2304.000000,20.321600,38.087100,45.080000,2.699640,1
2305.000000,20.321600,38.052900,45.080000,2.699640,1
2306.000000,20.311800,38.121300,43.240000,2.699640,1
2307.000000,20.311800,38.121300,43.240000,2.711960,1
2308.000000,20.311800,38.052900,43.240000,2.699640,1
2310.000000,20.311800,38.052900,43.240000,2.699640,1
2311.000000,20.302000,38.087100,43.240000,2.699640,1
2313.000000,20.311800,37.984500,43.240000,2.699640,1
2315.000000,20.321600,38.052900,43.240000,2.699640,1
2316.000000,20.321600,37.984500,43.240000,2.699640,1
2317.000000,20.321600,38.155500,45.080000,2.699640,1
2318.000000,20.311800,37.984500,45.080000,2.711960,1
2319.000000,20.321600,37.984500,43.240000,2.699640,1
2320.000000,20.302000,38.087100,45.080000,2.699640,1
2321.000000,20.302000,38.258000,45.080000,2.699640,1
2322.000000,20.302000,38.121300,45.080000,2.699640,1
2323.000000,20.292200,38.121300,45.080000,2.699640,1
2324.000000,20.302000,38.189700,45.080000,2.699640,1
2325.000000,20.302000,38.189700,45.080000,2.699640,1
2326.000000,20.282400,38.258000,45.080000,2.699640,1
2328.000000,20.282400,38.292200,43.240000,2.699640,1
2329.000000,20.282400,38.258000,43.240000,2.687420,1
2331.000000,20.272600,38.258000,43.240000,2.699640,1
2334.000000,20.272600,38.292200,43.240000,2.699640,1
2336.000000,20.282400,38.258000,43.240000,2.699640,1
2337.000000,20.272600,38.326300,43.240000,2.699640,1
2339.000000,20.272600,38.258000,43.240000,2.687420,1
2340.000000,20.272600,38.292200,43.240000,2.699640,1
2342.000000,20.262800,38.155500,43.240000,2.699640,1
2343.000000,20.262800,38.258000,45.080000,2.699640,1
2346.000000,20.243200,38.223900,45.080000,2.699640,1
2347.000000,20.243200,38.223900,45.080000,2.699640,1
2348.000000,20.243200,38.258000,43.240000,2.699640,1
2349.000000,20.243200,38.258000,43.240000,2.699640,1
2352.000000,20.223600,38.326300,45.080000,2.699640,1
2353.000000,20.223600,38.258000,45.080000,2.699640,1
2354.000000,20.223600,38.189700,45.080000,2.699640,1
2355.000000,20.223600,38.258000,45.080000,2.699640,1
2356.000000,20.223600,38.121300,45.080000,2.699640,1
2357.000000,20.223600,38.223900,43.240000,2.699640,1
2359.000000,20.223600,38.258000,45.080000,2.699640,1
2360.000000,20.223600,38.258000,45.080000,2.699640,1
2362.000000,20.194200,38.360500,43.240000,2.699640,1
2363.000000,20.184400,38.394600,43.240000,2.699640,1
2365.000000,20.184400,38.394600,45.080000,2.699640,1
2366.000000,20.184400,38.394600,45.080000,2.699640,1
2367.000000,20.184400,38.394600,43.240000,2.699640,1
2369.000000,20.194200,38.394600,45.080000,2.699640,1
2370.000000,20.174600,38.428700,45.080000,2.699640,1
2371.000000,20.174600,38.462900,45.080000,2.699640,1
2372.000000,20.184400,38.428700,45.080000,2.699640,1
2373.000000,20.194200,38.462900,43.240000,2.699640,1
2374.000000,20.174600,38.497000,43.240000,2.699640,1
2375.000000,20.174600,38.667500,45.080000,2.699640,1
2376.000000,20.164800,38.633400,45.080000,2.699640,1
2377.000000,20.164800,38.667500,45.080000,2.699640,1
2378.000000,20.155000,38.599300,45.080000,2.699640,1
2379.000000,20.155000,38.565200,45.080000,2.699640,1
2380.000000,20.164800,38.531100,45.080000,2.699640,1
2381.000000,20.145200,38.462900,45.080000,2.699640,1
2384.000000,20.145200,38.360500,45.080000,2.699640,1
2385.000000,20.145200,38.394600,45.080000,2.699640,1
2387.000000,20.125600,38.462900,45.080000,2.699640,1
2388.000000,20.096200,38.565200,45.080000,2.699640,1
2389.000000,20.106000,38.531100,45.080000,2.699640,1
2390.000000,20.096200,38.462900,45.080000,2.699640,1
2391.000000,20.096200,38.462900,45.080000,2.699640,1
2392.000000,20.106000,38.531100,45.080000,2.699640,1
2393.000000,20.096200,38.531100,45.080000,2.699640,1
2395.000000,20.096200,38.462900,45.080000,2.699640,1
2396.000000,20.106000,38.497000,45.080000,2.699640,1
2397.000000,20.096200,38.462900,45.080000,2.699640,1
2398.000000,20.106000,38.462900,45.080000,2.699640,1
2399.000000,20.096200,38.428700,45.080000,2.687420,1
2400.000000,20.106000,38.394600,45.080000,2.699640,1
2403.000000,20.086400,38.428700,45.080000,2.699640,1
2408.000000,20.086400,38.531100,45.080000,2.699640,1
2409.000000,20.086400,38.497000,45.080000,2.699640,1
2411.000000,20.086400,38.531100,45.080000,2.699640,1
2412.000000,20.106000,38.531100,45.080000,2.699640,1
2414.000000,20.086400,38.497000,45.080000,2.699640,1
2417.000000,20.086400,38.531100,45.080000,2.699640,1
2418.000000,20.076600,38.531100,45.080000,2.699640,1
2419.000000,20.086400,38.531100,45.080000,2.699640,1
2420.000000,20.076600,38.531100,45.080000,2.699640,1
2423.000000,20.076600,38.462900,45.080000,2.699640,1
2424.000000,20.076600,38.462900,45.080000,2.699640,1
2425.000000,20.076600,38.394600,45.080000,2.699640,1
2426.000000,20.076600,38.394600,45.080000,2.699640,1
2428.000000,20.066800,38.394600,45.080000,2.699640,1
2429.000000,20.066800,38.462900,45.080000,2.699640,1
2430.000000,20.047200,38.462900,45.080000,2.699640,1
2431.000000,20.037400,38.394600,45.080000,2.687420,1
2433.000000,20.037400,38.394600,45.080000,2.699640,1
2440.000000,20.008000,38.360500,45.080000,2.699640,1
2442.000000,19.998200,38.428700,45.080000,2.699640,1
2443.000000,19.988400,38.428700,45.080000,2.699640,1
2446.000000,19.988400,38.394600,45.080000,2.699640,1
2447.000000,19.988400,38.428700,45.080000,2.699640,1
2451.000000,19.988400,38.462900,43.240000,2.699640,1
2452.000000,19.988400,38.531100,43.240000,2.699640,1
2453.000000,19.978600,38.531100,43.240000,2.699640,1
2455.000000,19.978600,38.531100,43.240000,2.699640,1
2459.000000,19.949200,38.667500,43.240000,2.699640,1
2460.000000,19.959000,38.531100,43.240000,2.699640,1
2464.000000,19.949200,38.531100,43.240000,2.699640,1
2466.000000,19.949200,38.531100,43.240000,2.687420,1
2468.000000,19.939400,38.599300,43.240000,2.699640,1
2470.000000,19.919800,38.565200,43.240000,2.699640,1
2471.000000,19.919800,38.565200,43.240000,2.699640,1
2472.000000,19.900200,38.599300,43.240000,2.699640,1
2473.000000,19.910000,38.599300,45.080000,2.699640,1
2474.000000,19.910000,38.531100,43.240000,2.699640,1
2476.000000,19.900200,38.565200,43.240000,2.699640,1
2477.000000,19.910000,38.565200,43.240000,2.699640,1
2478.000000,19.900200,38.531100,43.240000,2.699640,1
2482.000000,19.910000,38.497000,43.240000,2.699640,1
2483.000000,19.890400,38.531100,43.240000,2.699640,1
2487.000000,19.880600,38.531100,43.240000,2.699640,1
2488.000000,19.870800,38.599300,43.240000,2.699640,1
2489.000000,19.870800,38.531100,43.240000,2.699640,1
2490.000000,19.880600,38.531100,43.240000,2.699640,1
2491.000000,19.880600,38.531100,43.240000,2.699640,1
2494.000000,19.861000,38.531100,43.240000,2.699640,1
2499.000000,19.851200,38.735700,43.240000,2.699640,1
2501.000000,19.831600,38.599300,45.080000,2.699640,1
2503.000000,19.812000,38.769800,45.080000,2.699640,1
2504.000000,19.812000,38.667500,43.240000,2.687420,1
2507.000000,19.792400,38.735700,43.240000,2.699640,1
2510.000000,19.802200,38.633400,43.240000,2.699640,1
2511.000000,19.812000,38.667500,43.240000,2.699640,1
