@RELATION STAGGER_Abrupt_Chain_Noise

@ATTRIBUTE size NUMERIC
@ATTRIBUTE color NUMERIC
@ATTRIBUTE shape NUMERIC
@ATTRIBUTE class {0,1}

@DATA
1.000000,0.983973,2.000000,0
0.000000,2.039688,1.000000,1
0.000000,-0.082162,2.000000,0
1.000000,0.004215,0.000000,1
1.000000,1.069221,2.000000,0
1.000000,1.040789,0.000000,1
1.000000,-0.159925,2.000000,0
0.000000,1.107181,1.000000,0
1.000000,2.165071,2.000000,1
2.000000,0.928368,0.000000,1
0.000000,1.874800,0.000000,1
0.000000,2.004346,1.000000,1
0.000000,1.905197,0.000000,1
0.000000,0.961346,2.000000,0
2.000000,0.121716,0.000000,1
0.000000,1.882841,0.000000,1
0.000000,0.010228,2.000000,0
0.000000,0.044306,0.000000,1
0.000000,0.855008,0.000000,1
2.000000,-0.227062,2.000000,0
0.000000,0.851801,2.000000,0
2.000000,1.012266,2.000000,0
2.000000,2.053422,0.000000,1
0.000000,1.944565,2.000000,1
0.000000,1.098544,0.000000,1
0.000000,1.993336,1.000000,1
2.000000,2.212309,2.000000,1
1.000000,0.933106,2.000000,0
0.000000,0.020491,1.000000,0
2.000000,1.147771,1.000000,0
0.000000,2.026648,0.000000,1
0.000000,2.007106,0.000000,1
0.000000,-0.064071,1.000000,0
2.000000,0.936193,2.000000,0
0.000000,1.157758,0.000000,1
1.000000,0.956430,2.000000,0
2.000000,-0.094995,0.000000,1
0.000000,2.121978,2.000000,1
1.000000,-0.001773,2.000000,0
1.000000,-0.310149,2.000000,0
2.000000,0.966271,2.000000,0
0.000000,2.035970,0.000000,1
2.000000,2.163963,0.000000,1
0.000000,1.062685,1.000000,0
0.000000,2.008150,1.000000,1
2.000000,-0.052802,1.000000,0
1.000000,1.894662,0.000000,1
2.000000,0.143109,2.000000,0
1.000000,-0.048419,2.000000,0
0.000000,1.025290,0.000000,1
0.000000,-0.095385,1.000000,0
2.000000,2.055939,0.000000,1
1.000000,-0.099932,2.000000,0
0.000000,-0.047713,2.000000,0
2.000000,0.041145,2.000000,0
1.000000,1.019633,0.000000,1
2.000000,1.769664,0.000000,1
1.000000,1.045935,0.000000,1
0.000000,-0.004797,2.000000,0
2.000000,0.067347,0.000000,1
2.000000,-0.032982,1.000000,0
2.000000,0.099850,0.000000,1
1.000000,1.817349,0.000000,1
0.000000,0.930620,1.000000,0
2.000000,0.974770,0.000000,1
1.000000,1.872537,1.000000,1
1.000000,-0.132114,1.000000,0
2.000000,1.904583,0.000000,1
2.000000,2.117956,1.000000,1
1.000000,-0.159329,1.000000,0
0.000000,2.147916,2.000000,1
0.000000,1.024512,1.000000,0
2.000000,1.959050,0.000000,1
1.000000,0.980230,1.000000,0
0.000000,2.101501,0.000000,1
1.000000,2.034764,2.000000,1
2.000000,0.979356,1.000000,0
2.000000,0.014082,0.000000,1
1.000000,0.153773,1.000000,0
1.000000,-0.113536,0.000000,1
0.000000,1.855359,1.000000,1
0.000000,0.976018,0.000000,1
1.000000,2.060259,2.000000,1
1.000000,2.020968,2.000000,1
1.000000,0.041826,2.000000,0
2.000000,1.070406,2.000000,0
1.000000,-0.023796,1.000000,0
1.000000,0.914253,0.000000,1
2.000000,0.964596,1.000000,0
1.000000,-0.003917,2.000000,0
0.000000,-0.245863,0.000000,1
2.000000,1.198399,0.000000,1
2.000000,0.205860,1.000000,0
0.000000,1.853596,2.000000,1
2.000000,2.101664,0.000000,1
0.000000,0.890028,1.000000,0
2.000000,1.031501,1.000000,0
1.000000,2.052810,1.000000,1
1.000000,-0.076635,2.000000,0
0.000000,2.028213,2.000000,1
0.000000,2.093091,1.000000,1
1.000000,-0.026798,2.000000,0
1.000000,-0.152831,0.000000,1
1.000000,0.055296,0.000000,1
1.000000,-0.096943,0.000000,1
2.000000,0.015028,2.000000,0
1.000000,1.908467,2.000000,1
0.000000,0.907521,1.000000,0
2.000000,1.113691,2.000000,0
0.000000,0.968351,1.000000,0
0.000000,1.906106,2.000000,1
0.000000,2.021355,2.000000,1
1.000000,-0.163375,0.000000,1
2.000000,1.097415,2.000000,0
2.000000,-0.033485,0.000000,1
2.000000,-0.004689,0.000000,1
2.000000,0.120578,1.000000,0
2.000000,1.982568,0.000000,1
0.000000,1.947791,0.000000,1
1.000000,0.982646,0.000000,1
0.000000,0.093017,2.000000,0
2.000000,1.966331,0.000000,1
2.000000,1.174016,0.000000,1
2.000000,1.915424,2.000000,1
0.000000,1.976500,0.000000,1
0.000000,0.956986,1.000000,0
2.000000,1.877853,2.000000,1
2.000000,0.957005,0.000000,1
0.000000,1.057024,0.000000,1
1.000000,0.855731,1.000000,0
1.000000,0.997336,1.000000,0
1.000000,-0.092763,1.000000,0
2.000000,0.053450,1.000000,0
2.000000,0.894361,2.000000,0
2.000000,1.019679,2.000000,0
0.000000,0.019228,1.000000,0
2.000000,0.101248,2.000000,0
2.000000,1.863167,2.000000,1
2.000000,2.009875,1.000000,1
1.000000,0.936476,2.000000,0
1.000000,2.139653,2.000000,1
2.000000,-0.037672,0.000000,1
1.000000,1.098999,1.000000,0
0.000000,1.118071,2.000000,0
2.000000,2.009412,0.000000,1
1.000000,-0.232621,0.000000,1
2.000000,0.861695,2.000000,0
2.000000,2.059780,2.000000,1
0.000000,0.782863,1.000000,0
2.000000,2.018227,0.000000,1
1.000000,2.122108,2.000000,1
0.000000,1.152641,0.000000,1
0.000000,2.075304,1.000000,1
1.000000,0.880139,0.000000,1
1.000000,-0.059315,2.000000,0
1.000000,1.849523,0.000000,1
0.000000,1.009049,1.000000,0
1.000000,1.898463,2.000000,1
2.000000,0.059754,0.000000,1
2.000000,1.086837,1.000000,0
1.000000,2.078953,0.000000,1
2.000000,-0.097259,2.000000,0
2.000000,0.008313,1.000000,0
0.000000,1.803805,1.000000,1
0.000000,0.010985,0.000000,1
1.000000,0.129413,0.000000,1
2.000000,2.017664,0.000000,1
1.000000,1.957110,2.000000,1
2.000000,-0.087152,2.000000,0
0.000000,-0.138517,2.000000,0
1.000000,0.966570,0.000000,1
1.000000,-0.047441,0.000000,1
1.000000,1.969862,0.000000,1
2.000000,1.089582,2.000000,0
2.000000,0.969353,2.000000,0
0.000000,1.022678,1.000000,0
0.000000,1.191010,1.000000,0
1.000000,-0.018901,0.000000,1
