@RELATION STAGGER_Abrupt_Chain_Noise

@ATTRIBUTE size NUMERIC
@ATTRIBUTE color NUMERIC
@ATTRIBUTE shape NUMERIC
@ATTRIBUTE class {0,1}

@DATA
1.000000,-0.032297,1.000000,0
2.000000,-0.113719,2.000000,0
2.000000,2.027705,2.000000,1
0.000000,-0.042368,2.000000,0
2.000000,1.014058,0.000000,1
0.000000,1.146507,2.000000,0
2.000000,2.073212,0.000000,1
1.000000,0.985476,0.000000,1
1.000000,1.759478,1.000000,1
0.000000,0.818999,1.000000,0
0.000000,1.837955,1.000000,1
2.000000,1.956360,2.000000,1
0.000000,1.869945,2.000000,1
2.000000,1.201413,1.000000,0
2.000000,-0.055885,2.000000,0
0.000000,2.129679,2.000000,1
2.000000,0.191852,0.000000,1
0.000000,-0.108273,1.000000,0
1.000000,1.928516,1.000000,1
2.000000,1.011644,0.000000,1
2.000000,0.017162,2.000000,0
0.000000,1.117046,0.000000,1
2.000000,0.981410,1.000000,0
2.000000,2.349017,1.000000,1
0.000000,0.959394,0.000000,1
2.000000,1.974218,0.000000,1
0.000000,0.105641,2.000000,0
1.000000,0.145198,0.000000,1
0.000000,0.099375,1.000000,0
2.000000,1.829396,2.000000,1
1.000000,0.898559,1.000000,0
0.000000,1.286924,2.000000,0
1.000000,2.068047,0.000000,1
0.000000,2.097848,1.000000,1
2.000000,1.907490,0.000000,1
1.000000,0.027983,0.000000,1
1.000000,1.921967,1.000000,1
2.000000,0.026443,2.000000,0
1.000000,1.945848,1.000000,1
2.000000,2.062543,0.000000,1
1.000000,-0.062703,2.000000,0
0.000000,0.937557,1.000000,0
0.000000,2.069987,0.000000,1
2.000000,0.981150,1.000000,0
1.000000,-0.015798,1.000000,0
2.000000,0.067218,2.000000,0
0.000000,0.085172,0.000000,1
0.000000,0.034374,0.000000,1
1.000000,0.042672,0.000000,1
0.000000,2.080968,1.000000,1
2.000000,1.825156,2.000000,1
2.000000,0.998290,0.000000,1
0.000000,1.974258,0.000000,1
1.000000,0.083520,1.000000,0
1.000000,0.052641,0.000000,1
2.000000,1.009095,1.000000,0
0.000000,-0.075446,2.000000,0
1.000000,1.060864,2.000000,0
1.000000,1.002392,2.000000,0
0.000000,1.937875,0.000000,1
1.000000,0.966198,1.000000,0
2.000000,0.111892,2.000000,0
1.000000,0.093102,1.000000,0
1.000000,0.034690,0.000000,1
0.000000,0.090489,0.000000,1
2.000000,2.061617,1.000000,1
0.000000,0.035144,1.000000,0
1.000000,0.812957,1.000000,0
2.000000,-0.087335,2.000000,0
2.000000,-0.091940,1.000000,0
1.000000,2.011581,0.000000,1
1.000000,-0.083256,0.000000,1
2.000000,0.905757,0.000000,1
1.000000,2.023917,0.000000,1
1.000000,1.023930,1.000000,0
1.000000,-0.103701,1.000000,0
2.000000,2.044862,0.000000,1
1.000000,1.046586,2.000000,0
2.000000,0.071322,0.000000,1
1.000000,1.836548,1.000000,1
2.000000,-0.016644,2.000000,0
0.000000,1.962510,2.000000,1
1.000000,1.973689,0.000000,1
2.000000,1.925045,2.000000,1
1.000000,1.048869,1.000000,0
0.000000,-0.053019,0.000000,1
1.000000,-0.155448,0.000000,1
1.000000,2.031598,2.000000,1
0.000000,2.096563,2.000000,1
1.000000,0.121015,1.000000,0
0.000000,1.145148,0.000000,1
2.000000,1.951107,1.000000,1
2.000000,1.030875,2.000000,0
0.000000,-0.074348,0.000000,1
1.000000,1.991343,1.000000,1
2.000000,2.129328,2.000000,1
1.000000,0.974782,1.000000,0
0.000000,1.962231,0.000000,1
1.000000,2.095094,0.000000,1
0.000000,-0.029658,1.000000,0
1.000000,2.016872,2.000000,1
0.000000,-0.006713,0.000000,1
1.000000,0.040184,2.000000,0
1.000000,1.039576,0.000000,1
2.000000,0.975219,1.000000,0
0.000000,0.049234,0.000000,1
0.000000,-0.079292,0.000000,1
1.000000,1.996589,0.000000,1
0.000000,1.742226,2.000000,1
1.000000,-0.071762,2.000000,0
0.000000,0.074584,1.000000,0
1.000000,2.045125,0.000000,1
2.000000,-0.143958,2.000000,0
1.000000,1.040048,1.000000,0
0.000000,-0.106923,1.000000,0
1.000000,2.045719,1.000000,1
1.000000,2.084831,2.000000,1
1.000000,1.119645,2.000000,0
1.000000,2.077666,0.000000,1
2.000000,0.024420,2.000000,0
