@RELATION STAGGER_Abrupt_Chain_Noise

@ATTRIBUTE size NUMERIC
@ATTRIBUTE color NUMERIC
@ATTRIBUTE shape NUMERIC
@ATTRIBUTE class {0,1}

@DATA
1.000000,0.030451,1.000000,1
2.000000,-0.028131,1.000000,1
0.000000,1.992503,0.000000,0
1.000000,2.000748,2.000000,1
2.000000,0.970252,2.000000,1
2.000000,1.997937,0.000000,1
1.000000,2.142523,1.000000,1
2.000000,0.080548,0.000000,1
0.000000,0.996453,2.000000,0
0.000000,2.103781,2.000000,0
2.000000,0.980822,2.000000,1
1.000000,1.966689,2.000000,1
1.000000,1.042263,0.000000,1
2.000000,0.111387,2.000000,1
0.000000,0.129168,2.000000,0
2.000000,0.968131,1.000000,1
0.000000,0.999811,1.000000,0
1.000000,-0.026466,2.000000,1
0.000000,-0.018050,2.000000,0
0.000000,0.875004,0.000000,0
0.000000,-0.019782,1.000000,0
1.000000,1.893560,0.000000,1
1.000000,0.966874,1.000000,1
2.000000,0.921536,1.000000,1
0.000000,1.861861,2.000000,0
2.000000,2.015076,2.000000,1
2.000000,-0.051398,2.000000,1
0.000000,1.067238,0.000000,0
2.000000,2.067631,1.000000,1
1.000000,1.942502,1.000000,1
2.000000,0.935448,1.000000,1
1.000000,-0.078832,0.000000,1
0.000000,2.024218,0.000000,0
1.000000,-0.003529,2.000000,1
0.000000,1.052128,0.000000,0
1.000000,0.953584,1.000000,1
1.000000,2.086405,0.000000,1
1.000000,2.056952,1.000000,1
1.000000,1.013216,1.000000,1
2.000000,0.022260,2.000000,1
1.000000,-0.093488,2.000000,1
0.000000,2.193352,1.000000,0
0.000000,1.089020,0.000000,0
1.000000,-0.019155,1.000000,1
0.000000,1.918773,0.000000,0
0.000000,0.986727,0.000000,0
2.000000,1.074405,2.000000,1
0.000000,0.046791,2.000000,0
2.000000,2.046885,1.000000,1
1.000000,1.055134,2.000000,1
2.000000,1.892873,0.000000,1
1.000000,-0.091528,1.000000,1
1.000000,0.063562,2.000000,1
2.000000,-0.171182,2.000000,1
1.000000,1.797330,2.000000,1
2.000000,2.041234,2.000000,1
1.000000,2.067479,0.000000,1
2.000000,0.068038,2.000000,1
0.000000,0.932692,0.000000,0
2.000000,0.106556,2.000000,1
2.000000,2.105816,1.000000,1
0.000000,0.082982,2.000000,0
0.000000,0.996546,1.000000,0
1.000000,1.010107,2.000000,1
1.000000,-0.195018,2.000000,1
0.000000,-0.174766,0.000000,0
1.000000,0.112843,2.000000,1
0.000000,0.119569,1.000000,0
0.000000,1.963726,2.000000,0
1.000000,1.869256,1.000000,1
1.000000,1.070994,0.000000,1
0.000000,-0.087215,0.000000,0
1.000000,1.011995,0.000000,1
2.000000,2.095686,0.000000,1
1.000000,1.929298,1.000000,1
0.000000,0.102645,1.000000,0
0.000000,0.981683,1.000000,0
2.000000,0.974192,1.000000,1
1.000000,1.822608,1.000000,1
2.000000,0.052900,0.000000,1
0.000000,2.069574,1.000000,0
0.000000,2.085865,2.000000,0
0.000000,1.922330,1.000000,0
1.000000,0.016135,0.000000,1
0.000000,1.051850,2.000000,0
2.000000,1.941359,1.000000,1
2.000000,-0.147276,1.000000,1
0.000000,-0.086539,2.000000,0
1.000000,1.002892,1.000000,1
0.000000,0.101831,2.000000,0
0.000000,1.107977,2.000000,0
1.000000,0.977096,0.000000,1
0.000000,2.017401,0.000000,0
1.000000,1.122641,0.000000,1
2.000000,2.001212,0.000000,1
