@RELATION STAGGER_Abrupt_Chain_Noise

@ATTRIBUTE size NUMERIC
@ATTRIBUTE color NUMERIC
@ATTRIBUTE shape NUMERIC
@ATTRIBUTE class {0,1}

@DATA
1.000000,1.900778,1.000000,0
1.000000,0.029519,2.000000,0
0.000000,1.923768,0.000000,0
1.000000,0.885599,0.000000,0
2.000000,1.040609,0.000000,0
0.000000,1.087810,2.000000,0
0.000000,0.952862,2.000000,0
2.000000,1.004120,2.000000,0
1.000000,0.932974,2.000000,0
0.000000,1.149140,0.000000,0
1.000000,0.936877,2.000000,0
0.000000,2.077637,1.000000,0
2.000000,-0.046880,1.000000,0
1.000000,-0.137650,0.000000,0
2.000000,1.948115,0.000000,0
2.000000,-0.022540,0.000000,0
1.000000,0.020822,1.000000,0
2.000000,2.020481,0.000000,0
2.000000,0.991810,1.000000,0
1.000000,0.033688,1.000000,0
0.000000,0.992955,0.000000,0
2.000000,0.059033,1.000000,0
1.000000,0.940294,1.000000,0
0.000000,1.024272,1.000000,0
2.000000,0.969201,1.000000,0
1.000000,2.060547,2.000000,0
2.000000,0.850490,2.000000,0
1.000000,1.264682,1.000000,0
2.000000,2.014232,0.000000,0
2.000000,0.004059,1.000000,0
2.000000,1.904026,2.000000,0
0.000000,2.006121,2.000000,0
1.000000,1.104046,1.000000,0
2.000000,-0.025097,2.000000,0
2.000000,1.110047,0.000000,0
1.000000,2.147125,2.000000,0
2.000000,1.052939,1.000000,0
0.000000,-0.029948,0.000000,1
2.000000,0.956878,2.000000,0
0.000000,-0.132218,1.000000,1
2.000000,2.199430,2.000000,0
1.000000,1.819390,0.000000,0
1.000000,1.157901,0.000000,0
0.000000,1.938266,2.000000,0
2.000000,0.165717,0.000000,0
0.000000,-0.098180,1.000000,1
2.000000,2.082652,0.000000,0
2.000000,2.154437,1.000000,0
2.000000,0.856807,2.000000,0
2.000000,2.019504,2.000000,0
2.000000,0.057798,0.000000,0
0.000000,0.941205,1.000000,0
2.000000,2.096155,0.000000,0
1.000000,0.870734,0.000000,0
1.000000,1.921483,1.000000,0
2.000000,1.955745,2.000000,0
1.000000,1.835009,1.000000,0
1.000000,1.916480,1.000000,0
0.000000,0.050783,2.000000,1
2.000000,0.852096,1.000000,0
1.000000,0.081520,0.000000,0
0.000000,-0.083785,0.000000,1
2.000000,0.096627,2.000000,0
2.000000,0.108942,0.000000,0
2.000000,0.094638,1.000000,0
2.000000,1.000791,0.000000,0
0.000000,0.040528,1.000000,1
0.000000,0.870662,2.000000,0
2.000000,0.998266,0.000000,0
0.000000,1.955865,1.000000,0
0.000000,-0.032978,1.000000,1
0.000000,0.984234,1.000000,0
2.000000,-0.004059,2.000000,0
0.000000,0.000571,1.000000,1
0.000000,2.097166,0.000000,0
0.000000,1.029208,2.000000,0
2.000000,1.923201,1.000000,0
0.000000,0.058427,2.000000,1
2.000000,0.097588,1.000000,0
2.000000,1.983481,0.000000,0
0.000000,0.962613,1.000000,0
1.000000,0.838444,0.000000,0
0.000000,1.916405,0.000000,0
1.000000,1.024645,0.000000,0
2.000000,-0.061117,2.000000,0
0.000000,0.998672,1.000000,0
2.000000,1.109022,2.000000,0
1.000000,1.918518,0.000000,0
2.000000,0.023765,2.000000,0
0.000000,0.011598,0.000000,1
2.000000,0.931206,0.000000,0
1.000000,0.066891,2.000000,0
1.000000,0.011520,0.000000,0
2.000000,1.089267,2.000000,0
1.000000,-0.037221,1.000000,0
1.000000,2.115727,2.000000,0
1.000000,-0.135461,2.000000,0
2.000000,2.197627,0.000000,0
0.000000,0.984729,0.000000,0
1.000000,2.193604,0.000000,0
2.000000,1.034434,0.000000,0
2.000000,0.911336,0.000000,0
0.000000,0.065712,2.000000,1
1.000000,1.920785,0.000000,0
1.000000,2.013114,1.000000,0
0.000000,1.995375,1.000000,0
1.000000,-0.071764,2.000000,0
0.000000,0.167097,1.000000,1
1.000000,0.047545,0.000000,0
1.000000,0.026527,2.000000,0
0.000000,1.004556,0.000000,0
0.000000,1.973794,2.000000,0
1.000000,0.906654,2.000000,0
2.000000,0.102691,0.000000,0
0.000000,2.135276,0.000000,0
1.000000,0.009795,0.000000,0
0.000000,0.830428,2.000000,0
0.000000,0.134500,1.000000,1
0.000000,0.997460,1.000000,0
2.000000,1.918045,1.000000,0
1.000000,0.867075,2.000000,0
1.000000,-0.013276,2.000000,0
1.000000,0.001518,1.000000,0
2.000000,1.922311,1.000000,0
2.000000,-0.110544,2.000000,0
2.000000,1.934894,2.000000,0
0.000000,2.105914,2.000000,0
2.000000,0.953041,2.000000,0
1.000000,0.022275,2.000000,0
2.000000,2.054355,1.000000,0
2.000000,-0.000810,1.000000,0
0.000000,0.019546,0.000000,1
1.000000,-0.042031,1.000000,0
1.000000,-0.107374,1.000000,0
1.000000,2.098986,0.000000,0
0.000000,0.988233,2.000000,0
1.000000,1.015263,1.000000,0
1.000000,-0.005958,1.000000,0
0.000000,1.999608,2.000000,0
2.000000,0.013957,2.000000,0
1.000000,-0.006815,0.000000,0
