@RELATION Electricity

@ATTRIBUTE date NUMERIC
@ATTRIBUTE day NUMERIC
@ATTRIBUTE period NUMERIC
@ATTRIBUTE nswprice NUMERIC
@ATTRIBUTE nswdemand NUMERIC
@ATTRIBUTE vicprice NUMERIC
@ATTRIBUTE vicdemand NUMERIC
@ATTRIBUTE transfer NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.000885,1.000000,0.851064,0.190165,0.582118,0.003467,0.422915,0.414912,1
0.000885,1.000000,0.872340,0.143539,0.557721,0.003467,0.422915,0.414912,0
0.000885,1.000000,0.893617,0.122703,0.501785,0.003467,0.422915,0.414912,0
0.000885,1.000000,0.914894,0.124835,0.440791,0.003467,0.422915,0.414912,0
0.000885,1.000000,0.936170,0.155878,0.474561,0.003467,0.422915,0.414912,0
0.000885,1.000000,0.957447,0.161283,0.480512,0.003467,0.422915,0.414912,0
0.000885,1.000000,0.978723,0.155878,0.490777,0.003467,0.422915,0.414912,0
0.000885,1.000000,1.000000,0.122703,0.491520,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.000000,0.122703,0.487355,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.021277,0.113306,0.468759,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.042553,0.044134,0.448676,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.063830,0.087366,0.384856,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.085106,0.081122,0.325945,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.106383,0.081122,0.284737,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.127660,0.081122,0.236983,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.148936,0.081122,0.203660,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.170213,0.076438,0.187742,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.191489,0.074877,0.185064,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.212766,0.077999,0.214073,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.234043,0.082112,0.262571,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.255319,0.087426,0.372954,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.276596,0.044134,0.486462,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.297872,0.043833,0.513835,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.319149,0.043983,0.591788,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.340426,0.043983,0.611723,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.361702,0.044134,0.595805,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.382979,0.044254,0.621690,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.404255,0.044254,0.624219,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.425532,0.044254,0.596102,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.446809,0.044134,0.572151,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.468085,0.044134,0.546415,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.489362,0.044134,0.526034,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.510638,0.043983,0.510265,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.531915,0.043983,0.494049,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.553191,0.043983,0.480512,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.574468,0.043833,0.472776,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.595745,0.043833,0.467272,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.617021,0.043833,0.450907,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.638298,0.043683,0.444957,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.659574,0.043833,0.459685,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.680851,0.043983,0.479470,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.702128,0.044134,0.526480,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.723404,0.043983,0.625707,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.744681,0.044254,0.704850,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.765957,0.044134,0.699940,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.787234,0.043983,0.672419,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.808511,0.043983,0.634633,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.829787,0.043833,0.612169,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.851064,0.043983,0.587474,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.872340,0.043833,0.561440,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.893617,0.043833,0.507885,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.914894,0.043683,0.454627,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.936170,0.044134,0.486165,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.957447,0.044134,0.489438,0.003467,0.422915,0.414912,0
0.000929,2.000000,0.978723,0.043983,0.501785,0.003467,0.422915,0.414912,0
0.000929,2.000000,1.000000,0.043983,0.503570,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.000000,0.044134,0.495240,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.021277,0.044134,0.470247,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.042553,0.043983,0.448378,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.063830,0.043983,0.384409,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.085106,0.043983,0.331895,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.106383,0.043833,0.290241,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.127660,0.043833,0.245463,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.148936,0.043833,0.206932,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.170213,0.077999,0.190568,0.003467,0.422915,0.414912,1
0.000973,3.000000,0.191489,0.082383,0.190420,0.003467,0.422915,0.414912,1
0.000973,3.000000,0.212766,0.082383,0.217346,0.003467,0.422915,0.414912,1
0.000973,3.000000,0.234043,0.082383,0.270306,0.003467,0.422915,0.414912,1
0.000973,3.000000,0.255319,0.091990,0.379203,0.003467,0.422915,0.414912,1
0.000973,3.000000,0.276596,0.099135,0.497025,0.003467,0.422915,0.414912,1
0.000973,3.000000,0.297872,0.044134,0.526480,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.319149,0.089798,0.595805,0.003467,0.422915,0.414912,1
0.000973,3.000000,0.340426,0.044134,0.608152,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.361702,0.043983,0.585986,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.382979,0.044134,0.605326,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.404255,0.044254,0.604582,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.425532,0.044134,0.575424,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.446809,0.043983,0.550431,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.468085,0.043983,0.524844,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.489362,0.043983,0.508926,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.510638,0.043983,0.494793,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.531915,0.043983,0.479173,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.553191,0.043983,0.473073,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.574468,0.043983,0.464445,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.595745,0.043833,0.451354,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.617021,0.043833,0.438709,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.638298,0.043833,0.435436,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.659574,0.043833,0.447040,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.680851,0.043983,0.467272,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.702128,0.044134,0.521422,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.723404,0.067852,0.612615,0.003467,0.422915,0.414912,1
0.000973,3.000000,0.744681,0.044254,0.692800,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.765957,0.044254,0.687295,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.787234,0.044134,0.656352,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.808511,0.043983,0.626450,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.829787,0.043983,0.597888,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.851064,0.044134,0.580184,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.872340,0.044134,0.556233,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.893617,0.043983,0.502231,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.914894,0.043833,0.455370,0.003467,0.422915,0.414912,0
0.000973,3.000000,0.936170,0.102648,0.491372,0.003467,0.422915,0.414912,1
