@RELATION Electricity

@ATTRIBUTE date NUMERIC
@ATTRIBUTE day NUMERIC
@ATTRIBUTE period NUMERIC
@ATTRIBUTE nswprice NUMERIC
@ATTRIBUTE nswdemand NUMERIC
@ATTRIBUTE vicprice NUMERIC
@ATTRIBUTE vicdemand NUMERIC
@ATTRIBUTE transfer NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.008893,1.000000,0.510638,0.090579,0.613508,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.531915,0.105650,0.600565,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.553191,0.090579,0.589557,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.574468,0.120151,0.582862,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.595745,0.105650,0.561738,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.617021,0.120151,0.554002,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.638298,0.120151,0.546712,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.659574,0.125796,0.567837,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.680851,0.129398,0.601904,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.702128,0.148913,0.666320,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.723404,0.134682,0.754686,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.744681,0.132521,0.839036,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.765957,0.120151,0.836209,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.787234,0.090579,0.808837,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.808511,0.090579,0.767926,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.829787,0.075117,0.738619,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.851064,0.120151,0.707081,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.872340,0.075117,0.679560,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.893617,0.090579,0.633442,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.914894,0.041882,0.572151,0.003467,0.422915,0.414912,0
0.008893,1.000000,0.936170,0.120151,0.610235,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.957447,0.099616,0.608599,0.003467,0.422915,0.414912,1
0.008893,1.000000,0.978723,0.120151,0.592681,0.003467,0.422915,0.414912,1
0.008893,1.000000,1.000000,0.099616,0.570812,0.003467,0.422915,0.414912,1
0.008938,2.000000,0.000000,0.091089,0.562333,0.003467,0.422915,0.414912,1
0.008938,2.000000,0.021277,0.099616,0.536447,0.003467,0.422915,0.414912,1
0.008938,2.000000,0.042553,0.080911,0.506843,0.003467,0.422915,0.414912,1
0.008938,2.000000,0.063830,0.041732,0.445552,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.085106,0.077609,0.387385,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.106383,0.075958,0.335912,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.127660,0.075958,0.292026,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.148936,0.074817,0.256174,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.170213,0.075958,0.239958,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.191489,0.075958,0.232520,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.212766,0.077909,0.258852,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.234043,0.078690,0.309283,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.255319,0.090369,0.407617,0.003467,0.422915,0.414912,1
0.008938,2.000000,0.276596,0.043833,0.508033,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.297872,0.070313,0.538530,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.319149,0.090369,0.626599,0.003467,0.422915,0.414912,1
0.008938,2.000000,0.340426,0.074967,0.681642,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.361702,0.073616,0.703213,0.003467,0.422915,0.414912,0
0.008938,2.000000,0.382979,0.090369,0.729842,0.003467,0.422915,0.414912,1
