@RELATION Electricity

@ATTRIBUTE date NUMERIC
@ATTRIBUTE day NUMERIC
@ATTRIBUTE period NUMERIC
@ATTRIBUTE nswprice NUMERIC
@ATTRIBUTE nswdemand NUMERIC
@ATTRIBUTE vicprice NUMERIC
@ATTRIBUTE vicdemand NUMERIC
@ATTRIBUTE transfer NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.009823,1.000000,0.340426,0.042242,0.613954,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.361702,0.041582,0.597888,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.382979,0.041732,0.633145,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.404255,0.041732,0.640137,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.425532,0.041582,0.616781,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.446809,0.041732,0.591491,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.468085,0.041732,0.570068,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.489362,0.041732,0.563076,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.510638,0.042092,0.548349,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.531915,0.044824,0.538530,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.553191,0.044824,0.534662,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.574468,0.044824,0.526629,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.595745,0.044824,0.511752,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.617021,0.044824,0.494347,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.638298,0.044824,0.484528,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.659574,0.044824,0.492711,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.680851,0.045154,0.505802,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.702128,0.044824,0.534960,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.723404,0.041732,0.603541,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.744681,0.042062,0.717941,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.765957,0.042062,0.734008,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.787234,0.041732,0.720321,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.808511,0.041732,0.681345,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.829787,0.041582,0.659923,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.851064,0.044824,0.639988,0.003467,0.422915,0.414912,1
0.009823,1.000000,0.872340,0.041732,0.615144,0.003467,0.422915,0.414912,0
0.009823,1.000000,0.893617,0.071905,0.569473,0.003467,0.422915,0.414912,1
0.009823,1.000000,0.914894,0.045154,0.515323,0.003467,0.422915,0.414912,1
0.009823,1.000000,0.936170,0.094332,0.544927,0.003467,0.422915,0.414912,1
0.009823,1.000000,0.957447,0.088777,0.546564,0.003467,0.422915,0.414912,1
0.009823,1.000000,0.978723,0.094332,0.556084,0.003467,0.422915,0.414912,1
0.009823,1.000000,1.000000,0.088777,0.546266,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.000000,0.094332,0.542696,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.021277,0.088777,0.515472,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.042553,0.088777,0.496281,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.063830,0.075267,0.434841,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.085106,0.071454,0.373698,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.106383,0.056173,0.325498,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.127660,0.044824,0.276555,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.148936,0.044824,0.234305,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.170213,0.047286,0.212139,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.191489,0.047286,0.211395,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.212766,0.047286,0.237429,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.234043,0.071454,0.285778,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.255319,0.071454,0.402856,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.276596,0.082863,0.526331,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.297872,0.075267,0.553704,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.319149,0.075267,0.632699,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.340426,0.060526,0.652633,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.361702,0.048006,0.644749,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.382979,0.082863,0.669444,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.404255,0.075267,0.665427,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.425532,0.082863,0.639839,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.446809,0.075267,0.603094,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.468085,0.078870,0.590896,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.489362,0.071454,0.579143,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.510638,0.078870,0.560845,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.531915,0.075267,0.547902,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.553191,0.075267,0.538828,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.574468,0.048006,0.525141,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.595745,0.047286,0.509075,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.617021,0.047286,0.499702,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.638298,0.048006,0.490925,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.659574,0.075267,0.499405,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.680851,0.076318,0.519042,0.003467,0.422915,0.414912,1
0.009867,2.000000,0.702128,0.047286,0.557572,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.723404,0.047286,0.631062,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.744681,0.042062,0.746950,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.765957,0.047286,0.765695,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.787234,0.041732,0.751860,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.808511,0.041732,0.717792,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.829787,0.041732,0.684766,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.851064,0.047286,0.669295,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.872340,0.047286,0.637905,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.893617,0.047286,0.596102,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.914894,0.041732,0.532728,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.936170,0.047286,0.558316,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.957447,0.047286,0.557423,0.003467,0.422915,0.414912,0
0.009867,2.000000,0.978723,0.071454,0.566201,0.003467,0.422915,0.414912,1
0.009867,2.000000,1.000000,0.048006,0.554894,0.003467,0.422915,0.414912,0
0.009911,3.000000,0.000000,0.048006,0.550431,0.003467,0.422915,0.414912,0
0.009911,3.000000,0.021277,0.071454,0.531836,0.003467,0.422915,0.414912,1
0.009911,3.000000,0.042553,0.071454,0.511306,0.003467,0.422915,0.414912,1
0.009911,3.000000,0.063830,0.047286,0.446147,0.003467,0.422915,0.414912,0
0.009911,3.000000,0.085106,0.063798,0.387682,0.003467,0.422915,0.414912,1
0.009911,3.000000,0.106383,0.047286,0.337697,0.003467,0.422915,0.414912,0
