@RELATION RBF_Abrupt_Severe

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.387022,0.990718,0.241883,0.705810,0.753858,0.419585,0.664714,0.598111,0.986175,0.085545,0
0.402619,1.387933,0.598539,-0.191700,-0.234309,0.523693,0.486558,0.311390,0.546417,0.300704,1
0.703558,0.988546,0.153771,0.954871,0.123656,0.928045,0.239964,0.241675,0.501245,0.936492,1
0.394883,0.992439,0.500960,0.323609,0.863707,0.074962,0.503986,0.443798,0.310760,0.870305,0
0.788788,0.984165,0.709247,0.931021,0.473333,0.850967,0.899391,0.336236,0.840246,0.511880,1
1.223247,1.184692,0.600310,1.031771,0.127838,1.096653,0.892023,-0.063732,0.818073,0.093567,1
0.719401,1.303205,0.077295,0.493563,-0.360043,0.700018,0.928752,0.497206,-0.165064,0.908847,0
0.799261,0.129107,0.736019,1.209582,0.502632,1.115629,0.793431,0.320836,0.411276,-0.271988,1
0.903000,1.012631,1.014807,0.747066,0.772307,0.315288,0.893930,0.231493,0.197866,0.939487,0
0.482142,1.315190,0.834023,0.531966,0.262708,-0.023729,0.496971,-0.129605,0.456391,0.776210,0
0.725807,0.577962,0.720899,0.594402,0.389598,0.568021,0.202590,1.055336,0.741672,0.501181,0
0.154027,0.190092,0.679531,0.097170,0.565366,0.807265,0.715026,0.541806,-0.099279,0.008424,1
0.839829,-0.072122,0.727536,0.262387,0.563956,0.589322,0.495604,0.230732,0.638952,0.577671,0
0.337971,0.562841,0.295811,0.139594,0.865304,0.209138,0.863607,0.647291,0.883196,0.720871,1
0.812855,0.502735,0.044089,0.248773,0.386200,0.083326,0.433809,0.699339,0.190349,0.686841,0
0.107765,0.138160,0.654234,-0.005913,0.533851,0.066894,0.819773,0.146066,0.308687,0.790333,0
0.751563,0.925744,-0.023942,-0.173156,1.097606,-0.046267,-0.018285,0.673753,0.896675,0.552330,0
0.404891,0.721518,0.317418,0.465573,0.225164,0.778993,0.187183,1.049244,0.550880,0.344203,0
0.715592,0.989296,0.709286,0.912740,0.472205,0.804903,0.927838,0.395749,0.894158,0.496093,1
1.416515,0.740559,0.752057,0.022761,1.019718,0.202233,1.181046,-0.282868,1.092514,-0.160561,1
-0.254768,0.335577,1.287583,0.751755,0.289452,0.326695,0.556639,0.000869,0.135576,-0.466205,1
0.865856,0.939099,0.746410,1.079598,0.539539,0.895021,0.885768,0.454860,0.930239,0.555494,1
0.670472,0.283749,0.047436,1.001871,0.881760,0.924365,0.406186,0.569831,0.774162,0.339638,1
0.188657,0.488613,0.862262,0.407374,0.658284,0.350055,0.687257,0.325161,0.239210,-0.016522,1
0.827090,0.634273,0.087655,1.016670,0.166643,0.510871,0.085047,1.057361,0.167928,0.629430,1
