@RELATION RBF_Abrupt_Severe

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.446729,0.301867,0.789098,0.235371,0.029256,0.182076,0.321949,0.866693,0.978216,0.273577,1
0.819738,0.256766,0.932106,0.736127,0.856412,0.755520,0.194072,0.743441,0.187458,0.950696,1
0.587105,0.477894,0.533661,0.422555,0.741233,0.333779,0.704830,0.271644,0.255893,0.125441,0
0.620585,0.858082,0.512618,0.186511,0.379601,0.163071,0.951100,0.916981,0.907820,0.593694,1
0.553404,1.085519,0.526385,-0.043551,0.097135,0.891757,-0.029291,0.076662,0.087966,1.108418,0
0.624629,0.846980,0.895091,0.957616,0.793041,0.209847,0.798972,0.638958,0.494493,0.576299,0
1.223537,0.785500,0.580252,1.374521,0.817921,0.572518,0.795217,-0.309451,0.873737,0.048287,0
0.427572,0.617586,0.215192,0.686677,0.045981,0.950414,0.514508,0.701109,0.701879,0.655087,1
0.369596,1.159689,0.647669,0.747841,0.739961,0.618231,-0.219842,0.438483,0.631982,0.430376,1
0.568208,0.724881,0.694090,0.411862,0.461326,0.288298,0.859777,0.749603,0.167774,0.420934,1
0.816633,0.125954,0.258557,0.276189,0.442483,0.320232,0.918636,0.317943,1.007386,0.461201,0
0.891005,0.981543,0.644671,0.952518,0.948290,0.088643,0.877827,0.523637,0.310815,0.772987,0
0.618854,0.173384,0.951358,0.119107,0.089791,0.271573,0.457489,0.655669,1.156074,0.119854,1
0.853989,0.505915,0.638292,0.006560,0.295741,0.317844,0.038771,0.169433,0.122859,0.228349,1
