@RELATION RBF_Abrupt_Severe

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.944721,0.668865,0.760823,0.046953,0.985340,0.448940,0.672335,0.422837,0.721029,0.469175,0
0.010904,1.257666,1.181637,1.114937,0.335041,0.269467,0.570278,0.549283,0.321097,0.970292,0
0.678236,0.607213,0.435686,0.203934,0.476003,0.440218,0.388294,0.389202,0.370748,1.149097,0
-0.082320,0.872427,1.060615,0.173230,-0.197188,0.273093,0.843788,0.514544,0.907517,0.971943,0
0.717507,0.966892,0.288300,0.752060,0.564979,0.511671,0.461505,0.716840,0.229510,0.838829,0
0.866549,0.114809,0.558802,0.633726,-0.046873,0.764981,0.926456,0.204366,0.309131,0.558680,0
0.504497,0.392570,0.706433,0.831230,0.676225,0.792723,0.961182,1.000145,0.488736,0.912169,0
0.635780,0.364838,0.953630,0.378445,0.294031,0.718521,0.676037,0.272000,0.360853,1.086970,1
0.545627,0.717778,0.684922,0.431308,0.463090,0.271607,0.883739,0.753688,0.159598,0.428256,1
0.247538,0.060665,0.213139,0.482402,0.853476,0.115864,0.398508,0.581929,0.200520,0.715412,1
0.437097,0.022962,0.816633,0.341096,0.544413,1.006849,0.110729,0.527444,0.358171,0.806228,1
0.205750,0.003702,0.226714,0.484997,0.877287,0.088472,0.395205,0.617440,0.204480,0.716975,1
0.497909,-0.130847,0.253947,0.217841,0.614197,0.565470,0.905902,0.023318,0.520477,0.124147,0
1.127552,0.226677,0.698217,0.626711,-0.114759,0.481747,-0.024602,0.931599,0.343764,0.378935,1
0.282868,0.724452,0.698386,1.169683,-0.175863,0.530903,0.491755,-0.078900,0.867822,0.326960,0
1.016229,0.972480,0.449911,0.261898,0.315726,0.675731,0.245727,0.211383,0.121417,1.178491,0
0.200266,0.479284,0.574266,-0.290206,0.938038,-0.209827,0.282160,0.092405,0.054010,0.722015,1
0.244654,0.924912,0.449978,0.861293,0.540951,0.045440,1.002142,0.831775,0.961262,0.933563,0
0.879210,0.068052,0.647611,0.643322,-0.031533,0.842971,0.876191,0.179094,0.121498,0.588865,0
0.192177,-0.151514,0.343073,0.429605,1.036186,0.064671,0.468863,0.820590,0.102715,0.745810,1
0.205294,0.396470,0.068374,0.378002,0.972676,0.274044,0.795056,0.464355,0.422377,0.952665,1
0.736751,0.331882,0.931390,0.802121,0.863892,0.810623,0.267456,0.787450,0.108574,0.872503,1
0.873460,0.051210,0.633234,0.612061,0.030639,0.704717,0.830970,0.088132,0.164306,0.547240,0
0.626056,0.841143,0.507871,0.198867,0.373607,0.162172,0.953447,0.922453,0.918211,0.598560,1
-0.245416,0.650846,0.540441,0.463831,0.077914,0.435775,0.282707,0.132118,0.254670,0.637965,1
0.994138,0.703886,0.236638,0.727836,0.234421,0.619995,0.707740,0.543054,0.963186,0.775503,1
0.993184,0.467168,0.776183,0.219164,1.010264,0.348416,0.688125,0.205658,0.523379,0.413289,0
0.827425,1.526057,0.600236,0.346793,0.351563,0.539075,1.032129,0.072944,0.359326,-0.396340,0
0.557767,0.404086,0.703800,0.330967,-0.067824,0.214177,0.365795,0.918750,1.047429,0.296670,1
-0.111980,0.605251,0.652358,0.073193,0.603947,0.039193,0.545495,0.625794,0.507294,0.199660,1
0.223095,0.147589,0.065778,0.019740,0.530385,0.301508,0.241708,0.127532,0.656643,0.248578,0
0.275985,0.376841,0.228504,0.238563,0.361340,0.379557,0.429925,-0.017027,0.812204,0.311185,0
0.534919,0.672631,0.888950,0.634616,0.621406,0.398699,0.767499,0.522463,-0.017671,1.002978,0
0.238749,-0.051172,-0.129273,0.743180,0.655148,1.065241,0.675879,0.577280,0.882218,0.687453,1
0.519460,1.196763,0.339761,1.111476,0.908435,0.623465,0.663824,0.399373,0.690698,0.504326,0
0.490562,0.396795,0.632158,0.782927,0.736313,0.804909,0.950769,0.950174,0.553120,0.903959,0
0.589523,0.748999,0.192622,0.501505,-0.176668,0.901624,0.486003,0.553599,0.576232,0.604416,1
0.940496,1.460751,1.028175,1.169805,0.998399,0.504938,1.431405,0.423681,0.043061,1.685786,0
0.016394,0.855981,0.333384,0.770943,0.475309,-0.229884,0.529441,0.439431,0.966696,0.252630,1
0.839746,0.591784,0.681219,0.034893,0.212425,0.291572,0.099227,0.239580,0.123911,0.250584,1
0.789863,0.263233,0.909623,0.832070,0.926154,0.782715,0.260229,0.789740,0.071467,0.938835,1
0.320532,0.088802,0.111331,0.859885,0.590229,0.818923,0.715485,0.550578,0.987060,0.368073,1
0.460464,0.196108,0.808906,0.886028,0.177381,0.614539,0.811435,0.101166,0.798919,0.926724,0
0.839956,0.201241,0.403818,0.388888,0.341234,0.178688,0.877313,0.100548,0.778184,0.378326,0
0.758676,0.224676,-0.025968,0.248579,0.277979,0.273471,0.911698,0.836711,0.289852,0.590274,1
0.626911,0.837271,0.512891,0.193195,0.366070,0.160969,0.946123,0.923397,0.909705,0.597876,1
0.575918,0.909719,0.373513,0.945751,0.199488,0.591568,0.831538,0.238508,0.695251,0.300323,0
0.654724,0.089566,-0.056922,0.261972,0.323735,0.165038,1.063243,0.948729,0.180043,0.581718,1
0.649039,0.717985,0.532211,0.374769,0.325364,0.198544,0.679869,0.183730,0.433546,0.363129,1
0.756302,0.311439,0.922357,0.800221,0.840792,0.804117,0.265589,0.794209,0.098149,0.869454,1
0.900134,0.845139,0.319879,0.043914,0.896956,0.964361,0.060419,0.473016,0.045272,0.770697,0
0.213476,0.456026,0.068840,0.401613,1.016268,0.206020,0.768653,0.490793,0.480554,0.935426,1
0.565789,0.734558,0.680278,0.483432,0.423087,0.262452,0.890789,0.730261,0.178915,0.423614,1
0.522857,0.229445,0.618283,0.615962,0.049639,0.554223,0.812610,0.205517,0.752102,0.897846,0
0.129830,-0.114762,0.070105,0.623952,0.819675,0.928352,0.908382,0.712647,1.139928,0.571024,1
0.818767,0.158329,0.320983,0.299469,0.353890,0.379598,1.089339,0.543878,1.102066,0.692182,0
0.760772,0.280930,0.965869,0.802750,0.950175,0.863997,0.275297,0.874193,0.089217,0.843884,1
0.990708,0.448671,0.579589,-0.245852,0.979219,0.507972,0.861359,0.616635,0.694150,0.819324,0
0.871470,0.829705,0.313493,0.068395,0.867863,0.953698,0.087636,0.494223,0.074378,0.770551,0
0.077376,0.602064,0.755090,0.088072,0.725651,-0.138671,0.393854,0.504333,0.354471,0.413829,1
0.251074,0.916105,0.435083,0.858185,0.549084,0.046074,1.004135,0.829835,0.974524,0.922201,0
0.052730,0.480372,0.456665,0.257617,-0.168106,0.133269,0.464264,0.689112,1.004134,0.058048,1
1.013205,0.043535,0.690961,0.779932,-0.274542,-0.049212,0.275275,0.895639,0.207944,0.050171,1
0.472156,0.306479,0.803078,0.236050,0.026908,0.182770,0.339302,0.862074,0.969213,0.286257,1
0.627913,0.862609,0.497882,0.214741,0.392272,0.164597,0.960950,0.933719,0.932583,0.606217,1
0.418331,0.697561,0.595970,-0.377715,-0.086645,0.349860,0.387441,0.580166,0.981366,0.652916,1
0.649503,0.403135,0.470054,0.083834,1.005385,0.736800,0.618336,0.287169,0.726194,0.433596,0
0.888495,0.516654,0.681479,0.243145,0.827181,0.571126,0.557683,0.372723,0.814797,0.658699,0
