@relation SINE_Gradual_Recurring

@attribute attr0 numeric
@attribute attr1 numeric
@attribute class {0,1}

@data
0.1516688956542514,0.3808604695247084,1
0.1646422937576326,0.3547043833117047,1
0.6517785426509216,0.969622991056092,1
0.8879145771797294,0.4406613207670977,0
0.1295003103972235,0.2496129370135684,1
0.4060851913833888,0.520232638629614,1
0.9005246101302523,0.7233777244947036,0
0.2918264495351186,0.0253550400715975,0
0.0683335060245577,0.145481916727508,1
0.9030319303128695,0.8205852428509244,0
0.5785688900045576,0.7524056936032861,1
0.7433370838241559,0.4981682590908087,0
0.2057727692666568,0.7755628182007694,1
0.3476099906096255,0.2103430061095303,0
0.0501229738667412,0.6898119823514725,1
0.0731915098041136,0.9265994408939506,1
0.8738043047192917,0.3564268677954555,0
0.705090039051265,0.8059099707505409,1
0.64057460733675,0.5136084848325817,0
0.2049556121522581,0.1947379527976757,0
0.4129931227433863,0.7884805691179799,1
0.4984468615340099,0.6412054267518039,1
0.0533281930546082,0.2245334366935135,1
0.4563396225774103,0.8835034633116291,1
0.1734512193256427,0.8679774891823245,1
0.3168326675223416,0.67084859979658,1
0.7019345678180594,0.0221985227580627,0
0.1009050321604495,0.6403842217854879,1
0.4143827717839865,0.1095551418699392,0
0.9821656474249074,0.5226423612840244,0
0.9446198951172616,0.9491908140396538,0
0.7180410820058183,0.8731348859672773,1
0.9674219085970048,0.051769445792953,0
0.4591177774055253,0.4288029709792741,0
0.5461410363548675,0.2891708178440915,0
0.9247497029134492,0.5179209301644614,0
0.8314023440019952,0.7122063049258378,0
0.88423158442484,0.8804150746066675,0
0.2361645536040021,0.978160212041988,1
0.9403274202071176,0.6424961270200005,0
0.343477000804315,0.4792296781030716,1
0.118782164807059,0.4004920454610213,1
0.548452135759306,0.8679704296756039,1
0.5638110688154772,0.7439194517245595,1
0.4724102003668384,0.6757276999175043,1
0.5419437775260239,0.7304244553214987,1
0.4561119327749907,0.2414724203163712,0
0.1510166155649055,0.7904282538822075,1
0.5281679875663324,0.6894290400074633,1
0.2031243809146596,0.6204583877441842,1
0.7934595961572304,0.3210402627562733,0
0.979581786680843,0.0957551971113712,0
0.0260986894396003,0.3104012604123159,1
0.1224306176808402,0.7413890052177023,1
0.8380624516948455,0.8109870386861936,0
0.9376124382233648,0.6322766463463245,0
0.7078570924269431,0.3451057958041984,0
0.9535348127272362,0.9900037294362142,0
0.5022265601338818,0.2518457045557206,0
0.0084189726197976,0.1600957703657596,1
0.4036667462395982,0.4046616076160183,0
0.8707071935595212,0.6820548278592341,0
0.0479512067309555,0.9507550553623016,1
0.9072642364374816,0.8814372731224337,0
0.7068265025327672,0.3442059623744462,0
0.0420629910775376,0.4257754003929982,1
0.1804832958918109,0.3919404096114762,1
0.279522241322836,0.7750423286700108,1
0.0931281290930272,0.5424846171001895,1
0.575072716077212,0.723907371352365,1
0.8515577560411669,0.5715634582572875,0
0.672687279816476,0.4355492370084961,0
0.9737457568948742,0.7665069377209691,0
0.7206530371484063,0.207383099904317,0
0.1291422131918785,0.4548647404418993,1
0.2917061754722894,0.5682870449079287,1
0.8977387497333837,0.7344832910704303,0
0.4878949620064624,0.1091190022154918,0
0.2500685348419016,0.3441472940999455,1
0.7534248009220055,0.9401557848309084,1
0.7772310962934532,0.4757743032847505,0
0.1808155349596276,0.5302773523639962,1
0.7783335659445352,0.4888792636448654,0
0.2412145963889915,0.7423731008463591,1
0.0311706742948155,0.6230492492062661,1
0.633714909386116,0.791917624090982,1
0.6564668234694281,0.6034895649203961,0
0.3772966814055174,0.3022158703513896,0
0.5065249509992551,0.2295808623213723,0
0.6124118555162139,0.8611461741120949,1
0.83142511680114,0.4316614416310999,0
0.2337039077434913,0.5715531295318499,1
0.4114734254094994,0.9561788256907596,1
0.0538238966375713,0.6931789602592963,1
0.4888066494390936,0.5967835374568394,1
0.841060161720588,0.4588140847368224,0
0.0410365826120683,0.820639331679497,1
0.0659941553834339,0.9593019509262596,1
0.7883528902948393,0.4806173634071681,0
0.3685315280917973,0.0334219168217659,0
0.2679179329037512,0.7923608491776667,1
0.6272598357261874,0.5427208750116568,0
