@RELATION SEA_Abrupt_Simple

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
2.030235,7.229192,1.936650,1
9.509602,4.248829,1.177896,1
2.090861,9.616389,5.333701,1
5.105540,0.825064,7.552199,0
4.747942,7.323415,9.007387,1
6.473555,6.398259,2.832487,1
9.305230,9.576387,2.830249,1
2.262079,6.270115,3.369086,1
5.214016,8.537008,7.561929,1
7.031551,0.873932,3.228467,0
0.765498,9.210611,6.045314,1
3.902443,4.767739,6.303620,1
2.903494,8.266265,3.917451,1
2.952127,6.264993,5.809859,1
6.373219,1.137461,3.657858,0
7.863298,8.829784,2.343862,1
4.680624,1.681243,8.427066,0
8.913953,3.265496,0.945606,1
1.006897,8.973827,0.480151,1
6.121648,6.767751,7.001025,1
2.603091,0.502145,9.907226,0
2.851117,4.908117,5.231484,0
5.699449,8.718383,4.040295,1
8.966535,3.449555,2.378377,1
4.826589,8.213180,6.356637,1
2.115447,4.527845,9.302376,0
2.112194,5.752121,3.499218,0
2.381817,5.010602,0.068211,0
8.699766,0.549250,9.815052,1
1.907022,1.986841,8.659171,0
9.603974,6.694486,5.033900,1
7.348069,8.798213,0.721184,1
1.114007,8.358497,5.792902,1
6.520948,2.278998,6.153010,1
3.786371,4.583214,1.051038,1
2.173980,7.278327,0.533674,1
9.904128,8.486280,3.321001,1
0.310731,8.708791,5.728457,1
9.179206,8.808351,9.680518,1
7.555397,1.354607,2.355511,1
4.658875,0.337256,2.298642,0
7.987392,0.720470,5.228158,1
8.434987,3.863489,0.054830,1
8.651145,1.671398,9.893267,1
6.064893,5.813064,3.193720,1
5.436472,0.341711,8.536360,0
9.254191,3.809270,8.248827,1
9.555883,5.430837,0.222468,1
1.328011,5.271294,3.748420,0
4.746957,1.331543,2.568591,0
6.500864,9.517644,8.769069,1
1.586920,9.764976,6.995252,1
2.143316,6.805728,2.975785,1
3.034615,1.778317,2.416247,0
5.936929,2.851573,4.538207,1
4.371219,5.168110,6.404005,1
7.856327,3.238646,1.186454,1
1.693437,6.181051,6.450514,0
9.848333,6.562535,0.105997,1
0.252112,9.911034,8.117472,1
4.619032,6.382282,2.770837,1
6.447273,6.568390,0.688485,1
9.866738,1.777056,0.480019,1
5.916761,3.944417,7.976676,1
4.982665,7.634585,3.437431,1
8.765591,9.987088,7.410637,1
5.433975,1.586955,8.960877,0
3.641578,1.445160,7.469958,0
7.259601,6.748726,0.204370,1
7.315578,6.714329,1.811491,1
0.433357,7.215547,3.621074,0
4.532357,7.242097,1.268983,1
3.529143,0.743498,7.955984,0
7.128440,8.167049,0.493903,1
6.208608,7.456204,0.539484,1
4.930795,1.020237,9.458310,0
6.073643,6.612093,4.945804,1
8.645066,3.686377,9.902542,1
1.930581,6.769850,7.253925,1
3.327228,6.915530,2.764434,1
0.410338,0.730952,8.102198,0
9.220330,9.587323,6.694159,1
4.341062,6.862716,9.121593,1
6.614470,3.584444,1.059418,1
8.085085,9.623840,4.400567,1
2.553304,4.713247,3.785478,0
1.433681,7.492387,5.287095,1
0.312371,6.185828,8.644459,0
9.741919,3.001290,7.557564,1
0.243515,3.417213,6.828215,0
0.012720,3.804649,3.245223,0
0.514300,4.117739,1.860205,0
6.807278,8.678365,1.533160,1
9.054406,4.149702,6.849266,1
2.744192,6.240925,4.890009,1
0.769358,3.355581,4.312033,0
9.510048,0.716517,5.324921,1
2.311749,8.269566,4.004375,1
5.612825,7.730509,4.749848,1
3.191071,4.812190,2.323815,1
3.980066,4.891670,8.374694,1
4.981515,2.950757,6.519766,0
8.165544,5.882435,2.242694,1
1.963562,5.530290,6.271634,0
6.274141,1.288202,2.926504,0
8.334943,1.216921,5.101404,1
2.217555,5.145196,0.199533,0
6.626751,0.137352,4.310925,0
1.408682,0.438062,0.083695,0
6.251301,1.812167,5.926434,1
6.200457,8.833418,8.591386,1
2.024431,6.510425,9.021737,1
7.291279,5.527863,0.828751,1
3.104414,0.660342,3.405049,0
6.852935,9.329535,5.300960,1
3.410328,5.110817,8.245106,1
0.220658,7.136916,5.760932,0
7.436481,3.082336,7.122753,1
5.717028,1.266851,0.523602,0
4.207859,7.745830,6.574329,1
6.472164,3.050683,3.065598,1
3.817842,4.027482,1.593369,0
4.755305,0.685702,7.306486,0
6.501786,7.403307,0.113854,1
5.897723,5.267020,5.979501,1
1.891920,9.481402,3.481402,1
2.369111,8.480128,5.094294,1
6.962571,4.107993,3.821126,1
6.103751,7.153059,2.993584,1
9.849640,7.193641,4.343009,1
0.555424,9.249903,6.636970,1
7.112850,3.124311,4.500056,1
6.749380,1.000876,7.809512,0
6.046767,5.122013,2.884692,1
3.490955,4.118992,2.184044,0
7.912142,1.736081,8.402216,1
3.577956,7.365858,6.837817,1
2.818615,8.499728,5.311948,1
9.567347,1.905334,4.714339,1
7.718423,5.975997,5.188630,1
8.090756,0.085738,0.906397,1
7.491212,3.455975,8.419069,1
8.903961,9.897220,8.713842,1
7.543564,4.705804,1.034003,1
7.314414,2.523481,1.229211,1
7.693055,1.340397,5.976471,1
4.501319,9.466141,1.528876,1
2.262708,5.928317,4.036850,1
6.191911,7.761190,9.449574,1
4.961888,7.133397,1.479357,1
7.317263,5.392914,9.020128,1
0.187552,5.461417,6.916962,0
9.127992,9.616193,4.975595,1
6.760965,1.644628,2.177991,1
3.515254,5.524398,0.449524,1
8.354529,3.958394,0.624964,1
6.166580,0.947899,1.694884,0
8.005327,3.409554,6.105478,1
3.657927,7.126598,8.474655,1
5.695902,6.461214,0.767828,1
9.496836,1.207854,1.663709,1
9.892650,9.381695,3.261569,1
2.527612,2.696163,2.868473,0
8.575827,5.587293,5.411601,1
9.600851,9.646583,0.844235,1
4.611483,1.939207,7.563741,0
6.975658,2.902055,6.097068,1
0.700662,7.255045,7.169690,0
3.526733,3.626740,5.312330,0
7.571150,5.079463,0.960914,1
4.007844,7.486286,9.356831,1
2.888357,6.209690,3.010139,1
8.488124,1.407215,6.143776,1
8.333858,2.298506,6.926894,1
2.405145,4.431487,8.795116,0
5.493815,4.747991,7.951997,1
4.423396,6.724716,6.963254,1
0.510992,6.332076,6.277699,0
4.071099,7.121481,3.858073,1
7.109764,2.701899,5.885098,1
7.023275,9.723869,3.219152,1
7.367106,8.421255,3.029172,1
5.686357,4.309663,0.439360,1
9.307858,4.111849,8.330807,1
1.776917,1.110010,7.644204,0
7.478068,7.606342,8.823616,1
9.265807,8.866107,3.127886,1
8.697433,6.411910,0.375074,1
4.068146,8.127925,9.863883,1
1.270489,0.674214,6.813988,0
8.213900,9.944429,5.259618,1
6.868590,7.444246,3.511358,1
5.461406,7.896684,6.109692,1
6.881024,1.491233,3.747440,1
1.458350,6.363527,5.020410,0
7.320387,4.145665,8.827312,1
0.617517,6.270217,6.196441,0
8.264913,7.816701,7.279156,1
0.739691,4.764772,9.250741,0
9.839634,5.436791,3.703978,1
8.092583,4.861961,0.060009,1
0.019044,5.107929,4.131300,0
3.993472,6.735096,2.349239,1
8.434735,9.287120,2.494988,1
8.080647,2.336030,2.910153,1
3.468419,8.232487,0.478819,1
8.404004,9.406666,6.040818,1
6.791785,5.343826,1.023348,1
7.267177,9.088765,7.404787,1
7.367702,6.000555,5.760044,1
2.112890,2.869026,3.580597,0
6.383424,4.883037,2.345999,1
9.893005,6.421462,1.742599,1
0.480135,0.735427,6.540899,0
5.577673,0.052104,5.226518,0
1.332145,0.537557,7.967868,0
2.388293,6.577491,2.672063,1
4.213275,1.432132,8.865075,0
8.803614,7.460854,7.929431,1
4.496043,9.538613,3.840180,1
9.431939,0.774045,8.492842,1
8.424498,8.534161,4.104152,1
2.792814,7.798390,5.194195,1
9.602432,5.680187,5.525126,1
2.304767,7.860615,5.724452,1
5.057881,2.156417,1.844584,0
5.651396,8.475675,2.017518,1
4.030308,1.901402,0.361775,0
0.545146,2.071173,6.403655,0
0.232738,0.340499,0.437376,0
0.382569,6.315577,3.561189,0
1.293432,3.879728,3.280425,0
7.378881,7.529843,1.146994,1
8.968556,4.581066,9.282137,1
7.237375,8.631747,8.228289,1
2.549454,9.183408,9.308752,1
7.456520,6.438946,1.790144,1
4.457474,1.556467,2.550664,0
5.150117,7.266874,1.363745,1
8.858394,0.401505,9.615262,1
4.042312,2.136538,0.066854,0
0.392210,7.474514,2.868931,0
0.618067,1.204087,1.226171,0
2.441866,9.053466,1.112898,1
2.038122,8.801961,3.808164,1
8.249053,3.011546,1.195975,1
2.269304,7.740579,0.400345,1
6.917828,7.134112,7.506221,1
0.744216,0.520628,9.437609,0
1.300704,2.350712,4.223005,0
3.301170,6.585870,2.548778,1
7.908463,1.207068,9.897870,1
0.706236,4.104849,5.934738,0
3.319220,7.217351,6.845963,1
2.907513,9.959349,1.956899,1
7.997312,7.009151,9.486947,1
0.086141,9.439827,7.595441,1
9.808514,8.437572,8.130967,1
5.745060,7.990605,3.370247,1
1.480806,8.934676,0.286901,1
1.446883,7.443776,2.140813,1
8.869312,8.073565,0.472155,1
2.524187,5.453712,8.510158,0
9.187612,9.264294,3.241973,1
2.089538,7.170762,5.972775,1
0.139100,9.966338,4.413179,1
9.047105,7.990775,1.727188,1
1.154449,0.922418,4.871096,0
9.944966,0.925510,8.427016,1
5.306240,4.184751,6.698591,1
9.008683,5.137131,6.641449,1
2.973069,7.906688,5.536162,1
1.082082,9.383903,4.567535,1
2.093656,4.113437,2.821531,0
6.828469,3.889331,6.657192,1
7.701535,8.202363,7.840872,1
1.307038,8.749732,3.509494,1
4.609069,7.190132,5.038821,1
6.702127,0.857918,7.188259,0
2.550667,0.682286,9.464284,0
8.377987,7.459805,1.839339,1
9.328960,9.170481,9.659209,1
2.786198,8.837004,7.801959,1
2.467862,3.017835,3.551375,0
9.251236,2.886934,5.506888,1
4.714410,7.773972,9.368052,1
0.129519,1.731430,7.712307,0
3.242657,3.163494,1.603047,0
8.790075,4.294991,1.030084,1
6.324845,4.783309,9.812659,1
6.534396,8.585407,2.588535,1
5.517964,4.847344,6.841025,1
6.195916,9.362484,2.095809,1
9.665886,6.604655,8.547893,1
5.327249,3.036705,5.902274,1
2.852689,9.895171,3.051632,1
7.707549,8.977499,3.292547,1
0.685439,4.628785,1.950792,0
0.911391,5.014475,1.813003,0
4.453053,0.902333,2.830520,0
2.986308,9.093466,8.161151,1
1.732690,5.881806,0.083622,0
6.446808,5.469762,5.618542,1
3.770541,9.394812,6.303688,1
8.970706,4.639092,1.732642,1
1.347921,1.330902,2.742876,0
9.124668,1.721635,8.620238,1
8.464472,2.568491,4.916342,1
5.286343,0.898887,1.083809,0
3.513831,2.068276,9.287935,0
6.820800,8.402682,7.049750,1
5.534696,1.959397,0.835937,0
2.715515,2.914155,8.435412,0
0.973348,6.014634,8.849792,0
7.577568,8.747930,2.828061,1
3.038384,0.107221,2.888993,0
4.772600,5.692161,3.576983,1
2.675254,8.985700,0.871093,1
3.948736,7.029620,8.355777,1
1.013070,0.784770,4.718979,0
6.719416,9.742330,2.904029,1
3.337187,3.705285,4.666419,0
5.203877,6.854902,9.064793,1
7.657677,3.542862,1.949894,1
7.747742,6.787715,7.146840,1
3.674148,1.216678,9.739036,0
3.648348,3.919863,1.550436,0
4.273397,0.418607,5.129267,0
4.866896,8.979534,7.869038,1
3.360747,4.635142,1.589995,0
7.913045,8.099545,3.797839,1
7.743834,5.824885,6.660186,1
5.821745,0.263068,1.507585,0
1.548022,1.151178,0.703498,0
2.670326,8.395546,3.835522,1
1.436153,4.701486,0.675237,0
4.405202,0.026701,5.785641,0
5.783383,4.554300,2.931221,1
3.448715,0.145619,9.641384,0
2.359665,3.548425,3.218362,0
8.439077,3.202945,6.130897,1
8.042613,7.693711,0.022949,1
3.028090,5.134716,9.486884,1
6.619778,5.073643,9.678203,1
9.556686,3.180423,2.272912,1
5.434718,5.264424,2.018635,1
3.925316,1.611249,7.957290,0
3.865121,1.382317,4.443585,0
1.957250,0.483030,4.014266,0
3.793537,8.263285,7.534447,1
7.488541,2.846935,8.839359,1
5.998788,4.314237,7.982946,1
2.435868,8.903733,9.345796,1
0.421688,1.937531,1.221256,0
6.993961,2.977322,4.166145,1
5.042452,2.842666,1.907175,0
9.409669,0.300594,7.285247,1
5.055332,1.222190,9.793036,0
4.264833,0.956505,7.970696,0
2.326450,4.807858,5.892698,0
5.841274,2.944544,5.351653,1
7.204111,3.861959,9.332891,1
0.370518,3.394566,5.881000,0
8.510285,2.011567,5.378934,1
1.943696,4.030831,1.639569,0
1.791772,0.388792,0.321123,0
1.374058,3.699920,7.397764,0
9.382965,6.411019,8.535554,1
4.956319,9.647436,1.964296,1
5.120069,5.359255,8.369007,1
5.898643,1.883985,8.342666,0
9.853365,1.254942,6.969223,1
0.694793,7.091153,0.012303,0
7.986511,7.762932,8.229772,1
0.582519,7.384300,6.960496,0
1.377208,5.925404,3.990735,0
9.738714,2.022115,4.988906,1
8.899978,9.192640,5.592489,1
2.933856,0.513899,2.008254,0
1.741872,2.138513,1.781373,0
5.591913,4.710841,2.895023,1
7.756204,9.237034,6.158432,1
7.610894,6.402304,7.061438,1
6.099568,1.112884,9.606364,0
3.008066,0.440568,9.902149,0
3.036624,8.928079,3.610221,1
7.652140,8.214529,6.651041,1
0.399858,0.099197,8.532549,0
9.035655,0.872724,9.960183,1
1.146775,6.402641,0.967283,0
1.046321,7.989618,9.256410,1
8.031365,8.942695,0.659554,1
1.861484,0.955407,3.902218,0
4.029607,6.235805,1.548077,1
7.784990,5.146638,5.431473,1
2.419561,8.023361,7.642685,1
6.090858,7.998629,5.736905,1
4.754500,1.491294,1.487992,0
7.558247,5.203866,8.919890,1
3.812490,0.860233,7.421941,0
3.992943,0.072745,7.855698,0
0.020019,2.764169,2.667162,0
2.101776,7.944671,2.052698,1
6.002213,6.022877,3.160605,1
1.803961,4.773005,7.736469,0
8.298309,8.870686,2.500788,1
2.267007,1.485672,3.262611,0
1.970362,0.287608,8.645292,0
7.551040,7.048909,3.709028,1
2.366760,1.729637,9.567353,0
4.972215,7.026543,0.432788,1
7.194536,8.144036,4.516889,1
6.381309,1.516513,5.737657,0
8.353570,8.802162,8.530386,1
5.084729,0.862373,2.114979,0
9.979445,8.184902,6.567324,1
7.831611,2.748566,6.204779,1
2.026051,3.171606,5.423019,0
2.237932,5.353711,6.143455,0
1.482982,8.535787,2.956272,1
0.174616,6.538152,0.291427,0
8.659833,6.550665,4.864925,1
9.260881,8.408327,2.613969,1
3.376168,6.601348,5.133295,1
0.246859,3.277987,7.700765,0
6.947054,7.719655,1.487211,1
3.131023,6.238439,9.360830,1
7.547057,0.571772,6.541116,1
8.858756,5.090585,4.775760,1
6.217709,8.877755,5.341060,1
3.089454,2.509354,6.664384,0
3.801438,1.184017,1.734951,0
8.797392,0.893139,6.679562,1
3.819339,0.469914,0.887399,0
3.587392,5.355121,9.105946,1
4.408236,2.882679,8.941832,0
7.469645,0.589691,0.188096,1
6.010940,2.300719,5.200884,1
0.131424,3.728981,4.505439,0
3.704734,1.751708,1.148175,0
1.488961,3.781239,4.259388,0
1.163976,8.722754,0.263237,1
1.480034,0.883441,0.485277,0
6.703227,5.722831,1.638893,1
2.696015,9.568965,5.384526,1
3.697487,1.385063,1.073125,0
9.974561,1.712201,3.894455,1
6.290836,0.179323,8.057399,0
4.524558,5.587736,8.090460,1
7.888873,0.671380,4.308076,1
7.088542,2.187731,7.182008,1
2.430943,9.094371,8.630664,1
5.612743,5.483876,5.672916,1
5.230970,8.727762,0.916826,1
6.306637,5.024470,0.488584,1
9.659168,6.703945,4.662531,1
6.175384,8.259807,3.121971,1
8.850460,8.194281,1.531376,1
1.178864,7.845103,1.095761,1
8.675535,7.315663,4.525512,1
4.158164,7.096229,9.202090,1
3.811152,5.060491,0.279428,1
5.429841,4.013753,5.360591,1
6.061080,8.229310,4.660890,1
1.199970,5.680546,9.500945,0
0.143618,7.238512,8.545258,0
0.963475,8.588616,6.283643,1
5.378234,7.834550,5.664078,1
0.507847,2.851798,3.813032,0
0.901525,2.263868,6.238065,0
5.137528,1.833320,4.481681,0
8.621558,4.448365,9.629970,1
9.119809,4.762435,6.732983,1
5.494827,9.789584,6.328231,1
2.558401,8.562994,0.095632,1
8.766470,6.091455,1.683268,1
0.944398,9.990011,0.069972,1
1.612829,9.451045,5.076073,1
1.094316,3.624237,0.227194,0
3.727859,6.644228,4.771387,1
2.172180,4.854534,6.293255,0
0.623689,1.063347,6.432530,0
8.571443,8.862089,1.433921,1
2.563441,8.976893,9.747441,1
6.767640,2.302941,3.107172,1
6.340319,3.293069,3.850081,1
6.854732,0.258324,9.352493,0
2.792700,0.691749,0.450060,0
4.386163,4.074316,1.106644,1
2.516533,2.002748,4.255412,0
7.544179,2.904070,8.865829,1
5.215401,5.613518,6.768384,1
7.572715,2.254895,2.722123,1
2.669086,7.329147,4.841064,1
7.681162,8.649007,1.225665,1
2.207808,0.714349,7.894724,0
7.960602,8.378546,7.181840,1
6.697323,2.928523,0.601469,1
7.184833,9.015773,1.048466,1
4.116609,5.258219,2.045002,1
0.367046,6.222915,2.016800,0
