@RELATION SEA_Abrupt_Simple

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
4.300766,6.497500,1.271667,1
1.498595,3.291637,5.529799,0
0.807331,8.369171,5.159262,1
3.380114,0.747270,6.559089,0
9.340139,2.534855,6.830368,1
6.561779,0.556907,2.905347,0
0.682129,7.029836,5.959548,0
4.145903,6.937240,9.857972,1
0.568617,6.222931,0.458772,0
8.418739,6.181191,0.442147,1
9.609584,2.704087,1.212094,1
4.056808,0.030341,6.884978,0
3.751332,5.244629,2.463872,1
5.234377,7.425898,6.464055,1
5.247480,0.089840,9.941157,0
0.164526,1.688386,6.189838,0
7.535828,1.161852,3.527495,1
0.750911,5.626249,9.654733,0
6.650226,1.512399,6.467043,1
9.637523,2.320940,8.801874,1
7.272095,8.711090,9.929607,1
1.833902,8.243204,5.204269,1
1.089869,2.402107,1.048268,0
9.937640,4.331669,0.454342,1
9.487557,9.844474,8.412731,1
5.419460,5.377654,0.935642,1
1.881345,9.721640,0.519776,1
3.584306,6.305820,1.985079,1
9.774285,8.693652,3.016967,1
8.075682,2.460420,8.558137,1
0.853256,3.432239,7.299838,0
4.154442,0.653681,0.025992,0
3.619371,6.649292,0.279002,1
2.877457,7.996915,8.282005,1
6.998603,5.973870,7.225044,1
7.235866,2.651932,2.606150,1
8.389542,1.751666,8.486901,1
2.389678,8.871737,1.958786,1
3.469541,1.520495,9.173889,0
4.927930,0.256925,5.218046,0
3.192548,5.215174,6.033499,1
6.543279,8.472909,5.081466,1
5.409480,7.752112,0.794028,1
8.971629,7.526044,3.649445,1
9.564983,7.626396,3.244979,1
0.292368,7.839805,6.200143,1
9.542620,8.531588,2.615577,1
6.289946,6.807291,0.836622,1
1.227531,1.824595,0.556654,0
1.250575,8.371004,3.537196,1
7.847822,4.634896,2.621538,1
5.083640,4.926444,2.053583,1
7.923901,2.511585,2.820487,1
1.765012,9.240664,0.637998,1
2.830331,0.240370,3.578930,0
1.324929,9.653304,6.556808,1
5.449682,1.157960,4.068709,0
4.026704,3.661319,3.598372,0
6.432520,5.624455,4.192113,1
1.125370,6.206447,5.494720,0
7.097364,0.870545,6.267035,0
3.330638,5.818499,8.520178,1
3.803236,2.418445,7.124350,0
4.937315,9.379186,0.615341,1
4.701546,7.955393,6.203939,1
6.173416,6.957279,9.940824,1
9.821849,3.596260,5.147507,1
7.397522,5.727121,7.117085,1
0.129236,4.427493,6.119825,0
5.216128,1.782418,8.410241,0
1.985264,0.077757,8.856259,0
1.612646,2.892850,9.563174,0
9.458255,1.907196,1.205966,1
5.187704,9.759879,7.365537,1
1.094686,2.399272,0.169265,0
8.663739,9.235238,3.997994,1
5.748660,3.771414,4.361107,1
9.174718,2.044942,5.533496,1
7.782202,7.476694,4.816516,1
4.158446,6.860391,9.194928,1
9.653117,0.901813,4.306658,1
6.247029,1.470137,5.730351,0
3.295394,7.350637,5.416874,1
7.616093,1.540569,5.917390,1
1.054676,4.804563,5.917701,0
