@RELATION SEA_Abrupt_Simple

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.083327,6.019584,1.191101,0
3.129862,6.915573,7.578825,1
4.090396,4.605148,7.669319,1
8.976728,8.777148,3.958737,1
7.251466,7.978860,8.294894,1
6.227071,3.846695,0.987766,1
4.628834,7.789697,7.977483,1
6.226564,9.941018,9.440628,1
9.282942,4.544436,9.383198,1
1.063164,7.617558,9.567196,1
3.363026,8.526517,9.380662,1
1.254741,5.958152,6.313780,1
0.710932,0.898477,1.895582,0
9.477839,2.301272,0.593457,1
6.947461,3.000908,0.992446,1
0.924102,9.977314,9.336907,1
6.171117,2.803507,9.981668,1
8.160546,2.118956,7.351904,1
2.191928,9.220773,9.665730,1
1.955716,5.846703,0.226146,1
4.323355,6.898028,1.666933,1
7.738851,5.407882,0.377970,1
4.879512,1.642029,5.336340,0
7.062117,6.541074,6.836166,1
6.139409,2.114786,5.548024,1
7.838494,5.886196,0.683315,1
3.917856,7.148191,7.328455,1
1.993879,4.649107,5.732011,0
0.086460,0.575695,9.351025,0
3.822481,9.194035,2.191345,1
0.382015,0.899044,7.220075,0
2.808743,4.632543,3.268928,1
8.024030,5.952167,9.085062,1
8.557230,1.989864,5.579264,1
6.709318,3.567690,8.661729,1
8.931802,4.560491,4.086957,1
4.892740,0.474773,6.000414,0
4.940875,2.328547,1.351131,1
0.572978,1.456060,7.662027,0
4.226562,3.243961,0.036382,1
1.143142,0.722373,2.241925,0
5.329286,2.700759,5.666288,1
6.230817,2.801634,3.519400,1
1.789859,6.194259,3.956289,1
1.327489,9.160507,2.519508,1
5.659853,7.663809,2.624885,1
9.264336,2.175031,8.801936,1
6.825975,4.671065,4.728798,1
4.266735,0.307116,5.378471,0
4.249966,4.162999,1.230583,1
2.593131,3.457971,5.338160,0
3.882077,9.118839,2.842052,1
1.717369,7.217947,1.580619,1
5.122560,2.003951,3.626584,1
8.117943,0.068896,3.267327,1
3.482645,7.905503,2.481408,1
7.971564,1.218259,6.609836,1
7.448557,8.253452,4.998862,1
6.982145,0.301385,2.649201,1
5.797626,3.875035,4.211898,1
3.855600,3.879579,2.395720,1
7.453812,4.321935,0.228364,1
8.086591,4.136867,2.728923,1
7.951615,5.919992,0.437639,1
0.717188,6.355236,1.479686,1
4.041657,8.449349,3.304422,1
6.024288,8.058841,7.659667,1
9.953689,2.391501,8.980763,1
5.105971,6.029176,4.895882,1
8.414423,6.552357,4.608899,1
9.921707,5.575468,7.820310,1
4.274717,6.412143,2.840087,1
9.119488,4.871313,9.903072,1
8.505443,5.293885,7.736624,1
9.050386,5.425780,0.829550,1
7.723150,5.035752,4.145786,1
9.055240,6.167841,6.331447,1
2.872230,5.424408,6.770296,1
1.321563,8.406681,7.790780,1
2.876507,8.068695,8.375614,1
6.688128,0.772037,9.334718,1
3.248312,6.935757,3.921873,1
3.788672,8.693145,5.753497,1
8.397701,0.659258,6.197585,1
1.148225,3.339477,2.943579,0
8.733957,5.668508,9.636687,1
0.035471,7.238217,0.208750,1
7.534242,0.420779,3.060602,1
6.332404,3.471859,9.278231,1
5.660407,8.077417,0.801206,1
3.625886,4.731494,5.529740,1
5.855624,6.492943,3.759014,1
1.829073,9.712045,8.081677,1
2.062944,1.242360,9.496643,0
0.060016,2.563261,1.127631,0
1.621288,1.344139,4.045922,0
2.662069,1.114818,2.309900,0
9.945084,0.060142,8.589032,1
1.888490,0.753868,0.709455,0
5.779880,1.955244,5.225358,1
6.503644,3.714230,8.281198,1
0.622177,2.432534,7.666572,0
7.948580,2.400232,8.879950,1
7.053606,4.393662,8.068641,1
4.398961,6.200553,9.949454,1
7.347385,4.983408,0.455498,1
0.060160,9.636886,5.547972,1
2.989208,7.417993,8.446343,1
5.283156,8.891261,5.094509,1
3.568005,1.905659,6.359581,0
5.915438,1.923689,7.325949,1
8.104881,9.933373,4.501802,1
9.563794,3.962231,3.780827,1
7.064794,4.617565,3.665931,1
1.736892,3.029364,6.133011,0
0.276852,6.765077,2.360071,1
2.807990,2.072212,1.222935,0
7.593162,4.989889,7.424953,1
6.734970,9.101336,3.321900,1
9.080082,4.546526,0.263145,1
2.719366,0.981456,4.605224,0
3.656513,4.173499,2.683914,1
6.300274,6.905892,6.463111,1
7.626949,2.321384,5.736999,1
8.187434,6.842927,7.539550,1
3.581799,3.749574,3.375100,1
1.549132,5.844048,4.321244,1
4.764125,0.872999,4.956563,0
0.169055,0.060157,2.131525,0
7.804669,0.666973,6.609354,1
8.412564,5.569362,9.755498,1
2.199542,4.730916,2.188332,0
0.361126,8.650756,5.891362,1
0.107914,1.683994,7.662316,0
4.416026,6.080944,1.390171,1
9.260559,0.219138,2.989682,1
0.578678,4.184489,0.505140,0
7.140521,1.713293,6.827076,1
8.705484,7.821103,0.106454,1
6.972161,3.988102,7.602389,1
4.156503,7.934272,1.749353,1
6.630456,2.918205,6.891542,1
8.387973,4.601206,7.578639,1
0.754472,8.664173,7.877026,1
8.907232,2.855986,2.927451,1
5.642011,0.824466,2.887719,0
6.444401,9.687485,6.575215,1
3.791154,1.200734,0.622207,0
7.337821,9.932301,4.651528,1
8.650195,5.483455,8.247164,1
4.599549,9.083143,6.070819,1
7.392810,9.006276,7.657963,1
3.507449,5.033040,8.300330,1
1.652819,5.239983,7.970453,0
0.846962,5.557433,9.058461,0
7.510674,8.713324,0.950334,1
8.854646,8.552828,9.034620,1
7.813629,1.091547,3.077386,1
8.714328,7.769272,8.641986,1
8.160766,4.370630,4.427275,1
3.190016,4.624134,5.788122,1
1.612460,9.424896,6.060224,1
1.266843,9.073776,4.420121,1
5.860796,5.482725,6.627036,1
1.119436,3.670136,3.199950,0
8.234155,5.965484,5.469411,1
4.916994,6.917326,9.295080,1
5.292600,3.671236,0.749728,1
0.390376,1.045628,8.102779,0
0.717544,0.994998,2.755900,0
2.784000,2.827123,6.118837,0
3.537361,7.392307,4.540248,1
0.668788,6.358879,3.419179,1
4.436878,7.228234,7.778572,1
9.499443,0.387503,1.072595,1
3.540586,5.068498,1.606748,1
9.069660,0.593009,8.495735,1
0.558656,9.371058,7.623411,1
0.529849,1.632455,8.670326,0
1.395344,4.804961,6.960391,0
6.475853,0.987315,1.899864,1
7.825644,7.886516,4.990191,1
1.299073,2.296248,8.033272,0
7.344702,0.419663,6.068312,1
2.709716,1.804380,1.119058,0
8.156810,2.395551,0.322604,1
0.209646,2.294303,1.161946,0
1.511017,6.837593,0.507336,1
9.267429,4.481509,5.439987,1
8.226017,3.199795,1.270549,1
9.630503,6.863226,1.280887,1
5.170696,0.086424,0.556352,0
3.245295,2.454908,9.854105,0
9.141022,9.397556,9.516270,1
8.398093,4.604878,6.548135,1
9.879173,4.351050,0.494674,1
7.998715,7.745938,5.299578,1
0.788483,2.060160,4.673875,0
8.938999,4.598831,1.747286,1
1.955119,0.297744,7.076471,0
7.850435,5.934042,4.172454,1
5.638566,1.659951,8.217828,1
4.261505,1.850490,7.881932,0
8.830329,1.099398,5.962452,1
0.621922,0.619866,0.042088,0
1.653692,0.409137,8.990464,0
4.977399,1.441334,2.757158,0
8.470090,9.905441,7.779097,1
8.840048,5.833027,8.490333,1
3.929190,6.408067,3.270789,1
6.584987,6.734939,1.173443,1
3.724331,3.912822,7.882919,1
6.044732,3.300578,7.357441,1
3.235248,9.544544,9.671208,1
7.055937,8.368152,1.173886,1
7.366122,5.560802,7.982311,1
4.583699,8.749929,1.475565,1
7.211114,7.645619,6.390778,1
5.064441,1.405633,0.738684,0
5.734989,7.474826,9.405735,1
2.318938,0.478965,4.863390,0
7.460316,1.321332,7.888713,1
7.394300,0.128019,7.328773,1
0.125147,1.205135,0.001496,0
1.827047,0.162199,3.456684,0
5.298760,2.266230,5.472258,1
5.024964,4.609574,7.274206,1
5.456871,5.860174,9.502486,1
1.062018,3.490586,7.394989,0
6.960260,4.311832,1.883723,1
6.161328,8.612074,1.750003,1
9.118884,3.569579,6.382301,1
5.087029,5.600579,1.680660,1
8.829664,0.372265,8.547003,1
0.140307,1.410346,3.762487,0
6.247709,0.007863,1.426389,0
9.159988,7.292016,1.244159,1
4.907749,5.727596,3.074701,1
9.662444,8.948190,9.330763,1
1.306763,3.437396,7.198934,0
8.690600,1.616263,4.025008,1
6.384981,7.414223,8.012220,1
2.812738,2.943186,8.140758,0
1.171942,8.766558,5.927186,1
1.257540,1.313313,0.855835,0
3.876695,1.478673,6.858721,0
8.086912,3.718256,2.269957,1
8.391084,1.636571,2.117351,1
6.698924,6.415920,4.263805,1
8.112158,6.890006,1.169538,1
0.750561,1.239157,5.375509,0
4.010310,2.831540,0.651389,0
3.616339,2.375815,5.459597,0
7.867446,3.518315,6.577249,1
1.175840,7.343916,8.034828,1
9.696883,4.563689,7.630796,1
4.626580,6.974426,3.807826,1
8.127285,8.766461,9.604895,1
7.058772,6.813700,4.319939,1
0.324647,4.174437,1.785890,0
5.344195,1.835432,2.872825,1
7.016227,1.134437,7.437892,1
0.363818,7.134512,5.512544,1
5.686489,0.788761,5.584123,0
6.036848,1.624623,1.525198,1
5.845259,2.121638,4.249998,1
5.112649,1.538982,1.832477,0
8.804514,5.478657,5.461755,1
9.342582,5.679188,7.521419,1
8.301585,8.808582,6.927677,1
2.683304,3.344760,4.032499,0
7.456765,1.622649,5.700943,1
0.033812,0.666685,9.371547,0
8.162575,5.783043,0.276598,1
1.975995,8.995614,6.473380,1
0.084832,8.227245,8.655018,1
5.122172,7.600179,4.486226,1
7.029838,0.263294,9.279122,1
9.804555,8.177692,4.301979,1
9.984683,4.987644,9.013732,1
0.485784,1.576718,8.239632,0
8.001441,8.883712,6.693833,1
6.291015,3.053914,8.229295,1
2.283393,8.546822,7.668746,1
9.423629,6.778305,7.433530,1
4.208682,0.516252,1.626327,0
3.043704,9.278544,2.691551,1
6.275919,2.727308,8.216638,1
7.243073,4.811064,4.913611,1
5.443789,0.783505,4.781858,0
7.448008,7.265897,6.368679,1
3.686077,2.184100,7.912572,0
1.279496,1.176737,6.672540,0
0.494687,5.241427,1.174912,0
8.189051,2.700234,1.926916,1
4.886563,7.279635,1.464411,1
3.220811,1.421403,8.107982,0
5.473687,8.887376,6.346227,1
6.546033,0.447597,1.937772,0
7.458384,5.478650,0.579211,1
9.379648,6.838582,8.299691,1
4.957168,8.187408,4.586287,1
1.053411,5.215757,4.810833,0
8.730781,4.570249,9.231749,1
4.382285,5.109453,1.201231,1
1.578379,7.504016,9.957296,1
2.502334,7.290457,1.180107,1
9.265229,8.906500,7.875678,1
9.892177,3.634589,9.199048,1
2.149132,6.788496,9.718368,1
1.572004,6.905599,1.922668,1
0.236179,4.475031,1.230595,0
0.494916,4.708489,7.967134,0
7.020951,0.418559,7.862816,1
7.042061,1.839518,6.089848,1
7.961432,0.319240,8.897372,1
0.029667,1.558616,2.116843,0
1.669285,6.812428,0.179914,1
5.838107,5.638888,6.060269,1
0.651962,8.770751,5.891090,1
1.165280,9.072675,1.801142,1
1.422920,6.825341,9.513447,1
1.646417,9.054681,9.755519,1
6.067456,6.504331,0.974756,1
5.889395,9.093561,6.738467,1
5.731191,2.408508,5.549976,1
4.079221,7.686573,9.845897,1
7.772858,6.567142,4.391272,1
