@RELATION SEA_Gradual_Simple_Fast

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
1.546954,2.652803,9.988131,0
2.525097,2.365371,9.397605,0
3.081053,2.730719,7.491797,0
3.328697,7.101240,9.495983,1
9.801235,3.977101,6.410444,1
0.192374,4.688306,9.274427,0
9.675131,5.486817,6.395024,1
1.527196,8.351098,8.813331,1
9.012561,5.158786,9.674196,1
0.817226,8.451982,9.227520,1
7.403824,3.414340,1.664791,1
4.356526,0.582470,3.520318,0
1.590115,8.555046,9.635594,1
5.572329,3.763873,1.910268,1
7.262402,9.131550,0.178588,1
8.597115,8.078326,7.223658,1
6.217673,7.923686,5.922405,1
6.466900,3.248889,2.317884,1
6.095712,9.580539,0.969377,1
4.418701,1.386383,0.821696,0
2.025861,4.637186,1.124905,0
5.413290,5.642678,1.918437,1
0.249586,5.389580,1.416915,0
2.038601,9.766451,1.845047,1
8.450979,3.920501,6.216696,1
3.269378,6.778577,3.258455,1
7.230877,7.891029,7.546529,1
8.928547,7.962261,6.837415,1
6.437353,5.859725,5.198124,1
3.712733,9.315506,2.440805,1
8.050579,1.787960,4.667891,1
8.388454,1.416584,8.482917,1
6.486844,2.551066,1.663333,1
2.077184,4.636081,0.915525,0
1.966042,6.949315,5.552031,1
0.623384,3.649231,1.877652,0
2.958362,9.219987,4.643372,1
8.999083,9.853892,4.288275,1
2.642512,2.489348,1.478530,0
6.859003,8.653293,1.932149,1
4.410893,4.292269,0.870995,1
6.825541,2.087597,7.955725,1
0.023039,3.023649,2.237805,0
9.062963,9.627499,5.026912,1
0.557924,4.147106,0.799718,0
7.232224,3.907452,1.956553,1
9.642680,8.961238,5.717606,1
5.141952,0.120141,2.308197,0
8.189177,6.039288,9.211733,1
2.778351,6.404405,4.004884,1
7.825514,0.880885,6.634133,1
2.556917,9.073973,4.806585,1
0.831567,2.776497,5.371462,0
7.987141,7.747796,1.470577,1
9.573625,0.210300,8.060836,1
6.591576,7.037584,0.103559,1
6.427694,5.199709,0.365309,1
6.022957,6.774189,4.130093,1
1.721625,7.507832,3.409502,1
8.606827,4.600946,5.195396,1
2.486981,2.542571,4.472741,0
7.805403,3.351606,9.897910,1
4.743913,9.036053,6.959479,1
2.824127,1.336407,3.557224,0
9.081084,8.349689,6.141565,1
3.858022,5.000068,9.588402,1
0.036903,5.997749,5.528373,0
2.037757,3.157835,0.451010,0
0.428397,9.359283,7.217952,1
4.009621,7.654619,8.850257,1
3.665161,0.420308,0.881665,0
8.606150,0.648121,0.830975,1
0.128948,4.788689,2.336715,0
2.922692,3.555507,0.543253,0
