@RELATION SEA_Gradual_Simple_Fast

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
6.999469,6.719025,7.645030,1
0.809171,4.716824,4.314467,0
9.113476,7.739612,9.247036,1
1.244681,2.225283,6.659024,0
4.769637,5.463428,9.123159,1
6.847119,9.967290,3.209109,1
2.322127,7.085916,2.279478,1
3.456078,9.173962,9.126231,1
9.810492,5.001421,0.396074,1
8.373458,8.867613,4.945842,1
1.635952,8.977730,8.341123,1
0.671993,7.176723,0.851657,0
9.132077,1.440226,0.487500,1
4.111390,8.084692,2.413218,1
9.789703,6.926193,6.860330,1
9.101687,4.213790,2.160577,1
9.785372,9.646854,5.826876,1
6.649416,8.041177,1.381161,1
9.333560,7.502390,5.894456,1
5.565650,6.738528,4.365314,1
6.935228,2.728465,8.305185,1
8.284849,0.169132,6.784472,1
9.292271,7.731044,6.095709,1
4.922035,1.008955,3.190888,0
3.940554,1.592732,4.654513,0
1.243048,1.541651,1.617377,0
2.949517,5.266453,6.170350,1
4.600020,9.814382,7.398072,1
1.661071,2.797406,7.430189,0
1.505181,1.196586,9.647638,0
4.023970,0.474117,5.870039,0
3.631144,6.284103,5.907040,1
0.151453,7.386398,9.316596,0
6.667629,5.946621,7.126793,1
6.742415,5.969404,7.452912,1
8.800267,2.518839,4.982783,1
8.651703,9.043134,7.281109,1
4.299925,7.205313,0.473557,1
7.716340,8.920963,3.457947,1
6.196394,3.503477,3.386204,1
2.214121,3.617664,3.863699,0
9.166455,4.017371,5.489205,1
6.574199,3.608611,4.681275,1
1.864696,6.501843,5.169359,1
2.364611,9.454429,6.060437,1
1.536270,0.875861,8.098626,0
3.432983,6.369508,7.783169,1
7.848146,9.692339,1.190426,1
7.396155,9.483206,4.019883,1
6.646596,7.887675,3.489131,1
3.850553,3.444701,1.341369,0
0.508163,8.884063,7.003049,1
2.559505,2.698407,2.080685,0
8.318157,6.703716,6.283649,1
7.630225,4.762311,6.358658,1
7.221471,3.793587,3.093935,1
8.643405,2.767936,0.830239,1
8.153175,1.602992,3.737085,1
4.158193,1.411337,9.777804,0
4.118876,9.840778,5.409325,1
5.856170,6.778951,0.560554,1
1.133964,7.096614,7.337478,1
2.047703,1.096851,0.019106,0
6.459926,5.435797,8.182613,1
7.056707,6.907707,8.961600,1
9.204558,9.022638,8.070470,1
2.720450,2.967458,6.612005,0
1.054290,5.156305,7.939072,0
2.155505,8.385235,4.916485,1
9.632783,6.310375,4.476363,1
4.090505,2.541516,1.733163,0
9.590844,7.581056,5.486335,1
0.146401,6.499512,6.314677,0
9.261285,1.769111,0.727791,1
0.802092,8.002995,5.798502,1
0.653784,0.476674,0.206161,0
4.063546,7.132301,2.005504,1
6.715418,8.071748,5.494965,1
7.150194,8.384127,5.020353,1
3.473545,7.559135,1.409407,1
0.127627,3.686251,5.988828,0
0.449561,6.891562,1.594625,0
8.486456,8.932280,3.066175,1
7.194106,1.196845,3.041936,1
1.616991,6.763335,3.915484,1
4.708713,7.623345,6.817569,1
3.875655,6.094293,3.899744,1
0.484073,4.607302,1.482751,0
5.334414,2.947371,8.757164,1
6.802331,0.690371,4.010174,0
4.473545,0.206280,7.606907,0
3.272926,3.703747,9.351171,0
6.451311,2.639385,7.676426,1
9.583707,1.369465,0.676220,1
3.330057,1.807551,1.077550,0
6.637205,0.449380,4.621746,0
9.830815,4.469304,1.602790,1
3.822425,9.994050,3.036362,1
0.980210,0.600811,6.669294,0
0.764856,3.207724,4.102623,0
7.205235,7.889591,8.400109,1
2.945752,6.695969,0.979816,1
6.584462,9.805402,7.595405,1
0.301477,9.554799,0.587665,1
3.271035,4.568214,4.398436,0
2.659133,6.920239,7.051513,1
1.800129,1.347728,5.732379,0
6.068088,3.660260,8.775627,1
0.809125,2.430025,5.152999,0
7.658650,0.854990,4.239232,1
3.084452,8.942183,8.127841,1
4.524173,9.052720,2.109315,1
2.370472,7.258720,8.121764,1
5.464970,5.578495,2.945098,1
8.045287,2.710739,7.671667,1
4.795112,2.304607,9.021392,0
1.864845,5.781602,6.225015,0
4.478791,3.721515,2.210878,1
2.088132,6.516178,5.673893,1
2.444132,2.963510,9.113451,0
8.950978,7.925577,0.409976,1
9.223230,0.816661,1.942850,1
3.901005,5.150863,9.413261,1
6.230609,2.585973,8.681293,1
8.209208,9.514921,8.196206,1
0.883165,1.186075,5.520973,0
6.079656,2.586123,4.747267,1
