@RELATION SEA_Gradual_Simple_Fast

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
7.664695,8.673184,5.206785,1
1.508324,1.568619,8.131254,0
6.307044,5.181313,6.638964,1
1.684613,0.252581,6.559645,0
8.442442,1.874403,1.500818,1
4.537714,5.701994,3.578987,1
9.777211,1.259761,1.991201,1
3.603725,0.529564,7.861080,0
5.847195,6.650624,9.381480,1
1.013492,9.242299,7.395630,1
7.223962,9.314873,2.113136,1
7.723508,6.305407,7.783230,1
6.314668,9.838751,7.055142,1
8.782828,7.929255,0.441461,1
4.387865,4.797224,4.918860,1
9.836508,7.706067,3.556366,1
7.357259,2.132561,8.273950,1
9.435838,0.601675,4.282424,1
1.194654,6.198221,2.972357,1
2.309530,6.969185,5.402220,1
3.097918,0.788384,1.911704,0
7.089864,5.068780,0.749461,1
6.011824,0.256698,5.996767,0
2.976392,3.056004,7.981185,0
8.051535,4.241689,6.626490,1
9.333059,6.592141,6.256916,1
7.935218,8.634272,7.740048,1
1.182346,7.600353,6.967886,1
1.202899,5.104746,3.985507,0
6.396571,4.241249,3.878953,1
8.672475,8.335183,9.227757,1
0.338483,2.520569,8.161865,0
7.494337,2.156468,6.702300,1
6.947975,3.766032,5.410778,1
2.073441,9.987004,4.443640,1
8.723852,1.262181,4.021524,1
4.617717,1.808991,6.706706,0
5.825132,8.637399,8.626195,1
8.140670,5.405692,4.477493,1
4.170089,3.094850,9.277582,1
4.975151,8.314745,5.247921,1
3.213544,2.608023,1.588544,0
2.337461,1.349386,2.426042,0
3.084158,7.754431,9.396202,1
8.810234,5.801494,1.688681,1
5.958472,1.067438,6.391587,1
4.100614,8.213631,6.421759,1
6.543088,4.189892,2.281598,1
8.484166,2.617942,5.504498,1
4.023639,7.876839,5.348152,1
6.307275,8.885313,4.153541,1
3.223507,6.873273,2.764343,1
3.671449,1.290515,6.609498,0
2.806432,3.131685,3.511895,0
0.527171,7.898539,6.613079,1
7.684832,8.774568,5.362316,1
5.479467,4.291331,7.978729,1
4.817388,4.326282,2.375009,1
9.744732,6.011664,1.100278,1
6.743344,3.355260,8.607214,1
6.675570,8.666986,4.070779,1
8.470170,6.166734,0.960166,1
0.957791,3.290927,0.364145,0
8.275839,8.546126,5.440904,1
6.496016,9.537266,9.128851,1
7.549742,5.188735,9.544302,1
7.739420,3.251783,8.462635,1
5.953092,7.344281,5.555185,1
8.845208,4.958899,1.619819,1
6.382063,0.056227,8.861973,0
8.619421,9.593032,9.096905,1
9.347667,3.635708,3.034512,1
9.203133,1.163770,5.488828,1
0.238253,0.130864,8.094595,0
4.052085,9.723000,7.024894,1
6.364284,4.647215,3.326780,1
8.991006,7.122579,0.921949,1
8.901390,1.119325,8.389297,1
6.667349,4.477997,8.193808,1
1.005185,7.720789,3.858936,1
8.546151,0.117254,1.974752,1
8.998384,0.389825,8.091924,1
7.653998,7.366777,0.035646,1
3.885017,7.660414,2.771770,1
6.786048,1.146033,4.173634,1
6.191531,0.945480,6.076258,1
6.636415,7.050548,5.776404,1
0.692490,5.426837,0.569775,0
2.619013,8.504370,7.887875,1
8.307980,1.922952,3.582017,1
5.317480,7.403348,1.645532,1
3.285555,4.818538,0.222073,1
3.613868,9.661428,8.955971,1
8.255790,4.515776,0.388208,1
3.451373,7.466881,1.113026,1
5.086573,3.346125,6.351462,1
9.915323,7.650367,5.977371,1
0.843675,2.917414,1.318689,0
1.019949,9.723625,6.311333,1
8.947196,1.931853,3.420637,1
2.877783,2.862824,7.769004,0
5.549316,0.538482,5.515502,0
3.070016,9.218440,4.933260,1
8.334875,4.859059,4.181735,1
3.298828,3.309206,5.566045,0
9.589145,5.741143,8.849657,1
9.659679,9.246262,1.501520,1
6.544914,2.597607,8.349425,1
2.325084,7.093872,9.040709,1
2.409018,5.359572,7.942292,1
5.170568,1.764694,6.406572,0
5.660612,0.845457,2.637423,0
2.121846,1.166725,1.722609,0
4.373382,4.708736,3.536190,1
6.565665,1.319552,2.585544,1
7.151065,1.401570,8.393074,1
5.125290,4.607715,1.528710,1
3.154220,1.728123,7.561195,0
8.302669,3.798429,7.540623,1
6.166577,4.510459,1.478274,1
4.354029,4.047024,2.545384,1
5.023649,2.481240,6.471747,1
5.966660,7.734942,8.275315,1
5.284745,9.311383,3.014202,1
