@RELATION AGRAWAL_Gradual_Chain

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
68.000000,5.000000,17895.654931,0.000000,725948.056413,30.000000,345527.742953,42832.622374,1.000000,1
55.000000,15.000000,79006.370659,3.000000,665510.803666,17.000000,482667.987484,60263.214227,1.000000,0
64.000000,10.000000,0.000000,2.000000,0.000000,20.000000,251616.557470,112119.405772,8.000000,0
35.000000,17.000000,0.000000,1.000000,795386.674836,18.000000,482408.799617,110971.012271,0.000000,0
40.000000,16.000000,32342.314419,2.000000,379634.803580,2.000000,180815.385770,58026.007874,1.000000,1
66.000000,18.000000,41758.219132,1.000000,634067.035898,13.000000,479467.932784,65501.166136,1.000000,0
72.000000,8.000000,0.000000,0.000000,821925.425799,15.000000,105796.802655,75114.825907,0.000000,0
26.000000,14.000000,63833.066485,0.000000,966001.348690,12.000000,423996.469283,51584.997829,1.000000,0
26.000000,10.000000,42465.057877,0.000000,134551.407656,22.000000,271489.027469,27558.378440,7.000000,1
58.000000,14.000000,0.000000,0.000000,833797.712371,29.000000,499312.690247,127379.558506,1.000000,0
53.000000,3.000000,0.000000,2.000000,122407.830650,16.000000,154770.335391,82641.122296,7.000000,1
53.000000,7.000000,0.000000,4.000000,234860.820056,9.000000,119055.998708,119190.299776,5.000000,0
28.000000,15.000000,13867.070952,2.000000,0.000000,6.000000,301352.900545,56577.621046,8.000000,0
68.000000,5.000000,68940.839556,3.000000,333438.260259,25.000000,104630.600819,56475.314632,5.000000,0
26.000000,15.000000,0.000000,3.000000,665302.535979,9.000000,329080.335227,120424.568433,3.000000,0
42.000000,12.000000,0.000000,2.000000,113555.695404,28.000000,217015.224843,75470.144992,7.000000,0
29.000000,17.000000,75408.139590,0.000000,789563.148789,5.000000,77690.705404,34268.752501,1.000000,0
65.000000,9.000000,39018.357655,0.000000,642828.870781,18.000000,234737.721686,57452.017091,1.000000,0
79.000000,1.000000,46990.987153,0.000000,204322.460464,19.000000,362225.077599,70927.149393,5.000000,0
20.000000,2.000000,17048.955843,4.000000,551765.392988,4.000000,65605.916845,23243.518313,1.000000,0
78.000000,5.000000,0.000000,1.000000,237195.300030,19.000000,50791.206083,126520.711968,5.000000,0
42.000000,19.000000,0.000000,3.000000,0.000000,14.000000,3251.930665,80562.670108,8.000000,0
28.000000,6.000000,0.000000,1.000000,222226.890951,14.000000,257083.678556,149065.499172,6.000000,0
55.000000,17.000000,73326.210237,4.000000,611294.051329,2.000000,462844.264775,72193.060475,1.000000,0
27.000000,18.000000,0.000000,1.000000,426669.797172,1.000000,485315.459242,77933.795867,5.000000,0
35.000000,3.000000,45985.950757,3.000000,102668.965326,13.000000,415801.621261,39158.321431,6.000000,0
72.000000,3.000000,0.000000,1.000000,136595.509570,19.000000,39076.980239,145456.514236,7.000000,0
80.000000,4.000000,77197.058875,2.000000,132335.407749,20.000000,427656.652131,61265.654088,6.000000,0
26.000000,16.000000,36461.177921,2.000000,860773.636398,28.000000,296160.158748,38055.702103,1.000000,1
59.000000,14.000000,65290.650215,1.000000,95662.332920,28.000000,215382.752710,68570.659930,7.000000,0
43.000000,3.000000,61682.398526,2.000000,536234.405029,30.000000,232525.656552,52275.564303,3.000000,0
21.000000,1.000000,0.000000,4.000000,0.000000,19.000000,32032.504722,108625.560002,8.000000,0
