@RELATION AGRAWAL_Gradual_Chain

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
62.000000,20.000000,0.000000,0.000000,288371.894250,20.000000,139786.854462,93137.330555,6.000000,0
51.000000,4.000000,0.000000,1.000000,307313.540949,6.000000,294473.026726,122282.761764,4.000000,1
74.000000,20.000000,0.000000,0.000000,1060889.357093,9.000000,73299.618104,133752.447597,0.000000,0
73.000000,14.000000,0.000000,4.000000,590619.564290,4.000000,497305.259261,115789.689599,4.000000,0
61.000000,10.000000,0.000000,0.000000,646654.166306,14.000000,365090.329323,89122.850484,3.000000,0
42.000000,11.000000,38257.461003,0.000000,323121.963338,16.000000,90894.500172,65231.911040,5.000000,1
43.000000,5.000000,0.000000,4.000000,282016.373169,30.000000,181807.555676,140878.348197,4.000000,0
27.000000,3.000000,27903.925163,4.000000,397629.536763,16.000000,479971.504666,67982.618488,3.000000,1
45.000000,1.000000,72727.187653,4.000000,775505.255635,11.000000,416993.092378,65390.338740,2.000000,0
44.000000,3.000000,18468.942711,4.000000,262727.902187,28.000000,208149.497981,43369.409177,6.000000,0
52.000000,19.000000,59214.878633,4.000000,280757.682180,17.000000,106435.543282,64076.745334,6.000000,1
65.000000,6.000000,0.000000,3.000000,213573.740417,16.000000,346331.982046,136087.029721,5.000000,0
53.000000,17.000000,78384.757043,3.000000,356740.642948,17.000000,209985.960750,25303.340606,5.000000,1
44.000000,5.000000,0.000000,1.000000,264759.333447,26.000000,53937.497666,118264.967033,4.000000,1
53.000000,2.000000,61957.918238,2.000000,688133.436410,15.000000,159087.109907,20069.086095,1.000000,1
47.000000,9.000000,38047.372756,0.000000,93935.103787,29.000000,367449.275325,66296.851072,7.000000,1
57.000000,17.000000,33922.710275,2.000000,253041.194650,20.000000,375385.294131,69080.316302,4.000000,1
33.000000,13.000000,0.000000,3.000000,205877.419378,13.000000,183848.150751,130277.068888,6.000000,0
77.000000,10.000000,0.000000,4.000000,0.000000,17.000000,103486.409648,108558.279009,8.000000,0
