@RELATION RBF_Gradual_Severe_Noise

@ATTRIBUTE 0 NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE 9 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.629655,0.381442,0.804178,0.281422,-0.152186,0.194972,0.382996,0.975514,1.113909,0.269858,1
0.276108,0.046808,0.658786,0.301726,0.389281,0.533515,0.418541,-0.022153,0.341824,1.185538,1
0.458609,0.680288,0.022254,-0.047735,0.503042,0.451981,0.141210,-0.250296,0.738522,0.135628,0
0.329611,1.193641,0.137488,0.970919,0.482162,0.700634,0.685650,-0.008433,0.835299,0.012876,0
0.489124,0.339467,0.425833,0.898123,-0.102713,0.782410,0.355196,0.748502,0.843447,0.907972,1
0.927565,0.101301,0.873959,0.230887,0.892273,0.744455,0.004581,0.285753,0.474272,0.404225,1
0.698072,0.528669,0.447233,0.046891,0.179094,0.272926,-0.236316,0.231665,0.287054,0.442963,1
0.710322,0.296985,0.229970,0.692030,0.809799,0.728720,0.960190,-0.019770,1.264867,0.001577,0
1.035740,0.156164,-0.204245,0.263900,0.026799,0.048034,1.153938,1.046387,0.083056,0.401208,1
0.935813,0.785104,0.389415,0.137886,0.734239,0.284817,0.910929,0.024791,0.608210,0.118187,0
0.318667,0.878816,0.446483,0.116771,0.808821,0.309351,0.281433,0.169742,0.634027,-0.071394,1
0.451645,0.512973,0.418867,0.107870,0.724435,0.191303,0.886139,0.260046,0.375137,0.157194,0
0.748745,0.310190,0.405439,0.421413,-0.707114,0.879545,0.989766,0.814076,1.200921,0.034534,1
0.204759,0.011233,0.255527,0.319999,0.838628,0.079490,0.475030,0.619910,0.048797,0.623833,1
0.483042,0.395414,0.670491,0.878038,0.729718,0.843624,1.019100,0.987260,0.647742,0.816418,0
0.288466,1.001091,0.843409,0.912263,0.410992,0.115494,0.844306,0.676064,0.447544,0.998693,0
-0.175158,0.296483,0.255347,0.987003,0.551939,0.759866,0.196985,0.801035,0.752636,0.622031,1
0.243850,0.702360,0.352647,0.815374,-0.109414,0.768721,0.496550,0.814007,0.768401,0.685157,1
0.640248,0.751649,0.679736,0.292669,0.427826,0.315156,0.961824,0.722976,0.152129,0.501485,1
0.734959,1.028004,0.735340,0.398388,0.423591,-0.045541,0.308880,0.532606,0.661868,0.532674,1
0.357477,0.663777,1.657459,-0.015207,-0.331099,1.043035,1.423806,0.814028,0.243382,0.959448,0
0.715162,0.381717,0.327827,0.148642,0.882122,-0.019436,0.310945,0.162177,0.179604,-0.077792,1
0.645961,0.048805,0.303583,0.254622,0.735704,0.652465,0.868115,0.096211,0.512687,0.113883,0
0.749995,0.965091,0.528904,0.842833,0.946903,0.623325,0.763676,0.476638,1.084801,0.682318,0
0.904677,0.794954,0.387306,0.078765,0.823597,0.914993,0.209007,0.441517,-0.033990,0.636920,0
0.635509,1.086886,0.381712,-0.295932,0.887421,0.445945,0.128850,0.189066,0.441700,0.997199,0
0.579566,0.344222,0.633048,0.442176,-0.079468,0.108619,0.313120,0.804319,0.999310,0.403744,1
0.877949,0.028209,0.803259,0.122553,0.809722,0.668740,0.367322,0.376264,0.272005,0.465285,1
0.769626,0.469249,0.793108,0.055559,0.472375,0.204009,0.640169,0.453518,0.060227,0.462215,1
0.332910,0.144373,-0.000968,0.560211,0.671367,0.649080,0.777400,0.415291,0.741204,0.523433,1
0.372597,0.424674,-0.087068,0.445013,0.541515,0.228371,1.141484,0.555139,0.439945,0.287749,1
0.272068,0.320034,-0.007108,0.402489,0.939612,0.212168,0.880853,0.487827,0.439766,1.095765,1
0.652219,0.742357,0.699839,0.155711,0.395748,0.506887,0.681194,0.419904,0.429833,0.099755,1
-0.309346,1.303088,-0.260581,0.976580,0.008812,1.017232,-0.313705,-0.727533,1.431039,0.727574,0
0.326909,1.205232,0.558798,0.672466,0.920270,0.420467,1.238158,0.566050,0.636369,0.900653,0
0.688666,0.905112,0.694124,0.488472,1.253364,0.363525,1.051435,0.751816,1.083596,0.737878,0
0.392493,0.594292,0.197885,0.609299,-0.052473,0.918485,0.750663,0.753869,0.780268,0.724243,1
0.462438,0.308100,0.798234,0.259724,0.028059,0.192943,0.357401,0.860219,0.936988,0.165066,1
0.818456,0.903311,0.312614,0.091695,0.885886,0.986654,0.024217,0.461459,0.121851,0.514655,0
0.226777,0.905385,0.289026,0.337083,0.856216,0.600268,0.146124,0.292338,0.508173,0.648489,1
