@relation RBF_Gradual_Moderate

@attribute attr0 numeric
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute class {0,1}

@data
0.6091415652310119,0.8334987647389986,0.5030222410274332,0.1969577853651595,0.3879642282781518,0.1462178804035674,0.9523199140512084,0.9065283502715402,0.9113486137850892,0.6007952282815526,1
0.8824524893280246,1.1500453979033518,0.6311982451166556,0.0576006992804425,0.6959261846936214,0.1444112636215761,0.2222391700011501,0.5487282222599487,0.4601675252785305,0.5063931899114177,1
0.7920289353659893,0.4263493673108902,0.7882781836469992,0.3409579209553207,0.818757636492411,0.2060826233369749,0.1714098332566343,0.3548578760818343,0.0338474343004624,-0.1540508070276465,1
0.581877006521044,0.7009798910465589,0.6812686078909826,0.4279399706204282,0.440834551531051,0.286958110618256,0.8926077349692129,0.7518348137369538,0.1628385577686115,0.4273362804255807,1
0.9664967510776477,-0.2016078320935376,-0.1074308507928802,0.3538665198141241,0.4685595896348128,0.3087672247047893,0.6888818298881998,0.8735140361942927,-0.0711016274721402,0.1998974639024373,1
0.3962995785803871,0.2606840250145845,0.2946733411596329,0.8283420390686055,0.6602728019400638,1.023863297539794,0.2571557399998028,0.5657825906378167,0.6435801566755247,0.5947604675801541,0
0.8040376462083272,1.0520802663512685,0.1633258373420631,0.8967449236262679,0.5708327074830911,0.4182783052430311,0.3484919829301127,0.762019666009411,0.3474754363987121,0.9604090898182508,0
0.6525636908717561,0.2783290162510795,0.3901955981286488,0.6457138967123675,0.3417554741909485,0.3150702571835783,0.6973068691485456,0.1039093617556763,0.487697615688265,0.970775126519534,0
0.2879863712452284,0.9039934301487984,0.9271987692145854,0.8993770936277744,0.3472574684262195,0.2047690745227034,0.8607071770169795,0.7130106752421551,0.6432051004513052,0.9875029236011148,0
0.764441110442014,0.3411219552415521,1.0195633423752255,0.7272708321178203,0.852755348059218,0.7012034078173511,0.2445294951029287,0.7066393517359364,0.1449355952507568,0.8705671512713791,1
0.9405992595818709,0.8210754430019027,0.9036870040160496,0.3495369347698953,0.5028732439190501,0.1253117540380647,0.0624355466679903,0.4930566278787059,0.3284130281752028,0.5514390143843442,1
0.6079383908815663,0.9618605136205316,0.3450304831901287,0.9739335559561207,0.1489881727693836,0.5504015530015979,0.7747993739721021,0.2779509377680746,0.7524929378703386,0.3323544433877362,0
0.6385949643545911,1.177890253680205,0.7551454126203776,0.859806482028729,0.8173149281600697,0.737042680652665,0.6158018490970606,0.7415765014856506,1.0530630196772384,0.7411672174588473,0
0.4997209431346599,0.2572547346684684,0.8207919230809526,0.7015274230360333,0.084079260977958,0.4935856595740895,0.8180621486605324,0.099567467679115,0.7790832054505094,1.070300221402373,0
0.9337436305680564,0.102194237740928,0.876344783802168,0.263411119837626,0.8879920620936252,0.7407080935402566,0.1545429815844345,0.2827300232926799,0.2082865916241855,0.3445849176866283,1
0.7973396245306504,0.7406841886480404,0.7046041090129659,0.2367403159415676,0.6645075785790335,0.4454889920027907,0.3166470487131074,0.4728142311868634,0.1239859894128364,0.1267782789517116,1
0.3447233347091825,0.4909278108028928,0.0947247238120883,0.4811524170246812,0.1858910030270744,0.9180785255987473,0.4857871647837662,0.6586600134971861,0.8863201774514471,0.6209879322807808,1
0.6257255553265955,1.0127584778668293,0.269431050866773,0.974963879132822,0.2239342886023185,0.5438907284728849,0.9192489043884344,0.2618045523784945,0.7121778365706648,0.2808154145630389,0
0.0715514142943864,0.3779115895476912,0.0218635744808313,-0.0081879853358257,0.5189523738993836,0.3797871166345797,0.3041518846949742,0.1172331346633096,0.9594398050041713,0.5461245224394169,0
1.1496421647153827,0.4803995050374876,0.8252615048788521,-0.0781779033798266,0.9756799114726435,0.3813102565341935,-0.1102750151226313,0.5643763275799857,0.4814271593918666,0.4311488883352393,1
0.8662109019067769,0.1888776189613488,0.2630353311564645,0.3223129407543207,0.4514318565660718,0.3399069417730122,0.8743130674024755,0.2787760160220168,0.9563120740220284,0.4258475724502508,0
0.9900867703741928,0.4620540441156501,0.577342717551346,0.0422335495350309,0.8502209962719864,0.3321045692779111,0.6548450218411731,0.4406369070161488,0.5660122223138183,0.5111856248180594,0
0.7127515213714058,0.2145332554928621,0.3897017129964832,0.6988822648149577,0.3204898236368024,0.3123154003622413,0.7696378356971629,0.0618501075664465,0.4615663636155465,1.0001141283592805,0
0.2765703950405818,0.9270333270179308,0.9014448736529052,0.8955816886902779,0.3712437254357753,0.1387426861260404,0.8439406466380153,0.7202981703676484,0.5959809976871737,1.0011276314825337,0
0.5948665936386207,0.6978768049253615,0.0735625730617937,0.9108340785186332,-0.2013541817009152,0.7846324967616188,0.5927879448463298,0.5007935275060742,0.7148085803275374,0.4400666188906446,1
1.0400261083873394,-0.1224264085006837,0.5204121432677821,0.7407426435634146,0.1292596710952493,0.916272465100116,0.6083565396908882,0.271135196758121,0.1575434096735428,0.4657736500107321,0
