@RELATION RANDOMTREE_Gradual_Noise

@ATTRIBUTE x_num_0 NUMERIC
@ATTRIBUTE x_num_1 NUMERIC
@ATTRIBUTE x_num_2 NUMERIC
@ATTRIBUTE x_num_3 NUMERIC
@ATTRIBUTE x_num_4 NUMERIC
@ATTRIBUTE x_cat_0 NUMERIC
@ATTRIBUTE x_cat_1 NUMERIC
@ATTRIBUTE x_cat_2 NUMERIC
@ATTRIBUTE x_cat_3 NUMERIC
@ATTRIBUTE x_cat_4 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.669486,0.706405,0.926632,0.518109,0.457136,0.000000,-0.252039,4.000000,4.079478,0.136236,1
0.823610,0.041969,0.105411,0.639498,0.870869,2.000000,1.005965,2.000000,2.985618,4.044962,0
0.498391,0.870493,0.154296,0.357780,0.819161,0.000000,0.957667,3.000000,2.852678,0.066990,0
0.727621,0.186010,0.325482,0.255588,0.781605,0.000000,2.899347,3.000000,2.048285,0.005077,0
0.433050,0.749085,0.537016,0.729812,0.506814,3.000000,1.124210,4.000000,3.027381,0.054414,1
0.245316,0.809145,0.341320,0.472697,0.085234,2.000000,2.926949,2.000000,1.018647,0.809534,1
0.054011,0.983722,0.552840,0.330404,0.348596,4.000000,3.967476,0.000000,1.883623,0.005450,0
0.753206,0.529650,0.787216,0.051139,0.428823,3.000000,2.883368,4.000000,2.074823,0.067738,0
0.442579,0.770152,0.717626,0.576904,0.069581,2.000000,1.927440,3.000000,0.926317,2.948318,1
0.337336,0.041237,0.939272,0.204432,0.533331,1.000000,0.055659,4.000000,3.908563,3.070827,1
0.591960,0.525997,0.812659,0.833650,0.631472,2.000000,2.041763,4.000000,0.118242,0.071842,0
0.061468,0.759192,0.660176,0.669166,0.902511,0.000000,3.895932,2.000000,3.007618,3.122859,0
0.933724,0.271651,0.008134,0.901247,0.408549,1.000000,0.033021,1.000000,1.007641,3.944947,0
0.557369,0.336899,0.532897,0.582462,0.387730,4.000000,3.879476,3.000000,4.087603,3.877105,0
0.885783,0.700790,0.873546,0.665236,0.313695,2.000000,-0.107322,2.000000,4.092677,4.150122,0
0.101421,0.978293,0.760663,0.122705,0.222509,1.000000,2.881031,2.000000,1.971906,2.844745,0
0.920451,0.700295,0.446189,0.144967,0.544425,4.000000,2.930351,2.000000,2.898575,1.041113,0
0.880975,0.084281,0.537433,0.367514,0.718881,1.000000,3.941269,4.000000,2.150811,0.933798,0
0.345041,0.448804,0.499264,0.584632,0.912146,3.000000,0.082353,2.000000,-0.052171,1.940033,1
0.968870,0.910131,0.741659,1.022042,0.963212,4.000000,2.135172,2.000000,3.024908,2.976134,0
0.092820,0.551786,0.521336,0.722906,0.160027,0.000000,4.008599,4.000000,1.922608,1.104378,1
0.285855,0.501293,0.838813,0.710871,0.894181,4.000000,1.092470,4.000000,0.107197,1.878330,1
0.777123,0.955529,0.167770,0.692523,0.237231,2.000000,3.752886,4.000000,2.984994,3.155736,1
