@relation SINE_Gradual_Recurring

@attribute attr0 numeric
@attribute attr1 numeric
@attribute class {0,1}

@data
0.4503100593495392,0.0680041553235144,0
0.0630802045881916,0.3327005999580197,1
0.8545388648030916,0.5802890037511944,0
0.3868102089120084,0.4056844246570597,1
0.4211557828041807,0.7028218378213115,1
0.5165100942356532,0.8561698624611959,1
0.930828044409009,0.959410423308752,0
0.1618972917415644,0.1907770846436959,1
0.8250916508739305,0.5041598313662943,0
0.9302437675601118,0.6690939708752505,0
0.1139111210449441,0.1048379479276595,0
0.7021959426738702,0.6259871339295953,0
0.8028164169873536,0.162355574685817,0
0.8191075402690179,0.7189560473661352,0
0.1008513256653529,0.8941711244760056,1
0.1989075164212638,0.0224694840349168,0
0.3960940680616133,0.8395247956676698,1
0.0783964723230162,0.7992688445832812,1
0.1963594029705228,0.4643627857208838,1
0.3577752731387644,0.6891160282714871,1
0.1657288120851446,0.5455596312323826,1
0.5609554385476754,0.9067386036824486,1
0.2583748400760836,0.5680165562972571,1
0.3451994098416799,0.9972705294540122,1
0.7711235260981801,0.4851230339075881,0
0.9523697998609088,0.8572889003671862,0
0.5794156879093851,0.833767046200557,1
0.2414050679515299,0.0496139561078803,0
0.852842737826253,0.6295758717218138,0
0.8083301531447558,0.972129534696632,1
0.7792580227027978,0.806303232275838,0
0.6425423762384355,0.3669057739270697,0
0.6721134040063735,0.0259224417347577,0
0.2300800450737238,0.4120394751710799,1
0.92869351559446,0.719885051834776,0
0.6589126407156786,0.2492939370500451,0
0.6573949942419686,0.2776836773741639,0
0.9801028004245635,0.7896638295495425,0
0.4785798660971799,0.4442388882277944,0
0.7483300354852094,0.8150460842306287,0
0.4590290344297528,0.1447817565278304,0
0.3227278019342087,0.1966430391083569,0
0.5419397269587669,0.321256917850818,0
0.6525489023148955,0.2486551549318946,0
0.437495371735971,0.9781415453291182,1
0.790586507262762,0.5500336277975272,0
0.2349268432500924,0.5533368297467158,1
0.1987705917159882,0.7175613849807386,1
0.1286501939741919,0.6791295144276833,1
0.3676991682694196,0.4165824194925666,1
0.6409168320539348,0.9017337298909718,1
0.8534439059438519,0.9574871689518412,0
0.0342631861927179,0.0375074259428258,1
0.215596760768114,0.7051469563751541,1
0.9164814247546168,0.9303251975790924,0
0.5126881254918026,0.8727973926599932,1
0.3935146509574755,0.5949116064791907,1
0.736220420406591,0.895188285273731,1
0.5362432707272734,0.7774601646065898,1
0.7982585626818169,0.5305529617346375,0
0.6088180672597718,0.9106177118958384,1
0.3617536908406268,0.7861962069317285,1
0.1757497873511665,0.1929910534817527,1
0.2182284990881767,0.309325722767214,1
0.0970338146206704,0.1220780012857772,1
0.2694440773351828,0.0781571628269409,0
0.7293386434352083,0.3772728193614274,0
0.0519763544424531,0.4698971761693221,1
0.6294817759805342,0.1726699062126715,0
0.2918040836624522,0.867689465463254,1
0.6408738566559304,0.7579555082235281,1
0.624320381117328,0.3882571269757821,0
0.573854061253072,0.5798044153455847,0
0.1170970432975905,0.1573485215752296,1
0.6865427828741425,0.4650687770407956,0
0.7687181226989518,0.1966276519997057,0
0.3268085115122304,0.1762494092966726,0
0.9404749995246008,0.9226814387321252,0
0.5066225740270424,0.7607333851209828,1
0.1278610863338096,0.7638788973657298,1
0.1870402827783606,0.7344422830362617,1
0.699610337653286,0.3821866336831497,0
0.0218292318883056,0.1440695110462937,1
0.4671902982589745,0.1312867363030753,0
0.8844436234810715,0.7731680587007563,0
0.3033508630310936,0.0718708497587743,0
0.4488207064253505,0.287585115205919,0
0.888596010003484,0.0343009540732143,0
0.8244053810792774,0.2130142536438037,0
0.5502357193194258,0.6978294639164432,1
0.6483532676327974,0.6009817613739703,0
0.1338759171997406,0.8769980150927549,1
0.8079942386886843,0.0585299798420781,0
0.6544122251239952,0.0502291002326652,0
0.9707612404960366,0.2343420818709027,0
0.1046460999874734,0.7874917054408522,1
0.9043445096947874,0.613443763924894,0
0.7116074731172312,0.6419968057506539,0
0.7366809690314728,0.615723714219702,0
0.6513200255233274,0.099908810942769,0
0.9644935896360044,0.4220116537974582,0
0.2383336087114174,0.9594042230543686,1
0.9584837027192056,0.3099825559964796,0
0.3225631607262654,0.5287982529020907,1
0.5533687580263548,0.7776539666869546,1
0.7535046773258715,0.5595037554079083,0
0.4044685564793653,0.8225070246182238,1
0.2454666093312191,0.2082239364015271,0
0.1330095307611918,0.2543517712140232,1
0.9702311706827956,0.2113784776053864,0
0.2024648061820952,0.4756696835118005,1
0.3581161207990179,0.9843022737583264,1
0.4876825323355892,0.3622294183275103,0
0.1791356756561672,0.6446747447357956,1
0.5774137286446347,0.6053992733600579,0
0.2547174120250555,0.0390751444717487,0
0.5903345468429878,0.4100147255116987,0
0.9180652738610302,0.4308789276024711,0
0.0600645538245084,0.3678186254205138,1
0.0668048095092032,0.5949129669089872,1
0.1922080759164529,0.360229778472755,1
0.5981208913959246,0.8998430730636258,1
0.1718509458354734,0.0279771939910493,0
0.9518753647260384,0.5837693308936079,0
0.8699001102375592,0.4135979992100773,0
0.8167639736947959,0.7670654049611411,0
0.2502841186044681,0.408255751035803,1
0.1358111721966149,0.512329824153164,1
0.0157258930097129,0.0528999037171752,1
0.916199449720884,0.1476160712026071,0
0.4473663249863565,0.6101916721214352,1
0.198444006790306,0.9452704115795388,1
0.3428540876291575,0.7407263218696593,1
0.1337073176833897,0.5558281060955219,1
0.3996664856203014,0.8439651252816606,1
0.642225192636649,0.3995169806005336,0
0.6095246744915119,0.6272628781708774,0
0.1729363062816721,0.377941070335971,1
0.5001521679712805,0.5848525598720183,1
0.7694746787501627,0.7538193975137563,0
0.051541630983989,0.078709213887836,1
0.4515938405345617,0.5802838945616218,1
0.992578089354394,0.025116685949925,0
0.012301435597171,0.847295528936636,1
0.5991113118147072,0.5960227320936967,0
0.8073298300582704,0.3407808084786686,0
0.8920940675067828,0.7368172918370299,0
0.4550793828434453,0.8929195083014796,1
0.4923506156383915,0.2252787460279897,0
0.9979439616256908,0.843318347701026,0
0.6368665670323574,0.2730147088051289,0
0.7668609104135061,0.2698874935452339,0
0.7806387514914941,0.1803687026664222,0
0.3378789251738956,0.1891312185008538,0
0.6770257510339328,0.0709446125649387,0
0.5782352503717897,0.8459225646981251,1
0.2167754822152219,0.928573953132496,1
0.1944846270811373,0.5402271991777429,1
0.8847244623031396,0.1060816845942077,0
0.8850625536853924,0.5599663421036835,0
0.039542964198289,0.2852892256909605,1
0.1949065443541598,0.6215088409320684,1
0.5859781052329641,0.1117823446264913,0
0.5472993033275341,0.5674560715206897,0
0.1126730944366143,0.4210710290898736,1
0.6007184283126884,0.0318947035018124,0
0.7745350668798882,0.3540683571281684,0
0.0578017334864187,0.7831891034510947,1
0.2363324350240185,0.1618147206278938,0
0.3541440821035082,0.3044715890207996,0
0.1228674318300585,0.1264105477377557,1
0.2210067115068802,0.8053228955516099,1
0.372265364370033,0.3911524544650605,1
0.9726661331884082,0.6966480777618965,0
0.5977209307016723,0.4291141057138444,0
0.502059210418986,0.5968250300802145,1
0.2445972904821893,0.5061242505986099,1
0.5726507135469389,0.8156777316588849,1
0.2041143250766908,0.6632485321498115,1
0.0193838139805647,0.3044721835375145,1
0.1241187375598266,0.1418257198892191,1
0.6466658305560796,0.658895988943145,0
0.9256625626044852,0.245117711351593,0
0.1764515473399599,0.1383686623457523,0
0.0402110348750547,0.2686171676503944,1
0.9456544623294536,0.80005188802474,0
