@relation SEA_Gradual_Recurring

@attribute attr0 numeric
@attribute attr1 numeric
@attribute attr2 numeric
@attribute class {0,1}

@data
6.587777774041751,3.207555287356749,1.8236988170918789,1
0.2291449123789213,0.9604129529063344,1.84567257448781,0
4.076237444986937,9.3855412243558,3.0189354148355383,1
6.077493097012371,4.45172446539021,8.808383411509888,1
6.418184010697479,5.095270294067413,5.807463433501205,1
0.8508656823543048,4.300891597695511,9.979749770495111,0
3.5733173525212703,4.393737921246128,3.92016542264516,0
2.199396850010702,4.573015657102965,8.701577728671934,0
9.946590026621692,8.18823826206437,9.225998424533502,1
4.284983016363818,7.369453023389424,6.13241172594355,1
7.108792975503111,7.430880663817193,3.603252876703661,1
4.051327633860188,0.8416453338194585,9.018583484988556,0
8.362015400409708,8.65105756372251,6.234653678560874,1
8.579178317581029,3.0442320328302355,9.434764236859476,1
9.484952040887816,8.625892074650862,1.231215209031585,1
9.431282167429874,3.195298951288276,6.636200420429289,1
0.2696089914174016,9.882147891706346,2.979699788164718,1
8.156726825970269,3.6997055418622873,2.566930505420034,1
7.76620751882122,3.180040995644987,3.350543098380366,1
8.843609977786132,2.056662115046678,1.4870289394566238,1
9.356293844714012,9.439912728652066,6.040779532126045,1
7.39603671207978,6.035177386908362,2.042365763847084,1
0.315259965675716,2.2362355024362746,1.0083874610416332,0
8.189823500339298,6.831572852185893,5.730581005904337,1
4.744018757703774,2.751703272525062,2.6410298308358704,0
4.554907174415488,8.352872546953185,3.3662048370334894,1
4.702605468144355,1.698946362273811,4.268745185187673,0
7.84746372389757,9.554178879311817,7.199470762322858,1
7.152033677271015,0.7912516672709635,3.19288504075256,0
5.229699891564257,4.200858600296683,3.884187211241609,1
8.211590057043953,2.099503395075346,0.908186759332844,1
1.1770695588417424,4.550412220957122,5.958779262156048,0
2.6835959657743604,5.383733571068517,2.384681333476668,1
5.649305865770798,2.280978102172353,3.45069810931004,0
3.990255034192416,6.845872038833628,6.397716783134757,1
3.987528062883112,2.022644339990436,0.1388214299609858,0
2.719345151109931,9.127119979789663,2.201360078039045,1
3.849966811619765,6.053841780158889,5.995893486626858,1
9.923025371937928,7.647454375542505,7.823055744466323,1
6.436207477701448,6.8197147529695,4.659463986630602,1
4.153729978111386,0.9680620309447764,3.0455241175316417,0
3.854050528594145,5.667915477825494,7.229158769553311,1
7.312875336264454,4.0813415837036295,9.951860649683033,1
5.886197455710727,9.33465821243736,1.7411121407965258,1
9.80727690058908,0.8638936732510405,1.6502829237363847,1
7.670291122891827,6.310026393436879,9.50812694414534,1
7.371570098654182,2.361827068438791,6.229395062407508,1
4.278902675673487,2.1704274426904235,5.433992116149292,0
4.642935209236763,3.6665382929540336,3.738815670257392,1
8.26333859583068,9.718773208031322,6.404102924992068,1
3.318136376584139,7.177913926494277,7.572498147876513,1
5.838768430974159,9.88709701168484,0.9746744060775114,1
1.9101044417432,3.798772832152984,0.9145952891801468,0
2.7238255284905657,7.88560126123373,4.052226792490571,1
5.595246204633206,2.110697554760641,1.899329206504308,0
0.4658113070617464,7.812125581714411,9.617398703949297,1
3.649761124155013,3.589299211734623,2.533337229860353,0
4.870321218487775,3.756727769261138,5.050126634057745,1
6.504493545815214,6.418282619664357,9.435563190453674,1
4.620000674059934,1.8450821230877568,8.52013699614054,0
2.0343115121196758,1.5742067325156783,1.9540626862312027,0
3.277528269419524,4.422439964884012,1.113551477990108,0
8.682175481191143,4.277342817821617,7.154202569521678,1
6.108758050464344,7.849981809717086,4.895046216698149,1
5.969954140087708,8.964255633344251,5.120602703010043,1
5.801164662947437,3.3482750082594803,1.3319173547864882,1
2.1802778988376303,5.822724709853546,2.150875143535756,1
3.164298792885877,5.011575912338829,9.88877321872549,1
5.124367792025125,4.635076005147632,7.106559217387823,1
0.1773413850693606,7.972864093842308,8.23648049508327,1
2.398290400771711,7.609044625510099,1.157591965676085,1
7.847584584976146,9.682185387944733,1.7250832966031615,1
9.590910348324345,7.736061904442174,9.002003548351368,1
3.820390017574424,6.256631493298678,8.70425177091722,1
8.761787851876372,9.36976362794848,1.1155935594191724,1
2.610152484940218,3.562974062912947,4.768138160796918,0
4.372325702989817,3.2632826182064942,4.9835561209746615,0
5.76190634066505,0.8141225070366331,8.9550123997678,0
6.09477241520672,7.716786486827274,0.6165460209885343,1
2.0315655307615064,5.375473095757675,1.8231179487315607,0
3.9962411881385873,6.8892760154022135,9.467790322364664,1
9.543590287749543,0.4546588320647649,6.559828231544199,1
5.7520183536930425,7.540177169085789,1.3564506391175035,1
8.709809481793183,2.577195791299487,7.858962825660701,1
0.0771862388107003,6.070030107833352,1.7508863098957297,0
8.342656704288533,2.279543460775688,3.683459167381932,1
8.45247762004229,6.922192614342469,3.919400098193706,1
9.866729118063958,2.4707548115130216,5.366494846141751,1
8.022412387002245,3.66231009019884,3.434821194910646,1
0.9425425976848044,3.808525958986971,8.284438498785779,0
8.401221038554661,5.515515944539775,5.784605080850053,1
5.534982330198513,3.801436952072234,4.702154262335024,1
5.902551753698175,0.7680417930825889,2.2841518944063752,0
9.722487352813262,7.77310081340978,6.4365888112395,1
4.017002739618112,7.465887247893686,5.637761730233973,1
8.105491232648452,0.3903241386923095,8.62770790559349,1
0.5341136900244292,3.376166471146784,0.0328901919488067,0
0.6158423321251971,1.9663031437894607,1.2985949494388305,0
6.89498060992122,4.201829006442614,6.571114037634831,1
0.4576217401238769,8.377594044313252,3.7142821699694286,1
4.595793397151291,8.271213867552273,0.6181537841599627,1
0.3760571666231127,1.6491815919695207,9.644260575156324,0
1.9424579074245207,5.604400252437722,5.593850518053291,0
3.389450298663287,0.664123998703352,4.915534870634496,0
7.265329151735328,3.215605402038207,0.2121617790586505,1
9.914170257032614,1.990076782752224,9.15466968455377,1
5.663373267755443,5.640043127258469,4.041045116098086,1
1.98771256548152,5.121057132660786,9.408972981884029,0
8.245701137573063,3.366412505190718,0.5147480046149489,1
5.64831758255166,1.7314310069471073,5.327952011105741,0
1.9108725819682129,8.20954479746273,8.238944988907926,1
9.27226954258263,2.148928658232281,4.989241910777964,1
6.573876560581198,7.494565780950148,6.334141283356805,1
0.986920885348056,6.757768758713966,1.7271687074087116,0
7.388299522720092,2.584677635993342,5.204016488557284,1
4.802830557776069,4.4656606743737886,9.087423001419516,1
2.872632227815932,9.459199509629844,6.213258530113271,1
3.772506202700235,0.0747901467213663,3.866818868062347,0
7.540281022160121,2.101153606197428,3.697469174782068,1
8.322038617027495,1.0101721829347698,9.900613889563406,1
5.480324370061861,6.856942385448873,8.41912689889484,1
9.144982659195223,9.48203323696461,1.9720364573229645,1
4.231063746821638,6.380612155730773,1.5554944873356646,1
8.817114621682368,5.243932936656638,7.477114272209292,1
3.765064047749436,2.787135014386073,2.996815364503335,0
8.156342751790472,9.2943666994407,4.27891982795101,1
3.5278329272816333,4.079620490003527,2.731799732687421,0
4.94615436988301,6.272119177858199,6.481507978843627,1
5.2062487005150775,4.775908373704921,5.026103420223194,1
2.818722683180993,4.039841509082885,3.7800157427086014,0
2.060617387757172,5.445661545948157,8.392366886552459,0
2.368098667717131,9.919392891698983,9.539752594951109,1
3.1938457876492263,3.7344423998694687,7.553238000741702,0
0.8585003734990437,5.703780754388643,9.715709302280526,0
6.562865187698832,0.7953662230204461,8.379233410639555,0
5.494539111865706,1.8341830626061728,2.648229382972349,0
3.051451625897635,4.199930597817087,5.113622950430564,0
7.686837225073778,1.2159222996093657,7.355687054149786,1
7.274568811530495,5.010410801460737,2.5694054382725087,1
0.1359187250032967,4.2794336775410216,2.220230270925679,0
0.3880759079667606,8.146784175298908,2.8343538338113703,1
2.7968771808353243,5.325989543742685,8.723638170920843,1
3.331669757987524,3.270001916215022,2.9217073296491414,0
1.8929022908904525,2.4295416124439626,5.589144094246507,0
4.808603707277187,3.356126306523397,0.9153063375891212,1
0.2657971614210452,3.497934316091808,9.117177430495056,0
