@RELATION CovType

@ATTRIBUTE attr_0 NUMERIC
@ATTRIBUTE attr_1 NUMERIC
@ATTRIBUTE attr_2 NUMERIC
@ATTRIBUTE attr_3 NUMERIC
@ATTRIBUTE attr_4 NUMERIC
@ATTRIBUTE attr_5 NUMERIC
@ATTRIBUTE attr_6 NUMERIC
@ATTRIBUTE attr_7 NUMERIC
@ATTRIBUTE attr_8 NUMERIC
@ATTRIBUTE attr_9 NUMERIC
@ATTRIBUTE attr_10 NUMERIC
@ATTRIBUTE attr_11 NUMERIC
@ATTRIBUTE attr_12 NUMERIC
@ATTRIBUTE attr_13 NUMERIC
@ATTRIBUTE attr_14 NUMERIC
@ATTRIBUTE attr_15 NUMERIC
@ATTRIBUTE attr_16 NUMERIC
@ATTRIBUTE attr_17 NUMERIC
@ATTRIBUTE attr_18 NUMERIC
@ATTRIBUTE attr_19 NUMERIC
@ATTRIBUTE attr_20 NUMERIC
@ATTRIBUTE attr_21 NUMERIC
@ATTRIBUTE attr_22 NUMERIC
@ATTRIBUTE attr_23 NUMERIC
@ATTRIBUTE attr_24 NUMERIC
@ATTRIBUTE attr_25 NUMERIC
@ATTRIBUTE attr_26 NUMERIC
@ATTRIBUTE attr_27 NUMERIC
@ATTRIBUTE attr_28 NUMERIC
@ATTRIBUTE attr_29 NUMERIC
@ATTRIBUTE attr_30 NUMERIC
@ATTRIBUTE attr_31 NUMERIC
@ATTRIBUTE attr_32 NUMERIC
@ATTRIBUTE attr_33 NUMERIC
@ATTRIBUTE attr_34 NUMERIC
@ATTRIBUTE attr_35 NUMERIC
@ATTRIBUTE attr_36 NUMERIC
@ATTRIBUTE attr_37 NUMERIC
@ATTRIBUTE attr_38 NUMERIC
@ATTRIBUTE attr_39 NUMERIC
@ATTRIBUTE attr_40 NUMERIC
@ATTRIBUTE attr_41 NUMERIC
@ATTRIBUTE attr_42 NUMERIC
@ATTRIBUTE attr_43 NUMERIC
@ATTRIBUTE attr_44 NUMERIC
@ATTRIBUTE attr_45 NUMERIC
@ATTRIBUTE attr_46 NUMERIC
@ATTRIBUTE attr_47 NUMERIC
@ATTRIBUTE attr_48 NUMERIC
@ATTRIBUTE attr_49 NUMERIC
@ATTRIBUTE attr_50 NUMERIC
@ATTRIBUTE attr_51 NUMERIC
@ATTRIBUTE attr_52 NUMERIC
@ATTRIBUTE attr_53 NUMERIC
@ATTRIBUTE class {1,2,3,4,5,6,7}

@DATA
2226.000000,256.000000,37.000000,270.000000,142.000000,1284.000000,111.000000,233.000000,243.000000,636.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3
2333.000000,273.000000,27.000000,90.000000,43.000000,845.000000,139.000000,236.000000,230.000000,631.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3
2339.000000,106.000000,29.000000,210.000000,49.000000,741.000000,254.000000,192.000000,45.000000,525.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3
2137.000000,94.000000,40.000000,124.000000,86.000000,402.000000,246.000000,150.000000,0.000000,272.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4
2114.000000,90.000000,37.000000,95.000000,63.000000,390.000000,246.000000,154.000000,0.000000,277.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4
2067.000000,96.000000,35.000000,42.000000,16.000000,371.000000,250.000000,168.000000,0.000000,295.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4
2013.000000,293.000000,36.000000,95.000000,65.000000,285.000000,101.000000,207.000000,234.000000,553.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3
2314.000000,324.000000,21.000000,277.000000,118.000000,700.000000,163.000000,213.000000,187.000000,499.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3
2313.000000,353.000000,25.000000,218.000000,117.000000,841.000000,168.000000,187.000000,150.000000,661.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6
3267.000000,124.000000,21.000000,553.000000,40.000000,4553.000000,250.000000,220.000000,87.000000,2061.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,7
