@relation STAGGER_Abrupt_Chain_Noise

@attribute attr0 numeric
@attribute attr1 numeric
@attribute attr2 numeric
@attribute class {0,1}

@data
1.0,0.9839725430802386,2.0,0
2.0,0.0396881925049545,1.0,0
0.0,1.917838114208661,2.0,0
1.0,1.0042152475037065,2.0,0
0.0,1.0692213391887304,2.0,0
0.0,2.040788985089614,2.0,0
2.0,1.8400753906523089,0.0,0
0.0,0.1071813148588233,0.0,1
2.0,0.1650706151648354,1.0,0
2.0,-0.0716324145752576,1.0,0
0.0,-0.1251995942835178,0.0,1
0.0,1.0043462273110466,0.0,0
0.0,-0.0948028997240661,2.0,1
0.0,-0.038654229828921,1.0,1
0.0,2.121716344471477,2.0,0
0.0,-0.1171585200687202,1.0,1
0.0,0.0102278201703498,1.0,1
2.0,0.0443056345654865,1.0,0
1.0,-0.1449921944711026,2.0,0
1.0,0.7729377277422019,1.0,0
0.0,-0.148199155487402,1.0,1
2.0,0.0122657639519148,2.0,0
2.0,0.0534215767236637,0.0,0
1.0,0.9445651951433832,1.0,0
1.0,1.098544459678571,2.0,0
0.0,0.9933358568380308,2.0,0
0.0,2.2123092344396,1.0,0
2.0,-0.0668942588926769,1.0,0
0.0,1.0204912033175553,0.0,0
0.0,1.1477707450984798,1.0,0
0.0,0.0266479092491954,0.0,1
0.0,1.0071064935033736,0.0,0
2.0,0.935928723091161,1.0,0
0.0,1.936193382833424,1.0,0
2.0,1.1577580743949918,1.0,0
1.0,-0.0435695451854217,0.0,0
1.0,1.9050047714850584,1.0,0
0.0,2.1219777996986693,0.0,0
1.0,1.998227306088492,2.0,0
2.0,1.6898505600211553,2.0,0
1.0,1.9662713846266708,2.0,0
0.0,1.035970012988825,1.0,0
1.0,1.163963131511861,2.0,0
0.0,0.0626849959321607,0.0,1
2.0,2.008149564163332,2.0,0
0.0,1.947198170740691,1.0,0
1.0,1.8946622624029728,0.0,0
1.0,1.1431091504927462,2.0,0
0.0,1.951580644125154,1.0,0
1.0,0.0252902544254287,1.0,0
1.0,1.904615157858996,2.0,0
2.0,2.0559389344641503,1.0,0
1.0,1.9000679353643752,1.0,0
0.0,-0.0477133721736584,0.0,1
2.0,1.0411448528773102,0.0,0
0.0,0.019632767970403,0.0,1
1.0,-0.2303359566201633,0.0,0
2.0,2.045935079359658,2.0,0
1.0,-0.0047973591762452,0.0,0
2.0,1.0673470044606717,0.0,0
1.0,1.9670182720197564,2.0,0
0.0,0.0998504055922133,2.0,1
2.0,0.8173493344925307,0.0,0
1.0,-0.0693797670040899,2.0,0
2.0,1.9747698546090275,0.0,0
2.0,0.8725366945707574,2.0,0
2.0,0.8678861013941399,1.0,0
0.0,-0.0954167920916339,1.0,1
1.0,1.117956070957352,2.0,0
2.0,1.84067052259358,2.0,0
2.0,1.1479157169090122,2.0,0
1.0,0.0245123312498422,0.0,0
1.0,-0.0409498274418941,0.0,0
0.0,0.9802302725465956,0.0,0
1.0,0.1015007021014973,1.0,0
1.0,0.0347635334723009,2.0,0
0.0,0.9793556454581848,2.0,0
2.0,1.0140815583687215,0.0,0
1.0,2.153773432480311,1.0,0
2.0,-0.1135360956839334,1.0,0
1.0,-0.144640880547029,2.0,0
1.0,1.9760180787331332,2.0,0
1.0,1.0602585720574889,2.0,0
1.0,1.0209683595970844,1.0,0
0.0,0.0418261895307556,1.0,1
1.0,0.0704063156329157,1.0,0
1.0,1.9762041625448792,2.0,0
2.0,0.9142534991055532,0.0,0
1.0,-0.0354035452206092,2.0,0
1.0,-0.0039167410989018,0.0,0
2.0,-0.2458631700738436,2.0,0
1.0,0.1983994887423188,2.0,0
0.0,0.2058598154214767,2.0,1
1.0,-0.1464036322057883,0.0,0
2.0,2.101664081627002,2.0,0
0.0,1.8900284869901367,1.0,0
1.0,0.0315011580107829,1.0,0
0.0,1.0528098629321787,2.0,0
0.0,1.923364738174324,0.0,0
1.0,0.0282133239226482,2.0,0
2.0,0.0930909649470571,0.0,0
2.0,0.9732023008318772,1.0,0
2.0,1.8471693774030464,2.0,0
2.0,0.0552958054705851,2.0,0
1.0,-0.0969431708116654,2.0,0
0.0,2.015027963737242,0.0,0
1.0,-0.0915327990221243,1.0,0
0.0,-0.092479293279506,1.0,1
0.0,1.113691340343111,0.0,0
0.0,1.9683511575032293,2.0,0
0.0,0.9061056775999105,0.0,0
1.0,0.0213545851874651,0.0,0
2.0,-0.1633749280860003,1.0,0
1.0,2.097415022738893,1.0,0
1.0,-0.0334847160527332,2.0,0
0.0,-0.0046887899648579,2.0,1
1.0,1.120577658324472,1.0,0
2.0,1.9825679056994008,0.0,0
1.0,0.9477911310231294,1.0,0
0.0,-0.0173536293417169,2.0,1
2.0,0.0930171037708251,2.0,0
1.0,0.9663305996199624,1.0,0
0.0,0.1740157438100105,1.0,1
1.0,1.91542436980478,0.0,0
1.0,1.9764997452847224,0.0,0
1.0,-0.0430140562373729,0.0,0
1.0,-0.1221466554130092,1.0,0
0.0,0.9570047822814856,2.0,0
2.0,2.057024091654703,1.0,0
2.0,0.8557309187467512,2.0,0
2.0,-0.0026635538053528,0.0,0
0.0,0.9072370322973432,1.0,0
0.0,0.0534499634353873,1.0,1
0.0,-0.1056385255627302,0.0,1
0.0,0.0196789017600943,1.0,1
0.0,1.0192280327074037,2.0,0
1.0,2.101248372856402,2.0,0
1.0,-0.136832850900216,0.0,0
2.0,1.0098745760934886,2.0,0
0.0,1.936475683692428,2.0,0
0.0,1.139653205437294,1.0,0
2.0,0.9623284889689872,2.0,0
0.0,0.0989988708221655,1.0,1
1.0,0.1180710218271642,2.0,0
0.0,0.009412256455564,1.0,1
2.0,1.7673785736221606,0.0,0
1.0,0.8616951913919897,2.0,0
2.0,2.0597795693029486,0.0,0
2.0,1.7828627768019016,2.0,0
1.0,1.018226626375261,0.0,0
0.0,0.1221084994744329,2.0,1
2.0,0.1526412429643096,1.0,0
0.0,0.0753044983348584,0.0,1
0.0,0.8801394349451224,0.0,0
0.0,-0.0593149735165508,2.0,1
0.0,-0.1504769347914728,1.0,1
1.0,2.0090493371904485,1.0,0
0.0,0.8984627875133311,2.0,0
2.0,1.0597540597261492,1.0,0
0.0,0.086836558491764,2.0,1
1.0,0.0789533457102766,0.0,0
1.0,1.902740807479997,2.0,0
0.0,0.0083131708054834,1.0,1
0.0,-0.196195013590795,1.0,1
1.0,2.010984579842422,1.0,0
0.0,2.12941282819065,2.0,0
2.0,2.017663952064198,1.0,0
1.0,1.9571098309191013,2.0,0
2.0,0.9128481515829866,2.0,0
1.0,0.8614834855139559,1.0,0
1.0,1.966570116801715,2.0,0
0.0,1.952558993496733,2.0,0
0.0,1.969861822185153,0.0,0
1.0,2.0895820982434063,1.0,0
1.0,1.9693526134335928,2.0,0
1.0,0.0226782390046367,2.0,0
2.0,2.1910095591310244,1.0,0
2.0,1.9810990141312916,2.0,0
1.0,-0.0714910188861151,2.0,0
0.0,1.1000505833285923,1.0,0
1.0,1.014480439679724,2.0,0
2.0,-0.059544091054863,0.0,0
1.0,2.012747560758169,0.0,0
2.0,0.0103001287049005,0.0,0
1.0,2.1248679619010504,2.0,0
1.0,1.1226901061002976,0.0,0
2.0,1.9882119429716465,2.0,0
1.0,1.0247835284479894,2.0,0
1.0,-0.0108859219764018,0.0,0
0.0,2.0004867721914645,2.0,0
1.0,-0.0350721200062899,1.0,0
1.0,-0.1604408808591694,1.0,0
2.0,1.8869220385858188,1.0,0
0.0,1.99593032528126,0.0,0
1.0,1.9510711788354889,1.0,0
1.0,0.1114932727436359,2.0,0
0.0,-0.158420648587762,1.0,1
2.0,2.05844147241793,2.0,0
2.0,1.0426183785735348,2.0,0
2.0,0.9063236033877772,1.0,0
0.0,0.0256426429869207,0.0,1
1.0,2.071635879943273,0.0,0
1.0,2.0632030386415265,0.0,0
1.0,1.8426579800285183,2.0,0
2.0,0.9597430426175376,2.0,0
1.0,-0.0052898778274318,0.0,0
1.0,1.0228543339646765,1.0,0
0.0,0.0900268723721598,0.0,1
2.0,-0.0628777325461795,0.0,0
2.0,1.0340752508056097,1.0,0
0.0,1.8387510327982357,1.0,0
0.0,0.7470190978005449,1.0,0
1.0,1.0697010975104568,2.0,0
1.0,1.7079015870644114,0.0,0
2.0,-0.0816806621032377,0.0,0
2.0,-0.0209934524725969,0.0,0
1.0,1.0227733113106847,0.0,0
1.0,-0.1015817453450003,2.0,0
