@relation SINE_Stationary

@attribute attr0 numeric
@attribute attr1 numeric
@attribute class {0,1}

@data
0.8191882455571836,0.5071124060748462,0
0.86929084086917,0.6770685438381245,0
0.2016635109548054,0.4783441998828974,1
0.3572354271550545,0.8466255568156672,1
0.7504521825011822,0.7694086815545521,0
0.8447188360246185,0.3787197528104938,0
0.0779731830997558,0.4676260718693956,1
0.2556810923164394,0.3638162095496541,1
0.7019793467019644,0.5577558326292795,0
0.4027418147857641,0.0520545934745232,0
0.3483983001757144,0.1054510544715947,0
0.8931225635093414,0.8396920855068254,0
0.1887981420297255,0.1802794069246892,0
0.7881925574821075,0.8180756224394233,0
0.8976998405098714,0.2336994470614198,0
0.3259945934572519,0.3922856936858706,1
0.1649235475682059,0.8473014470959069,1
0.7726997029653067,0.8022277939590391,0
0.4413480821562371,0.8542907219585841,1
0.119715859093691,0.8614592616396023,1
0.9678286980300091,0.9970934211210852,0
0.906237121300789,0.4381970615472557,0
0.7680353218269274,0.9596683412319174,1
0.3109773069039657,0.9577560989872648,1
0.3420230685651471,0.8457955959887471,1
0.6370896958330367,0.0405364094750265,0
0.2158907615971502,0.4129716620149006,1
0.4696419893925493,0.0409197801371512,0
0.1098162851953862,0.931635165654902,1
0.7720906013903951,0.4239583007714463,0
0.8242355193278871,0.7046904133424964,0
0.2637608147409263,0.4121760856140561,1
0.5267431325152038,0.5944352708304825,1
0.5899360918798033,0.955756771956632,1
0.5432145869201817,0.6847166066734877,1
0.2433146433587947,0.5492900126451539,1
0.3539074666668108,0.821544808399286,1
0.3766629542434803,0.1694203018174167,0
0.3740938088453024,0.2131033354080016,0
0.0905095253009683,0.2751403354759253,1
0.6510142644589524,0.3754954304139571,0
0.2367088248462093,0.2623111497907642,1
0.1489423954269204,0.529888735737667,1
0.0645030385535014,0.0213916123052656,0
0.4739686047984766,0.2744915850301456,0
0.2645686709535435,0.5462146854064186,1
0.0348206334358337,0.6718564295586417,1
0.3235155391990785,0.0770583064637376,0
0.0239445527658822,0.0930118742783537,1
0.0055734014214796,0.6496275379333953,1
0.8134000541115806,0.7986409306459137,0
0.0647166127767193,0.9556946450837264,1
0.3353592837396456,0.3946029485464697,1
0.5644500852098419,0.4713247712559194,0
0.5887911465666401,0.7094513407677576,1
0.5262338082446315,0.0575442013856304,0
0.9576839658898286,0.6564826042282076,0
0.0266315273561857,0.3751661600642563,1
0.774331560100501,0.0968239594724544,0
0.5869240137757848,0.443235902651202,0
0.7562495415756091,0.0348580072068819,0
0.1736545645617574,0.598824402861104,1
0.3692731220851253,0.0331425726041296,0
0.02924336986074,0.9441849831939808,1
0.3417478560921341,0.1893267364234512,0
0.4763292281665198,0.3068071964804384,0
0.5022174427048203,0.0557758352846986,0
0.4450177324070269,0.2618930671196997,0
0.8933647615672539,0.2429058654880158,0
0.574327893310759,0.6773247304142654,1
0.8823270180816511,0.7292729909511926,0
0.2377333430090128,0.6081624593605267,1
0.0438206825792412,0.5303732169879101,1
0.5437060998189672,0.9227450310418458,1
0.9091289881149748,0.9348643521614732,0
0.0250013815217717,0.8958348477701122,1
0.3088662887429791,0.4276119795645129,1
0.4938169125833126,0.5109819880804255,0
0.8141968923520526,0.2329958665168625,0
0.3095545118715334,0.1390598529090303,0
0.5440737394072306,0.3118145622322316,0
0.3094462493400116,0.7589402108401341,1
0.5384439165595077,0.986410857317325,1
0.9355910645957506,0.2814051570113968,0
0.0029700939834002,0.9308282417626984,1
0.2921043489916322,0.9425289162995928,1
0.5272470002491673,0.2389441618898439,0
0.7859999912815862,0.7368186014418883,0
0.565501410626108,0.9922597995343212,1
0.6334916041470597,0.2155279831664671,0
