@RELATION AGRAWAL_Abrupt_Simple_Severe

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
25.000000,1.000000,10519.330953,1.000000,131522.891189,22.000000,145270.387495,67325.053611,6.000000,0
80.000000,3.000000,0.000000,1.000000,92469.046723,10.000000,457736.505951,147568.062753,7.000000,1
33.000000,5.000000,24783.578943,3.000000,199648.698284,10.000000,340421.884635,28738.311485,6.000000,1
22.000000,20.000000,0.000000,4.000000,503079.047838,10.000000,108683.502066,103050.625307,2.000000,0
78.000000,7.000000,0.000000,0.000000,884640.313241,11.000000,350321.554887,115924.927696,1.000000,1
77.000000,3.000000,0.000000,2.000000,521587.566259,2.000000,255706.289965,95410.082338,3.000000,1
20.000000,3.000000,0.000000,4.000000,772183.593627,30.000000,29141.542174,117496.267931,1.000000,0
66.000000,13.000000,58538.494530,1.000000,113245.663345,20.000000,295834.297148,25065.126424,7.000000,1
56.000000,8.000000,83049.163272,4.000000,0.000000,12.000000,397980.830051,53149.804268,8.000000,1
70.000000,20.000000,14674.070334,4.000000,587598.501071,6.000000,52154.153806,74939.502804,1.000000,0
62.000000,17.000000,0.000000,3.000000,0.000000,3.000000,392065.649561,144091.196543,8.000000,1
24.000000,2.000000,12111.874643,4.000000,619900.269880,27.000000,278734.096837,48184.269796,3.000000,1
50.000000,18.000000,0.000000,2.000000,588797.303226,4.000000,36926.495252,104063.865562,1.000000,0
77.000000,16.000000,25817.960370,4.000000,670656.758666,26.000000,110387.096014,43375.794480,0.000000,0
22.000000,6.000000,13167.493516,0.000000,95613.736720,22.000000,11806.324505,62212.212033,7.000000,0
37.000000,19.000000,0.000000,2.000000,1109523.008162,6.000000,293502.134079,81459.318801,0.000000,1
71.000000,1.000000,0.000000,4.000000,772490.574554,22.000000,236605.366764,78691.738933,1.000000,1
25.000000,16.000000,0.000000,4.000000,684357.593142,19.000000,179302.237289,85625.080417,0.000000,0
21.000000,20.000000,0.000000,0.000000,578462.775512,3.000000,245461.657472,79375.608852,3.000000,1
49.000000,20.000000,0.000000,1.000000,0.000000,8.000000,354312.874649,129827.121277,8.000000,1
29.000000,16.000000,0.000000,1.000000,0.000000,12.000000,223058.707341,84989.826978,8.000000,1
58.000000,14.000000,0.000000,0.000000,123351.576705,23.000000,5858.537978,120225.084184,6.000000,0
57.000000,13.000000,0.000000,2.000000,114651.199515,13.000000,35898.636697,99955.367412,7.000000,0
41.000000,14.000000,81467.346621,0.000000,542857.934566,28.000000,105020.188782,39163.574619,4.000000,0
27.000000,18.000000,0.000000,1.000000,394760.362716,13.000000,427891.120965,126701.651245,3.000000,1
53.000000,12.000000,0.000000,3.000000,214474.671719,22.000000,483327.379652,77994.507192,4.000000,1
46.000000,6.000000,0.000000,3.000000,100394.361351,9.000000,330507.098366,146465.752844,7.000000,0
28.000000,19.000000,0.000000,3.000000,0.000000,25.000000,35424.635218,108997.377700,8.000000,0
35.000000,15.000000,0.000000,4.000000,728714.899689,13.000000,453807.344356,122864.741939,2.000000,1
56.000000,11.000000,0.000000,1.000000,0.000000,12.000000,167370.942575,77120.760549,8.000000,1
57.000000,14.000000,53065.149750,0.000000,0.000000,2.000000,93535.271686,61285.366902,8.000000,0
35.000000,5.000000,0.000000,2.000000,614467.705115,14.000000,115902.087099,88876.852533,1.000000,0
52.000000,15.000000,0.000000,1.000000,411799.239305,17.000000,327724.934005,127704.764718,0.000000,1
23.000000,13.000000,0.000000,2.000000,168993.656979,28.000000,485039.666064,110088.977281,6.000000,1
47.000000,17.000000,55805.678520,4.000000,165653.518135,4.000000,96046.012736,67990.782360,6.000000,0
79.000000,11.000000,15771.760579,4.000000,132259.393274,18.000000,333411.834298,31078.972789,7.000000,1
29.000000,7.000000,0.000000,0.000000,434362.561141,17.000000,15703.283561,105565.877284,3.000000,0
49.000000,7.000000,0.000000,3.000000,756127.361605,18.000000,251213.099279,92591.932425,0.000000,1
48.000000,14.000000,0.000000,1.000000,173455.514918,11.000000,348241.870749,149652.198822,6.000000,0
33.000000,2.000000,46192.141136,1.000000,657844.280691,21.000000,38992.064171,35769.563161,2.000000,0
24.000000,16.000000,0.000000,1.000000,0.000000,13.000000,438497.253504,118021.291222,8.000000,1
55.000000,17.000000,45839.395765,3.000000,657074.504763,9.000000,289631.859707,22485.818647,1.000000,1
34.000000,2.000000,58110.187862,2.000000,552527.460986,6.000000,78401.907198,71510.141368,2.000000,0
53.000000,6.000000,0.000000,3.000000,431062.777781,30.000000,219387.019579,116389.084455,4.000000,0
35.000000,16.000000,31854.670742,1.000000,207986.821693,15.000000,366459.346077,67717.799059,5.000000,1
43.000000,16.000000,0.000000,1.000000,343825.123969,21.000000,223288.033875,126311.612823,5.000000,0
35.000000,5.000000,61731.983082,4.000000,410690.166643,3.000000,406040.182108,64385.799751,0.000000,1
69.000000,5.000000,0.000000,2.000000,206669.079384,19.000000,499210.797340,85883.637672,6.000000,1
48.000000,17.000000,0.000000,2.000000,0.000000,8.000000,81688.440221,86512.871305,8.000000,0
51.000000,13.000000,63138.940034,0.000000,909957.154836,2.000000,283566.026320,32525.188332,1.000000,1
21.000000,18.000000,0.000000,1.000000,277946.463064,7.000000,230388.614826,83389.449174,5.000000,1
57.000000,20.000000,79692.282772,0.000000,511150.850094,25.000000,241405.389366,60119.307944,2.000000,0
74.000000,6.000000,0.000000,1.000000,121271.278945,16.000000,217453.340901,132224.944569,6.000000,0
35.000000,14.000000,22840.465861,3.000000,420183.816071,1.000000,229959.474702,73263.507808,1.000000,1
62.000000,11.000000,0.000000,4.000000,654572.035721,15.000000,445016.510638,87330.056112,3.000000,1
38.000000,11.000000,0.000000,3.000000,280158.418183,22.000000,188785.362389,99218.545007,6.000000,0
76.000000,5.000000,0.000000,4.000000,637154.715801,25.000000,427107.166238,133506.679399,3.000000,1
57.000000,8.000000,0.000000,2.000000,0.000000,9.000000,239159.760689,127170.289071,8.000000,0
66.000000,5.000000,0.000000,2.000000,120884.620203,29.000000,19640.152401,88023.521134,7.000000,0
68.000000,12.000000,0.000000,0.000000,873964.660593,28.000000,321997.923012,93309.692695,2.000000,1
80.000000,2.000000,69511.780296,2.000000,330298.312223,22.000000,302906.068774,54951.741889,5.000000,0
21.000000,10.000000,0.000000,4.000000,459435.898160,24.000000,259977.854644,100968.664849,2.000000,1
36.000000,11.000000,26817.964298,1.000000,483219.268086,6.000000,206789.350399,38094.740423,4.000000,1
68.000000,14.000000,0.000000,1.000000,517395.244796,16.000000,79416.757999,114800.187293,4.000000,0
35.000000,13.000000,0.000000,2.000000,870022.246939,25.000000,172374.699045,136687.672907,1.000000,0
59.000000,4.000000,0.000000,3.000000,102404.253358,11.000000,235551.274453,99795.587344,6.000000,1
57.000000,19.000000,78603.160090,2.000000,709391.530294,18.000000,294738.947099,31106.414678,1.000000,1
26.000000,2.000000,38769.329492,4.000000,772619.253118,26.000000,475046.292198,48685.699609,2.000000,1
59.000000,10.000000,57852.784610,3.000000,0.000000,21.000000,428266.432968,31692.853245,8.000000,1
21.000000,13.000000,75961.943775,0.000000,446850.084312,13.000000,97949.605888,67378.341134,4.000000,0
35.000000,20.000000,42545.270347,4.000000,153645.537441,26.000000,332842.935237,55158.965888,5.000000,1
40.000000,19.000000,67618.168285,0.000000,565897.960975,9.000000,170648.744744,72522.942332,4.000000,0
70.000000,13.000000,61493.994876,4.000000,855374.250679,3.000000,80852.488668,21109.120998,2.000000,0
36.000000,18.000000,48453.587351,1.000000,328634.957155,21.000000,230102.865155,52366.094690,2.000000,0
49.000000,9.000000,0.000000,1.000000,140853.039524,25.000000,308792.896917,88713.293605,7.000000,1
53.000000,9.000000,53542.033021,2.000000,0.000000,30.000000,425219.271096,66171.493600,8.000000,1
67.000000,2.000000,41827.259289,3.000000,320627.248025,14.000000,495117.824758,42636.737700,5.000000,1
23.000000,12.000000,0.000000,4.000000,0.000000,3.000000,362727.438203,105040.802008,8.000000,1
35.000000,9.000000,0.000000,4.000000,0.000000,9.000000,184693.998921,133061.043323,8.000000,0
