@RELATION AGRAWAL_Abrupt_Simple_Severe

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
49.000000,15.000000,0.000000,1.000000,226786.393845,29.000000,442105.477613,129167.362623,4.000000,1
59.000000,8.000000,0.000000,4.000000,587077.974942,15.000000,287508.598449,132400.490662,4.000000,0
57.000000,8.000000,45225.043293,1.000000,343303.658125,30.000000,124299.730621,72851.023467,3.000000,0
39.000000,1.000000,0.000000,0.000000,301297.672880,4.000000,363530.516858,126704.555860,4.000000,1
48.000000,10.000000,0.000000,4.000000,148295.517042,3.000000,145999.818526,75136.154528,7.000000,0
50.000000,9.000000,67671.580575,2.000000,99869.444776,14.000000,176046.822548,37971.347819,7.000000,0
63.000000,11.000000,38466.176086,1.000000,101091.552625,17.000000,346907.765009,59177.157247,7.000000,1
46.000000,8.000000,0.000000,4.000000,79244.644150,21.000000,65308.914871,139455.997348,7.000000,0
29.000000,1.000000,78798.871546,4.000000,232832.618132,23.000000,231386.545772,22381.941186,5.000000,0
41.000000,2.000000,42703.073511,1.000000,317643.627808,5.000000,260041.345511,61016.306434,4.000000,1
46.000000,5.000000,0.000000,0.000000,97057.271736,15.000000,482703.877950,108080.908441,7.000000,1
60.000000,17.000000,72008.552440,0.000000,382201.749881,24.000000,183014.317595,62085.894489,4.000000,0
33.000000,7.000000,0.000000,2.000000,342374.381117,29.000000,75266.367096,75454.608046,5.000000,0
67.000000,17.000000,65517.638739,0.000000,622293.135599,27.000000,16584.465589,72267.476812,3.000000,0
38.000000,16.000000,75450.183657,4.000000,515962.061251,5.000000,116726.560997,24286.114574,2.000000,0
30.000000,3.000000,0.000000,4.000000,1135417.289378,25.000000,340867.960777,107182.249886,0.000000,1
23.000000,9.000000,46933.238423,4.000000,399405.835343,27.000000,279623.295262,65454.562401,5.000000,1
76.000000,7.000000,28343.087680,1.000000,127779.054953,14.000000,271307.200449,29738.125101,6.000000,1
