@RELATION RANDOMTREE_Abrupt_Simple

@ATTRIBUTE x_num_0 NUMERIC
@ATTRIBUTE x_num_1 NUMERIC
@ATTRIBUTE x_num_2 NUMERIC
@ATTRIBUTE x_num_3 NUMERIC
@ATTRIBUTE x_num_4 NUMERIC
@ATTRIBUTE x_cat_0 NUMERIC
@ATTRIBUTE x_cat_1 NUMERIC
@ATTRIBUTE x_cat_2 NUMERIC
@ATTRIBUTE x_cat_3 NUMERIC
@ATTRIBUTE x_cat_4 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
0.639427,0.025011,0.275029,0.223211,0.736471,4.000000,0.000000,4.000000,3.000000,0.000000,0
0.029797,0.218638,0.505355,0.026536,0.198838,4.000000,3.000000,1.000000,3.000000,4.000000,0
0.278191,0.869300,0.758807,0.159659,0.422614,2.000000,1.000000,1.000000,2.000000,0.000000,0
0.092746,0.096716,0.847494,0.603726,0.807128,3.000000,4.000000,0.000000,3.000000,0.000000,0
0.552041,0.829405,0.618520,0.861707,0.577352,0.000000,0.000000,1.000000,2.000000,0.000000,1
0.855318,0.866484,0.380126,0.453410,0.834110,1.000000,2.000000,2.000000,1.000000,2.000000,0
0.701820,0.683548,0.071403,0.634978,0.534140,1.000000,1.000000,3.000000,3.000000,2.000000,1
0.989523,0.640000,0.556950,0.684614,0.842852,0.000000,1.000000,0.000000,2.000000,3.000000,1
0.267741,0.210983,0.942910,0.876368,0.314678,3.000000,3.000000,3.000000,1.000000,2.000000,0
0.139630,0.744989,0.538977,0.747014,0.428434,4.000000,3.000000,2.000000,1.000000,1.000000,0
0.509526,0.090909,0.047116,0.109649,0.627446,3.000000,4.000000,0.000000,3.000000,3.000000,0
0.595888,0.468050,0.251414,0.553226,0.942431,0.000000,4.000000,2.000000,2.000000,0.000000,0
0.293500,0.158158,0.003245,0.722092,0.719681,4.000000,1.000000,4.000000,0.000000,2.000000,1
0.841669,0.507663,0.198911,0.373914,0.161549,4.000000,0.000000,4.000000,2.000000,3.000000,0
0.019477,0.929099,0.878722,0.831666,0.307514,0.000000,1.000000,4.000000,0.000000,0.000000,0
0.731908,0.816023,0.977984,0.532706,0.125761,3.000000,4.000000,1.000000,2.000000,4.000000,1
0.872433,0.423138,0.211798,0.539296,0.729931,1.000000,2.000000,3.000000,2.000000,3.000000,0
0.899614,0.451486,0.247906,0.064026,0.021034,4.000000,1.000000,4.000000,1.000000,0.000000,0
0.070993,0.631103,0.228942,0.905420,0.859635,0.000000,4.000000,1.000000,2.000000,3.000000,0
0.214237,0.132312,0.935514,0.571043,0.472671,3.000000,3.000000,1.000000,0.000000,0.000000,0
0.658983,0.354298,0.411102,0.863837,0.054171,0.000000,0.000000,3.000000,2.000000,0.000000,1
0.248656,0.190209,0.448614,0.421882,0.278545,1.000000,0.000000,3.000000,4.000000,0.000000,1
0.050588,0.999282,0.836028,0.968996,0.926367,1.000000,1.000000,3.000000,3.000000,3.000000,0
0.213747,0.401040,0.058635,0.378973,0.985309,2.000000,3.000000,2.000000,3.000000,4.000000,0
0.661871,0.486671,0.189898,0.217701,0.058483,4.000000,0.000000,2.000000,0.000000,0.000000,1
0.584178,0.502850,0.852720,0.157433,0.960779,0.000000,1.000000,0.000000,4.000000,0.000000,1
0.675213,0.235204,0.119887,0.890287,0.246215,4.000000,0.000000,4.000000,0.000000,3.000000,0
0.657373,0.565227,0.316370,0.260766,0.669726,2.000000,1.000000,2.000000,3.000000,1.000000,0
0.671690,0.299997,0.316177,0.751864,0.072543,3.000000,4.000000,4.000000,0.000000,0.000000,0
0.537634,0.505885,0.132457,0.349009,0.068791,1.000000,2.000000,2.000000,1.000000,3.000000,0
0.833745,0.703540,0.611678,0.987233,0.653976,0.000000,4.000000,2.000000,0.000000,1.000000,1
0.264466,0.889713,0.742417,0.155448,0.281756,1.000000,2.000000,1.000000,2.000000,4.000000,0
0.488532,0.905336,0.846104,0.092298,0.423576,2.000000,0.000000,0.000000,2.000000,1.000000,0
0.637113,0.261955,0.741231,0.551680,0.427687,0.000000,0.000000,0.000000,1.000000,4.000000,1
0.036028,0.369216,0.552525,0.429787,0.041829,2.000000,0.000000,2.000000,1.000000,1.000000,0
0.666933,0.353679,0.559884,0.874713,0.973837,1.000000,1.000000,1.000000,1.000000,3.000000,1
0.024786,0.736564,0.332185,0.930816,0.802235,1.000000,2.000000,1.000000,0.000000,3.000000,0
0.872167,0.858593,0.222434,0.816587,0.460303,2.000000,1.000000,1.000000,0.000000,1.000000,1
0.398466,0.278603,0.069421,0.773327,0.351146,4.000000,3.000000,4.000000,2.000000,0.000000,0
0.115342,0.970401,0.178568,0.962534,0.265466,0.000000,4.000000,3.000000,2.000000,2.000000,0
0.436394,0.984236,0.115646,0.899505,0.190079,0.000000,3.000000,0.000000,4.000000,4.000000,0
0.686857,0.940263,0.737038,0.197035,0.431297,2.000000,4.000000,2.000000,0.000000,2.000000,1
0.507123,0.666893,0.326183,0.697208,0.554412,1.000000,3.000000,3.000000,1.000000,4.000000,0
0.569105,0.406075,0.833725,0.303875,0.210183,4.000000,4.000000,2.000000,3.000000,3.000000,0
0.442160,0.213701,0.473186,0.901181,0.796025,1.000000,0.000000,2.000000,4.000000,4.000000,0
0.335188,0.818423,0.751138,0.672796,0.224641,1.000000,1.000000,0.000000,0.000000,1.000000,0
0.983936,0.611274,0.768489,0.455416,0.886137,4.000000,1.000000,3.000000,3.000000,3.000000,0
0.243984,0.656058,0.005545,0.750964,0.770046,0.000000,3.000000,1.000000,1.000000,4.000000,0
0.464550,0.557406,0.917470,0.121359,0.133339,3.000000,4.000000,4.000000,4.000000,2.000000,1
0.950040,0.891426,0.612652,0.719274,0.504778,4.000000,3.000000,1.000000,3.000000,3.000000,1
0.259192,0.247240,0.637661,0.765814,0.521300,1.000000,2.000000,3.000000,0.000000,2.000000,1
0.234494,0.335848,0.893027,0.080578,0.150831,3.000000,1.000000,1.000000,0.000000,3.000000,0
0.407599,0.542611,0.415774,0.206834,0.420144,4.000000,0.000000,4.000000,3.000000,3.000000,0
0.005896,0.351759,0.753475,0.853448,0.953430,3.000000,4.000000,4.000000,4.000000,1.000000,0
0.488229,0.272935,0.485642,0.388857,0.668874,3.000000,1.000000,3.000000,1.000000,4.000000,1
0.534124,0.906929,0.591893,0.663000,0.083947,3.000000,1.000000,3.000000,1.000000,0.000000,0
0.260156,0.327353,0.454699,0.337501,0.879640,2.000000,3.000000,2.000000,0.000000,3.000000,0
0.019383,0.539419,0.999908,0.349960,0.650144,0.000000,0.000000,1.000000,1.000000,0.000000,0
0.621336,0.238545,0.473561,0.114389,0.947757,3.000000,2.000000,2.000000,1.000000,4.000000,0
0.607247,0.747926,0.114533,0.819301,0.964721,0.000000,4.000000,0.000000,2.000000,4.000000,0
0.677347,0.958173,0.396654,0.715015,0.075996,1.000000,0.000000,2.000000,4.000000,0.000000,1
0.796227,0.565933,0.041069,0.532745,0.661521,0.000000,4.000000,2.000000,0.000000,3.000000,0
0.822331,0.105539,0.960788,0.635585,0.828707,1.000000,3.000000,1.000000,4.000000,2.000000,1
0.615912,0.919618,0.774641,0.464874,0.825735,4.000000,2.000000,2.000000,1.000000,0.000000,0
0.278928,0.450802,0.750476,0.569850,0.668188,2.000000,0.000000,3.000000,2.000000,1.000000,1
0.487550,0.354825,0.258352,0.279658,0.596155,2.000000,4.000000,0.000000,4.000000,1.000000,0
0.085613,0.720075,0.488578,0.758165,0.690609,3.000000,3.000000,0.000000,0.000000,2.000000,1
0.221596,0.691787,0.306206,0.581556,0.473260,4.000000,2.000000,3.000000,4.000000,2.000000,1
0.351811,0.453745,0.306623,0.230538,0.721284,2.000000,0.000000,4.000000,1.000000,1.000000,1
0.216385,0.484199,0.724585,0.976607,0.524637,2.000000,0.000000,1.000000,2.000000,1.000000,1
0.360881,0.302268,0.708018,0.126583,0.045516,0.000000,4.000000,2.000000,1.000000,3.000000,0
0.102588,0.012265,0.284339,0.478714,0.340706,0.000000,2.000000,3.000000,0.000000,0.000000,0
0.400707,0.074082,0.629446,0.053609,0.149198,4.000000,2.000000,0.000000,1.000000,0.000000,0
0.558073,0.416174,0.596127,0.618418,0.775694,3.000000,3.000000,3.000000,2.000000,4.000000,1
0.990031,0.305380,0.621027,0.609631,0.740089,1.000000,1.000000,2.000000,0.000000,1.000000,1
0.239865,0.551992,0.156533,0.408518,0.689371,3.000000,2.000000,0.000000,1.000000,2.000000,0
0.706956,0.702988,0.454031,0.687385,0.923911,4.000000,1.000000,3.000000,0.000000,4.000000,0
0.224809,0.148989,0.265632,0.142236,0.059638,2.000000,4.000000,4.000000,2.000000,3.000000,0
0.124354,0.688678,0.699734,0.942676,0.500472,3.000000,3.000000,0.000000,4.000000,0.000000,1
0.889423,0.734534,0.603714,0.025865,0.228924,4.000000,4.000000,0.000000,2.000000,4.000000,0
0.040232,0.756269,0.470501,0.651509,0.916073,1.000000,4.000000,3.000000,3.000000,0.000000,0
