@relation SINE_Abrupt_Simple

@attribute attr0 numeric
@attribute attr1 numeric
@attribute class {0,1}

@data
0.6811014169916976,0.4367345795279133,0
0.2486485932955029,0.4947994129149987,1
0.1805500020168267,0.6337300986515845,1
0.5980891674303325,0.839116100753216,1
0.3874471230429633,0.8204766000564931,1
0.9099787415385352,0.9060957519108316,0
0.0305965805700579,0.1715655853788923,1
0.098748018571412,0.4744260327818888,1
0.2779327017631263,0.6172022994134437,1
0.8661877266898789,0.6371416456499032,0
0.8932400573470272,0.709891820605233,0
0.1084637542192014,0.7071213444804418,1
0.3838983834924857,0.0263766849589723,0
0.8334405353305943,0.5465577794079144,0
0.4927826514054259,0.6375812690668597,1
0.3394556153146686,0.7272863463432729,1
0.2942552840579703,0.4236191146304767,1
0.5407907246329354,0.9364601913515236,1
0.9862627573921312,0.355910903710617,0
0.7446744236304431,0.044280472932649,0
0.8439677770068184,0.0452200382811178,0
0.7558409756311317,0.5859050951411742,0
0.6232392302930801,0.1572251893108538,0
0.8550113872910701,0.611262908965912,0
0.3392417920713114,0.6678100898757046,1
0.1736253363525025,0.3189471867982012,1
0.6107116784135908,0.3421331278521586,0
0.204011233375111,0.9902566852756944,1
0.1431231293607578,0.5408872355960851,1
0.742949578860346,0.378146420333583,0
0.9261384354627112,0.511935270606529,0
0.2463869570140411,0.3068095677472374,1
0.6868074871842538,0.5557171982421785,0
0.296078710637405,0.7517374079499702,1
0.1123661031334108,0.9469710726176144,1
0.1359151537606699,0.0779850718513558,0
0.5562258544823246,0.7519957927678209,1
0.4045314402504052,0.8026636313650378,1
0.3712259100606001,0.6471934639457066,1
0.3464103729750739,0.8905965986575299,1
0.4414641721938407,0.1803089772131555,0
0.2322484882615061,0.1287050147049268,0
0.6672239933550971,0.1921126375519465,0
0.7250919233843084,0.7839340960636774,0
0.6778487829166476,0.1804465192304986,0
0.4514046294929867,0.4620688458519507,0
0.8261131024000775,0.7312340409180547,0
0.7778446533785518,0.5575912770851781,0
0.0499295937796921,0.1574393753109182,1
0.7630387534404551,0.6044918452786412,0
0.7849435814796313,0.0247781319152599,0
0.0013288373809238,0.2012530802642239,1
0.7769224151878801,0.902031777507263,1
0.6519704187369011,0.7992027059148342,1
0.8029132214722322,0.6046640341167515,0
0.8268340479508461,0.2259268949604165,0
0.5209409094506594,0.1806012159317545,0
0.3216753929507351,0.9931104840927584,1
0.4497206613536423,0.89678643919405,1
0.1568934636111419,0.8502717273091591,1
0.9101262574155607,0.8655487982685137,0
0.0031516899640332,0.2027142571899242,1
0.2453080470345214,0.9595408100801804,1
0.9410266715281872,0.0635011371939681,0
0.9212906506076268,0.7441848876109038,0
0.1179420429195675,0.9933094972015832,1
0.2753233945027499,0.7697300881312127,1
0.8743486766527981,0.45489652601298,0
0.2300640047453606,0.3581265543318092,1
0.5020203758074814,0.8547269696889879,1
0.4672655275511315,0.950559674884354,1
0.4745119845359775,0.5050611313668626,1
0.4368837061965305,0.6299177505496136,1
0.2999541633427897,0.7296072142741532,1
0.7123257103501957,0.0653480568555762,0
0.3916561259295147,0.0680535108734737,0
0.5583179937888263,0.073403308876558,0
0.9466736483804494,0.6285075918941396,0
0.3980692558000037,0.869903768240929,1
0.5508809062147371,0.7290285140675772,1
0.6602959091123161,0.95315227987668,1
0.5377611180634685,0.5398875903829755,0
0.077946279539539,0.929795191770263,1
0.2574891534016058,0.6901143698134092,1
