@relation AGRAWAL_Abrupt_Simple_Severe_Noise

@attribute attr0 numeric
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute class {0,1}

@data
64950.84346632175,15122.347658259489,76.0,1.9702524704405333,6.0,7.0,88882.74590203901,26.08054772345057,302095.0331643066,1
57101.37223382753,66199.61611738321,34.0,1.9964526624393264,4.0,1.0,722890.1257151233,23.96668895811416,351912.8871518326,1
29275.816533158337,35976.6520840366,78.0,1.0422633253613598,10.0,0.0,850733.1276096506,12.968131285588113,122632.9633245692,1
63152.69004679636,38262.29925885894,73.0,3.999810604008309,1.0,1.0,781921.710291856,10.87500361233148,165661.46640137237,1
58876.476893753046,11248.4173698763,63.0,2.9802178433734747,15.0,8.0,-0.0331259858555821,14.921536087927535,451431.72387115087,1
61499.78993734134,16252.599799873084,54.0,2.8618606378693485,1.0,8.0,-0.0513978713436737,7.067237510009353,384705.4741551622,0
136102.19943322116,0.0,62.0,2.0676308883091017,14.0,0.0,778886.6129569758,6.921167767572459,114503.24228738066,0
75773.09252155396,0.0,73.0,3.024218109096712,10.0,3.0,748978.426216257,11.953584050443526,243844.66059673464,0
46580.64482193037,18762.360500223574,44.0,4.086405398285147,3.0,2.0,561707.5347672761,20.022260166980843,438572.8328060112,0
109443.33987911289,0.0,45.0,1.9065118930126292,14.0,0.0,925155.2869417575,20.98084537985513,14334.660136765688,1
124636.65713487745,0.0,60.0,2.918772740132691,12.0,2.0,832684.896964906,7.046790656243613,46150.62883935773,0
91741.28191172256,0.0,25.0,0.0468854215271214,16.0,1.0,446372.30979795975,9.908472160924871,180885.76350974728,1
74659.66809505102,76839.57952444413,78.0,4.063561545040997,9.0,0.0,780324.0522577724,27.04123382964808,376137.2817769946,1
62861.34899172433,62855.69209684552,46.0,4.067478919934541,15.0,2.0,459196.0991553805,2.106556223289496,28021.61373657628,0
39255.85547600495,16126.16027908412,47.0,0.1058155950458443,8.0,2.0,499152.62593485886,30.010106695965487,110455.19959875284,0
147904.87669665145,0.0,56.0,0.80498169555877,9.0,4.0,249307.0959703143,7.1195690938324585,319860.2363172688,0
97434.74028007772,0.0,27.0,1.9637263208715368,14.0,3.0,709075.0945200659,27.912784715971053,431681.1896288115,1
72793.94698602507,76374.27022339121,70.0,1.01199497865897,17.0,5.0,222493.19317394565,9.10264457547824,141969.30901735855,1
28426.47672026837,68800.81043752746,37.0,3.981682797393487,17.0,3.0,315188.9477759951,13.052900394060554,46303.30796945988,0
55880.76762806785,38760.64324181041,35.0,1.0695742311452905,4.0,0.0,712059.2704269518,30.01613540398838,67531.99278460337,1
119349.40770831725,0.0,36.0,0.0518501147722913,18.0,2.0,516896.27870479645,22.91346081080989,104930.30839601172,0
112377.57642828349,0.0,74.0,3.002892065584194,6.0,3.0,401148.268407652,14.977095614309098,171743.13391134902,0
59185.95164019267,53340.4893731589,78.0,4.017400659681299,20.0,0.0,575017.3525388611,4.082383605786658,451518.1728445775,1
103738.37699433332,0.0,38.0,4.01031514778925,9.0,6.0,171339.90258011184,19.11228190962912,182330.9333033687,0
88109.00284449941,0.0,23.0,1.9744404507274185,13.0,8.0,-0.0383299308685176,21.15613556012412,183819.2621857804,1
119504.75986575222,0.0,61.0,2.144988292510948,13.0,3.0,520481.0507642963,0.9552487805520388,306937.33841207623,0
53681.49616540177,13401.068825989398,58.0,2.977264671389459,12.0,5.0,185474.287734486,26.95288059906324,32486.811508480307,0
101951.16581632328,0.0,21.0,1.0221743498401092,12.0,2.0,405746.4195874953,3.1311966017397967,428468.2902262508,0
93806.4815814889,0.0,31.0,3.053790426635021,12.0,3.0,539834.3222278984,9.083990883769996,262452.08618668653,1
76000.08401037006,0.0,60.0,3.7413698065006913,17.0,5.0,336180.8021175547,26.18870522678809,146976.2520101113,0
64533.35170694368,45964.44882319584,25.0,2.0844074634808183,18.0,3.0,610689.227660703,29.826998041245268,407657.9559947174,1
136248.51975679505,0.0,69.0,1.135579321060957,11.0,3.0,331626.2391754777,25.837819095102237,361165.8987167719,0
110990.27038517589,0.0,27.0,3.122950997959602,16.0,0.0,1128251.527321658,7.982580182828668,170717.0593844382,0
93014.97166070084,0.0,43.0,0.0775220362155329,19.0,7.0,59244.83293184012,21.99916012851327,27986.933140587356,1
123838.15242377522,0.0,32.0,3.1756349652185825,8.0,0.0,1074002.4593201426,28.936770768894554,442401.2248771093,0
92814.9317670634,0.0,75.0,0.1426627875686161,7.0,0.0,486927.7477614167,14.907843938506817,291227.16557493864,0
93940.08974216864,0.0,80.0,4.068315424468461,2.0,3.0,352761.37928457133,17.052965756803545,105174.99009502884,0
64809.35611477775,35615.118851495914,72.0,3.0057383970529146,19.0,8.0,0.0357194607242665,18.193602809485824,408617.1141253003,1
119132.2898600693,0.0,35.0,4.112127233169593,8.0,1.0,549482.2741760358,23.837346346841592,264217.3910272266,0
131534.69945163437,0.0,72.0,2.909921935478037,10.0,1.0,424047.002548436,16.909608921066816,228249.1955052037,0
54794.7319958057,62989.02783331184,52.0,4.140560692683962,2.0,7.0,126385.41818448593,20.951506917963066,49763.362963257416,0
81039.65993429886,0.0,60.0,4.079702785704685,9.0,6.0,199708.219569018,8.107440143076118,337322.69369891536,0
35871.7362273645,53654.46086918255,21.0,0.8724360602865483,17.0,2.0,629946.213910153,12.929788521298216,477309.6628985826,0
106349.18131179165,0.0,73.0,2.823988083288535,12.0,7.0,84131.3341875379,8.964987536806795,115657.66325035966,0
