@RELATION IntelLabSensors

@ATTRIBUTE epoch NUMERIC
@ATTRIBUTE temperature NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE light NUMERIC
@ATTRIBUTE voltage NUMERIC
@ATTRIBUTE class {1}

@DATA
2.000000,122.153000,-3.919010,11.040000,2.033970,1
3.000000,19.988400,37.093300,45.080000,2.699640,1
11.000000,19.302400,38.462900,45.080000,2.687420,1
17.000000,19.165200,38.803900,45.080000,2.687420,1
18.000000,19.175000,38.837900,45.080000,2.699640,1
22.000000,19.145600,38.940100,45.080000,2.687420,1
23.000000,19.165200,38.872000,45.080000,2.687420,1
24.000000,19.165200,38.803900,45.080000,2.687420,1
25.000000,19.145600,38.837900,45.080000,2.699640,1
26.000000,19.145600,38.872000,45.080000,2.687420,1
28.000000,19.145600,38.940100,45.080000,2.699640,1
30.000000,19.135800,38.906100,45.080000,2.687420,1
33.000000,19.116200,38.803900,45.080000,2.699640,1
34.000000,19.116200,38.872000,45.080000,2.699640,1
35.000000,19.106400,39.008200,45.080000,2.699640,1
37.000000,19.106400,38.872000,43.240000,2.699640,1
38.000000,19.096600,38.803900,43.240000,2.699640,1
40.000000,19.096600,38.735700,43.240000,2.699640,1
41.000000,19.086800,38.803900,43.240000,2.699640,1
45.000000,19.067200,38.906100,43.240000,2.687420,1
46.000000,19.067200,38.872000,43.240000,2.699640,1
47.000000,19.067200,38.906100,43.240000,2.699640,1
49.000000,19.086800,39.008200,43.240000,2.699640,1
51.000000,19.018200,38.735700,43.240000,2.687420,1
52.000000,19.018200,38.735700,43.240000,2.699640,1
53.000000,19.008400,38.803900,43.240000,2.699640,1
57.000000,19.008400,38.940100,43.240000,2.687420,1
58.000000,19.008400,38.940100,43.240000,2.699640,1
62.000000,18.998600,38.974200,43.240000,2.687420,1
64.000000,19.008400,38.974200,43.240000,2.699640,1
66.000000,18.988800,39.042200,43.240000,2.687420,1
69.000000,18.969200,38.940100,43.240000,2.699640,1
70.000000,18.979000,39.076300,43.240000,2.699640,1
72.000000,18.979000,38.974200,43.240000,2.687420,1
74.000000,18.969200,38.940100,43.240000,2.687420,1
75.000000,18.988800,38.803900,43.240000,2.699640,1
77.000000,18.979000,38.872000,43.240000,2.687420,1
78.000000,18.988800,38.906100,43.240000,2.699640,1
79.000000,18.969200,38.803900,43.240000,2.699640,1
84.000000,18.959400,38.803900,43.240000,2.687420,1
89.000000,18.959400,38.837900,43.240000,2.687420,1
90.000000,18.969200,38.803900,43.240000,2.699640,1
93.000000,18.939800,38.769800,43.240000,2.687420,1
96.000000,18.930000,38.803900,43.240000,2.699640,1
98.000000,18.920200,38.872000,43.240000,2.687420,1
102.000000,18.910400,39.008200,43.240000,2.699640,1
104.000000,18.900600,38.906100,43.240000,2.699640,1
105.000000,18.900600,39.008200,43.240000,2.699640,1
106.000000,18.910400,39.008200,43.240000,2.687420,1
107.000000,18.900600,39.008200,43.240000,2.699640,1
109.000000,18.890800,39.076300,43.240000,2.687420,1
114.000000,18.900600,39.008200,43.240000,2.699640,1
117.000000,18.910400,39.008200,43.240000,2.699640,1
119.000000,18.890800,38.940100,43.240000,2.687420,1
128.000000,18.871200,38.974200,43.240000,2.699640,1
145.000000,18.822200,39.008200,43.240000,2.687420,1
147.000000,18.812400,39.008200,43.240000,2.699640,1
150.000000,18.812400,39.008200,43.240000,2.687420,1
151.000000,18.802600,39.008200,43.240000,2.687420,1
154.000000,18.792800,38.940100,43.240000,2.687420,1
158.000000,18.792800,38.940100,43.240000,2.687420,1
162.000000,18.773200,39.008200,43.240000,2.687420,1
163.000000,18.773200,39.008200,43.240000,2.687420,1
164.000000,18.792800,38.872000,43.240000,2.699640,1
166.000000,18.773200,38.906100,43.240000,2.699640,1
167.000000,18.753600,38.837900,43.240000,2.687420,1
168.000000,18.773200,38.803900,43.240000,2.699640,1
171.000000,18.763400,38.872000,43.240000,2.687420,1
172.000000,18.753600,38.803900,43.240000,2.699640,1
174.000000,18.724200,38.803900,43.240000,2.687420,1
176.000000,18.734000,38.837900,43.240000,2.699640,1
177.000000,18.724200,38.940100,43.240000,2.699640,1
185.000000,18.734000,38.872000,43.240000,2.699640,1
187.000000,18.724200,38.940100,43.240000,2.687420,1
188.000000,18.714400,38.940100,43.240000,2.687420,1
194.000000,18.694800,38.940100,43.240000,2.687420,1
196.000000,18.694800,38.940100,43.240000,2.687420,1
197.000000,18.685000,38.872000,43.240000,2.699640,1
200.000000,18.665400,38.872000,43.240000,2.687420,1
205.000000,18.655600,38.872000,43.240000,2.687420,1
206.000000,18.645800,38.872000,43.240000,2.687420,1
207.000000,18.636000,38.872000,43.240000,2.699640,1
210.000000,18.636000,38.837900,43.240000,2.687420,1
212.000000,18.636000,38.872000,43.240000,2.687420,1
218.000000,18.636000,38.803900,43.240000,2.687420,1
220.000000,18.616400,38.872000,43.240000,2.699640,1
225.000000,18.606600,38.906100,43.240000,2.687420,1
249.000000,18.547800,38.940100,43.240000,2.675320,1
256.000000,18.518400,38.940100,43.240000,2.687420,1
260.000000,18.508600,39.008200,43.240000,2.687420,1
261.000000,18.498800,39.076300,43.240000,2.687420,1
262.000000,18.498800,39.008200,43.240000,2.699640,1
265.000000,18.498800,39.042200,43.240000,2.687420,1
266.000000,18.508600,39.042200,43.240000,2.687420,1
275.000000,18.508600,38.974200,43.240000,2.687420,1
283.000000,18.469400,38.974200,43.240000,2.687420,1
286.000000,18.459600,38.974200,43.240000,2.687420,1
292.000000,18.440000,38.940100,43.240000,2.687420,1
293.000000,18.420400,38.940100,43.240000,2.687420,1
295.000000,18.420400,38.940100,43.240000,2.687420,1
297.000000,18.410600,39.008200,43.240000,2.687420,1
302.000000,18.400800,39.144300,43.240000,2.687420,1
304.000000,18.400800,39.076300,43.240000,2.675320,1
305.000000,18.400800,39.144300,43.240000,2.699640,1
309.000000,18.410600,39.076300,43.240000,2.687420,1
312.000000,18.420400,39.042200,43.240000,2.687420,1
314.000000,18.410600,39.076300,43.240000,2.687420,1
317.000000,18.400800,39.076300,43.240000,2.699640,1
318.000000,18.400800,39.008200,43.240000,2.687420,1
320.000000,18.400800,39.008200,43.240000,2.687420,1
326.000000,18.381200,39.076300,43.240000,2.699640,1
327.000000,18.371400,39.008200,43.240000,2.687420,1
328.000000,18.381200,39.008200,43.240000,2.687420,1
329.000000,18.361600,39.008200,43.240000,2.699640,1
336.000000,18.342000,39.008200,43.240000,2.687420,1
337.000000,18.332200,39.008200,43.240000,2.687420,1
341.000000,18.332200,39.008200,43.240000,2.675320,1
342.000000,18.332200,39.008200,43.240000,2.687420,1
343.000000,18.342000,39.076300,43.240000,2.687420,1
345.000000,18.312600,39.144300,43.240000,2.687420,1
347.000000,18.322400,39.076300,43.240000,2.687420,1
350.000000,18.302800,39.076300,43.240000,2.687420,1
351.000000,18.302800,39.110300,43.240000,2.687420,1
352.000000,18.293000,39.144300,43.240000,2.687420,1
354.000000,18.302800,39.076300,43.240000,2.687420,1
358.000000,18.293000,39.076300,43.240000,2.675320,1
359.000000,18.283200,39.008200,43.240000,2.687420,1
362.000000,18.263600,39.076300,43.240000,2.687420,1
365.000000,18.273400,39.042200,43.240000,2.687420,1
367.000000,18.263600,39.076300,43.240000,2.699640,1
371.000000,18.263600,39.008200,43.240000,2.687420,1
376.000000,18.244000,38.974200,43.240000,2.687420,1
381.000000,18.204800,39.144300,43.240000,2.687420,1
382.000000,18.204800,39.144300,43.240000,2.675320,1
383.000000,18.185200,39.144300,43.240000,2.687420,1
386.000000,18.204800,39.076300,43.240000,2.687420,1
387.000000,18.204800,39.144300,43.240000,2.687420,1
388.000000,18.204800,39.144300,43.240000,2.675320,1
393.000000,18.185200,39.042200,43.240000,2.687420,1
396.000000,18.155800,39.144300,43.240000,2.687420,1
397.000000,18.165600,39.144300,43.240000,2.687420,1
402.000000,18.155800,39.076300,43.240000,2.687420,1
404.000000,18.155800,39.076300,43.240000,2.687420,1
408.000000,18.136200,39.008200,43.240000,2.687420,1
