@RELATION SEA_Abrupt_Recurring

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
5.860970,4.104582,1.887751,1
0.088425,8.812825,0.539723,1
5.120242,5.741389,6.356135,1
4.839482,8.418655,2.639847,1
1.187151,9.015670,4.531286,1
5.610436,9.398541,5.704004,1
5.789617,4.658497,5.921118,1
0.465479,1.249257,2.366252,0
7.234957,3.981636,3.229928,1
8.220990,9.256944,2.821185,1
8.351375,6.148695,4.819344,1
1.743547,0.202069,5.117847,0
3.386462,3.261812,7.223898,0
6.046564,5.442051,6.178515,1
9.894275,8.971685,9.820604,1
4.238657,4.907061,5.581572,1
3.518519,5.176189,5.067158,1
8.348657,3.021690,0.449466,1
9.038579,7.537433,8.627134,1
7.506952,8.617448,1.952041,1
0.359816,7.385942,0.206328,0
6.320336,3.557153,8.776925,1
1.397319,6.350417,9.765118,0
9.059896,0.090930,5.197153,1
6.340031,3.039741,4.708568,1
0.871485,4.845033,4.256960,0
1.964188,4.398704,9.044094,0
0.148214,3.520816,7.370418,0
7.623322,5.952137,2.808610,1
1.836892,1.684082,9.423879,0
6.282228,2.170098,5.088010,1
5.514769,1.115699,6.707451,0
8.693276,4.712574,6.846389,1
0.224500,0.373455,3.944198,0
5.813588,5.329560,4.046550,1
7.035577,8.222646,5.695191,1
5.882278,5.567790,4.854585,1
9.965444,8.581487,7.637543,1
4.474629,5.010124,2.559916,1
9.716944,8.632211,3.038412,1
0.471221,9.098732,5.376067,1
2.359336,9.978287,7.000516,1
1.163099,8.604979,6.182730,1
0.935999,7.613432,2.475975,1
4.753046,7.997092,5.460141,1
5.511535,4.255548,3.918884,1
7.160935,2.310131,0.263290,1
8.700408,5.982265,0.943970,1
4.238191,1.209769,0.339305,0
8.647515,2.222774,1.466356,1
0.333586,2.469263,9.023949,0
6.566681,4.507077,0.714894,1
8.823469,4.445505,2.006694,1
1.794220,2.536211,6.867517,0
9.668620,0.349355,3.219135,1
4.843642,6.804150,2.343873,1
3.058233,9.933124,2.397177,1
5.212542,9.969499,0.394496,1
4.103098,8.634171,4.684601,1
6.936608,5.310844,0.889913,1
4.916252,1.240913,3.278188,0
3.323755,4.066366,1.703226,0
8.924319,4.225546,2.812521,1
8.796847,1.036050,1.966640,1
5.461550,7.903834,7.180170,1
2.593887,1.588362,3.017773,0
5.609645,5.596934,5.032635,1
4.533326,6.172701,3.540641,1
2.349704,9.264517,5.717526,1
4.616680,3.734645,1.370506,1
2.826102,9.719664,7.879118,1
0.317764,7.459282,1.318840,0
7.203800,2.901130,2.661048,1
1.829428,0.163029,3.248516,0
9.341163,5.909244,0.899876,1
6.420845,4.976806,6.613397,1
2.390882,6.355667,1.156220,1
0.172789,8.680666,2.415726,1
0.619731,2.859108,2.382334,0
2.883761,7.819918,2.924493,1
1.830632,8.749809,4.611440,1
3.670176,1.615861,1.569303,0
3.065983,1.001663,8.617000,0
1.265849,1.359398,2.627401,0
9.842980,7.728505,1.419999,1
7.207726,3.260277,9.391749,1
2.379082,4.392421,7.945679,0
0.413562,1.792701,3.146017,0
4.611218,9.606292,3.658677,1
0.646608,3.805190,6.763341,0
5.963122,8.246513,9.480351,1
5.185128,4.611839,4.178070,1
8.348137,9.898384,6.276439,1
2.782941,8.529680,8.790004,1
2.748822,3.550143,6.077679,0
6.619794,6.495237,7.646395,1
1.052927,5.921875,9.248576,0
6.055396,2.316148,4.078925,1
8.344404,8.180256,5.005340,1
4.489995,1.182330,9.885902,0
5.973592,9.355368,8.553009,1
4.852311,1.904049,1.524482,0
6.274681,2.957937,6.187079,1
1.881592,0.549426,3.795329,0
9.512942,2.577993,8.704362,1
6.525173,6.417472,4.571338,1
6.661027,7.984143,4.921643,1
7.627639,9.486917,8.142083,1
1.667513,2.491301,6.453473,0
4.176596,4.524110,2.918860,1
3.349607,7.402620,2.876972,1
0.786679,7.621410,8.149916,1
2.780677,9.393091,2.373977,1
5.121339,7.390368,5.576956,1
6.495021,2.850173,1.528382,1
6.055076,1.904191,8.831572,0
3.829924,5.892670,8.025390,1
1.206738,3.163024,3.559692,0
8.172794,3.125477,3.555783,1
3.462982,0.710674,9.087107,0
5.189040,0.439687,6.473015,0
9.819076,1.637519,0.921684,1
3.154475,5.403740,6.626928,1
2.118931,9.700629,4.413469,1
4.634098,6.366226,4.704905,1
6.494819,2.097416,1.805508,1
6.987076,9.654165,3.335752,1
9.090638,2.769697,7.353548,1
6.393727,9.430802,3.225973,1
3.974601,4.636976,8.558902,1
4.612492,1.792228,2.043315,0
3.876804,8.950058,3.212880,1
4.012964,4.381613,8.492539,1
5.850083,0.971205,3.915464,0
3.006899,7.062055,1.386601,1
0.843214,3.115803,5.506324,0
0.650245,1.676426,1.497645,0
8.704900,6.802259,0.261603,1
5.109585,6.285909,3.155596,1
3.090026,7.377491,3.375253,1
9.411054,0.607822,5.359683,1
2.178781,1.185962,6.677748,0
2.621628,0.091192,5.276643,0
9.080067,9.533083,1.315833,1
0.222208,5.435346,1.768946,0
6.461867,8.969214,5.519451,1
4.873537,6.998834,8.848739,1
4.002873,5.752895,1.439314,1
7.999022,7.003646,9.375134,1
9.587191,6.954267,0.819877,1
1.557447,2.373524,6.025136,0
6.634272,3.829285,2.471037,1
8.249892,4.405794,3.485352,1
1.047966,6.010931,9.549876,0
6.830220,5.777598,3.047251,1
1.677553,9.001369,4.615971,1
8.755949,5.577432,7.826853,1
5.272677,1.934098,5.041436,0
4.791746,1.171714,6.883420,0
6.051477,9.485465,6.305477,1
4.338631,1.489353,5.641586,0
1.405312,7.702168,4.796619,1
7.717117,0.598005,3.680513,1
3.785475,0.368862,0.783954,0
3.512665,1.570940,6.864311,0
7.761634,7.012073,5.934627,1
5.855237,6.505852,3.792645,1
0.822518,0.031756,7.838613,0
3.307077,9.012136,7.673109,1
1.505097,4.240979,0.629190,0
6.350755,3.350181,2.258777,1
3.311016,9.054359,2.378245,1
6.439992,5.381087,8.504522,1
8.017820,4.156830,5.588701,1
2.671565,6.426129,2.852186,1
6.247200,7.053620,5.918370,1
7.819832,0.869835,0.552204,1
2.657876,9.893620,6.839705,1
5.868760,4.992255,9.281798,1
9.997199,9.953447,4.022820,1
0.427628,0.961631,1.957854,0
5.675139,9.923311,5.999146,1
0.097390,9.948030,4.325319,1
4.299119,4.639533,6.527843,1
3.356252,1.856858,3.763254,0
5.787662,8.249269,2.059389,1
9.118821,7.849519,2.363190,1
9.031797,8.279383,3.873395,1
5.913805,4.957273,9.651437,1
6.996802,3.401245,9.499210,1
7.026857,1.871239,1.768121,1
3.276898,8.944511,6.552530,1
2.453585,9.480596,6.467450,1
2.726269,6.665628,0.658013,1
3.361375,8.632261,1.281210,1
4.152479,9.503434,7.021338,1
4.058146,1.531727,9.385668,0
4.196137,0.861379,3.531264,0
0.664486,2.162835,8.419530,0
3.418831,0.560073,8.674505,0
2.612406,0.456275,9.110413,0
0.681408,5.658709,5.851792,0
2.894402,4.244888,2.161396,0
2.118742,9.626991,7.906438,1
1.366302,1.700329,5.852794,0
8.474077,6.703600,1.594806,1
