@RELATION SEA_Abrupt_Recurring

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE class {0,1}

@DATA
8.374082,2.540127,3.830205,1
2.763344,6.292121,6.933072,1
7.423295,2.362635,4.830156,1
1.632191,6.376167,3.049748,1
6.344887,9.296179,0.631199,1
7.235711,2.038333,7.009402,1
1.770936,7.846622,9.356772,1
9.256389,6.900785,6.596598,1
3.796922,4.093252,1.602889,0
6.229293,1.410434,8.479151,0
8.306403,0.908732,8.184403,1
8.102263,4.451929,1.503762,1
6.785230,5.400695,1.439376,1
8.490298,4.406886,4.664992,1
1.661639,4.220783,8.104935,0
9.377200,8.000400,6.145781,1
3.260589,1.975581,3.535830,0
0.698436,7.878995,2.859178,1
3.662956,4.176905,6.438458,0
7.868284,3.253955,2.546177,1
5.619575,1.442672,0.871833,0
7.571432,7.421315,2.361562,1
1.431622,6.568698,1.906232,1
6.297287,5.684688,0.768714,1
3.463566,5.382717,4.574211,1
2.947963,7.719280,6.166324,1
9.121894,6.546928,2.756231,1
5.980332,2.220295,0.660150,1
0.535165,4.659047,2.193616,0
0.362472,6.289847,8.501274,0
1.138665,2.545553,7.461065,0
2.766898,1.554228,4.096484,0
3.495549,0.922639,7.025658,0
4.959729,1.613940,6.784450,0
2.318677,9.989907,8.165417,1
7.196986,1.182475,9.754169,1
2.679651,7.955227,0.351876,1
7.609925,8.047499,2.329893,1
9.469024,1.240281,4.318056,1
1.131210,8.939608,0.326953,1
2.800632,4.329269,8.194265,0
1.156983,7.036242,6.534422,1
1.155720,3.219031,7.157338,0
0.304169,0.761116,1.819529,0
4.274832,6.552752,2.497444,1
2.159206,7.232098,9.888032,1
4.123200,1.476321,5.918948,0
9.313535,9.776409,6.788157,1
6.868494,4.665093,7.747726,1
9.882615,5.768084,2.899220,1
5.871492,1.043512,8.499166,0
1.886897,7.479000,9.290836,1
6.219244,2.728838,5.752944,1
6.253258,6.605444,9.301439,1
3.624201,5.358938,0.507878,1
9.955651,5.445331,0.721568,1
4.624356,8.134126,2.483703,1
3.071173,7.748572,8.528594,1
8.002258,1.980733,2.593931,1
2.459843,7.728980,8.226223,1
4.613404,1.669147,6.126897,0
8.097769,6.683950,3.502189,1
9.523704,1.440027,8.030010,1
1.972792,3.585158,1.642200,0
7.493220,7.791550,3.939667,1
7.065511,4.263896,5.849811,1
3.061724,0.111759,0.357218,0
2.234745,6.761293,3.165337,1
0.900105,8.969263,3.641623,1
1.207534,5.904857,0.328010,0
2.713371,9.874648,2.878033,1
7.652890,7.684540,5.889317,1
9.008308,8.357085,4.693950,1
5.448876,3.923970,8.364660,1
1.067126,4.473642,7.185177,0
3.803630,4.332727,7.609425,1
9.268961,7.939706,4.015307,1
3.366734,2.790108,2.949505,0
7.647531,6.504321,0.824714,1
4.193168,1.116962,2.722478,0
0.006788,3.952804,8.311111,0
8.696817,9.356327,3.223903,1
2.558658,5.487533,8.320197,1
8.879696,8.697103,2.064079,1
8.597661,4.007859,1.897493,1
9.783971,7.513585,6.825589,1
7.462583,7.994405,2.416313,1
6.153641,3.444843,1.350128,1
8.886411,9.108180,9.209208,1
4.928995,6.928677,8.260075,1
2.914168,8.530887,1.145969,1
6.984936,9.609337,4.189114,1
5.371320,3.803291,9.116841,1
2.214989,1.727259,1.916987,0
8.210734,9.254658,5.445442,1
3.794366,1.448745,7.113452,0
0.047413,0.466065,4.177089,0
4.755946,7.443020,8.475887,1
6.669918,1.955587,0.774058,1
7.050539,1.602234,1.331772,1
4.512386,2.366886,0.648041,0
5.114097,9.029751,4.802279,1
5.414083,0.320346,0.559012,0
6.393530,8.419311,0.353471,1
8.229952,1.621844,4.589113,1
6.093851,4.299972,8.703118,1
0.617610,9.225759,7.943776,1
5.870292,0.405817,0.733952,0
6.518987,4.926326,8.790082,1
8.782880,1.307122,1.150288,1
9.481040,4.469857,9.013553,1
9.986382,2.658946,9.536680,1
4.651606,4.711519,3.459343,1
5.683294,2.530760,6.151181,1
3.180641,4.440150,7.107351,0
7.804998,4.971959,1.718355,1
3.060983,1.756787,3.363647,0
3.125115,5.618440,6.621888,1
1.374108,3.649598,3.516524,0
8.266940,6.786708,6.195313,1
0.268661,6.485783,8.513783,0
0.675173,5.556117,0.855639,0
3.890528,8.041127,9.888493,1
2.384982,3.398519,5.595186,0
6.491996,3.051102,8.710483,1
7.077290,3.502222,5.955689,1
0.539259,3.309679,2.860403,0
5.092363,8.128980,6.876996,1
2.800730,7.460581,2.039943,1
9.710582,3.512491,7.579685,1
1.885625,4.189217,9.762496,0
3.276155,2.189129,0.947590,0
2.340020,8.808174,5.477692,1
6.535361,8.780321,0.801969,1
1.170027,7.955078,5.433356,1
4.717129,3.733937,5.966310,1
2.747626,5.681671,5.275774,1
9.392562,8.235114,1.560134,1
2.332276,4.189370,9.724566,0
8.534791,8.365869,0.112094,1
7.800593,5.817563,6.563906,1
7.491585,6.474334,3.197060,1
1.072043,6.376281,8.585433,0
8.486886,7.339531,4.051421,1
2.224526,2.473954,5.976568,0
7.033282,4.542328,3.526019,1
2.030375,0.470021,1.763417,0
0.295264,0.725902,8.323133,0
6.816925,4.992329,9.016385,1
2.389975,7.224373,3.822513,1
7.538354,9.585284,0.694034,1
5.740249,9.083889,4.412360,1
3.568673,6.434839,1.138054,1
4.831539,4.032111,8.257639,1
7.072935,8.511511,5.460029,1
9.756431,8.480385,2.176770,1
6.228050,5.112138,5.565179,1
8.481329,5.355376,2.816574,1
0.968817,1.527681,6.670011,0
1.914618,7.815083,1.160015,1
5.446159,4.127510,7.690911,1
0.332275,4.761316,7.557278,0
6.659675,9.145422,2.981601,1
2.248045,5.251315,8.442398,0
1.252034,1.840923,3.249439,0
3.533383,0.894936,4.412701,0
2.521467,7.827950,0.124467,1
7.999912,5.462911,6.770429,1
2.981463,9.790108,2.565967,1
7.207004,0.637196,5.249612,0
0.109860,5.326118,9.290483,0
5.040993,9.777802,0.703886,1
8.178029,5.453102,5.178223,1
2.577206,7.859256,5.687280,1
0.436276,1.151868,3.270603,0
5.388137,3.941352,3.220359,1
8.824350,2.312456,3.189007,1
5.671888,5.115783,0.107528,1
7.501893,8.880870,0.325719,1
7.370513,0.165487,4.582092,0
2.567005,9.063641,0.515240,1
3.253646,3.826529,7.166266,0
1.967155,8.881302,0.297371,1
6.417199,3.815924,5.725201,1
1.712235,3.146448,8.242000,0
4.903760,4.695604,9.937671,1
2.197646,3.482994,4.952328,0
8.939763,9.358584,9.388103,1
